id	0a4df4cc-74dd-4858-864b-b483e75b30f8	5d7766c6-e42f-4f85-9065-d8bcc54d7db9
408029	0.0	0.0
220979	195.0	172.0
219986	0.0	0.0
90268	1534.0	1397.0
219983	0.0	0.0
219982	0.0	0.0
219981	0.0	0.0
220972	2802.0	3160.0
220974	0.0	0.0
28231	230.0	267.0
28232	582.0	438.0
28234	5.0	21.0
158674	5.0	6.0
340784	0.0	0.0
220965	1331.0	2624.0
349114	160.0	167.0
219995	6.0	2.0
146691	10077.0	7814.0
219990	0.0	0.0
339799	296.0	309.0
220963	2211.0	2045.0
501	8181.0	9728.0
651144	1.0	0.0
90249	59.0	151.0
504	3.0	2.0
506	29051.0	33087.0
100505659	0.0	0.0
507	0.0	0.0
509	6605.0	7887.0
101927195	0.0	0.0
168090	2.0	6.0
100505601	7.0	3.0
101978785	6642.0	43671.0
339781	2.0	0.0
594840	0.0	0.0
594842	9.0	3.0
220992	130.0	214.0
339788	0.0	0.0
339789	6.0	1.0
339779	0.0	0.0
79810	660.0	647.0
55843	239.0	161.0
55841	5038.0	3677.0
79812	1152.0	864.0
513	5144.0	3969.0
79811	3794.0	4882.0
55840	1135.0	814.0
79814	176.0	513.0
55847	1360.0	1193.0
514	8232.0	8363.0
55846	1670.0	1639.0
515	7995.0	6976.0
79813	3877.0	4057.0
79816	64.0	57.0
516	3343.0	4455.0
55845	10168.0	8979.0
79815	5431.0	5794.0
517	17876.0	23678.0
55844	2661.0	3693.0
518	7117.0	7571.0
79818	1498.0	1466.0
79817	278.0	206.0
256949	304.0	152.0
55848	1271.0	1146.0
79819	195.0	192.0
220988	13242.0	13925.0
594837	1.0	6.0
594838	4.0	5.0
594839	4.0	19.0
220980	6.0	0.0
339778	26.0	57.0
55850	1117.0	1553.0
339768	70.0	35.0
520	1.0	2.0
55854	3160.0	3758.0
521	3236.0	3260.0
522	4305.0	4354.0
55853	2.0	2.0
523	4830.0	5992.0
55852	4258.0	4981.0
79801	12.0	20.0
79800	446.0	437.0
55851	3191.0	3476.0
525	54.0	95.0
55858	4202.0	4706.0
79803	1433.0	1714.0
55857	1652.0	1210.0
79802	87.0	39.0
526	3978.0	4854.0
55856	2665.0	3121.0
79805	181.0	314.0
527	3143.0	3003.0
528	2808.0	3296.0
55855	8.0	5.0
79804	65.0	16.0
529	7186.0	7758.0
79807	594.0	595.0
79809	1423.0	1194.0
256957	0.0	0.0
55859	433.0	289.0
100505624	6.0	9.0
100505621	4.0	2.0
7500	0.0	0.0
339761	48.0	32.0
80818	1421.0	1930.0
80817	733.0	851.0
80816	286.0	193.0
339766	0.0	0.0
55861	350.0	174.0
55860	3071.0	3213.0
79830	402.0	514.0
105377240	0.0	0.0
340745	0.0	3.0
79832	988.0	1229.0
80821	595.0	703.0
533	12133.0	12811.0
80820	1041.0	1262.0
79831	468.0	537.0
102723680	0.0	0.0
55863	1321.0	1404.0
79834	1172.0	751.0
534	87.0	29.0
535	6906.0	5366.0
55862	2907.0	2865.0
79833	694.0	803.0
340749	1.0	4.0
105377243	0.0	0.0
55869	1209.0	1333.0
79836	157.0	111.0
537	23368.0	32197.0
79838	2492.0	6316.0
538	1419.0	1699.0
55867	2.0	7.0
79837	3970.0	4332.0
539	4290.0	4067.0
79839	69.0	79.0
594855	3.0	0.0
7512	28.0	18.0
594857	0.0	0.0
7511	4440.0	3598.0
339751	9.0	15.0
55872	40.0	46.0
256933	4.0	5.0
540	603.0	1209.0
55871	579.0	729.0
55870	5129.0	5680.0
541	6.0	11.0
542	0.0	0.0
55876	95.0	136.0
543	0.0	0.0
79820	39.0	51.0
544	0.0	0.0
79823	298.0	233.0
545	1093.0	1510.0
546	4519.0	4606.0
79822	1347.0	2721.0
79825	283.0	394.0
547	6587.0	4349.0
7503	0.0	2.0
100505616	86.0	88.0
55879	1039.0	358.0
549	1920.0	2429.0
79827	830.0	481.0
7504	370.0	224.0
79829	716.0	894.0
7507	804.0	790.0
79828	1105.0	1366.0
641700	86.0	67.0
7508	2353.0	1967.0
100505619	0.0	0.0
101927150	7.0	8.0
653707	0.0	0.0
101927152	16.0	4.0
101927155	63.0	42.0
7520	13940.0	17170.0
92822	595.0	863.0
80835	9.0	9.0
101927158	10.0	16.0
80834	0.0	0.0
80833	985.0	1390.0
339742	6.0	4.0
653702	588.0	724.0
339745	1846.0	2182.0
550	8003.0	9409.0
79850	1474.0	2098.0
551	0.0	0.0
339736	0.0	1.0
79852	55.0	39.0
552	175.0	155.0
256987	9824.0	16108.0
553	0.0	1.0
554	149.0	53.0
79854	20.0	48.0
79853	0.0	2.0
55885	344.0	257.0
79856	365.0	1184.0
55884	3973.0	6763.0
100652885	0.0	0.0
7514	5873.0	6103.0
79858	375.0	330.0
558	3265.0	1928.0
92815	860.0	2616.0
7516	64.0	94.0
55889	0.0	1.0
7515	1862.0	1853.0
55888	259.0	282.0
7518	278.0	260.0
7517	463.0	384.0
7532	9983.0	12341.0
100422821	0.0	0.0
7531	29091.0	42202.0
7534	28477.0	32930.0
100422823	0.0	0.0
7533	4080.0	3998.0
101927167	814.0	1010.0
100422824	0.0	1.0
65217	2.0	0.0
80824	5782.0	6846.0
100422826	0.0	0.0
340719	67.0	61.0
80823	637.0	697.0
100422827	0.0	0.0
100422828	0.0	0.0
55890	5848.0	8752.0
80829	3789.0	4254.0
100422829	0.0	0.0
144097	1223.0	1156.0
55894	0.0	0.0
55893	3677.0	3675.0
55892	865.0	923.0
563	132388.0	164890.0
79841	35.0	23.0
55891	1.0	2.0
79840	50.0	83.0
80832	317.0	1172.0
79843	17.0	27.0
55898	9311.0	8551.0
80831	0.0	0.0
55897	1119.0	2048.0
566	0.0	2.0
79842	448.0	680.0
79845	271.0	367.0
567	150818.0	143952.0
80830	2541.0	2819.0
79844	128.0	394.0
79847	235.0	270.0
7525	3221.0	4676.0
79846	1736.0	1666.0
79849	1.0	2.0
79848	319.0	425.0
7526	17.0	8.0
7529	15799.0	16787.0
7528	6426.0	6814.0
101927171	35.0	22.0
92806	452.0	447.0
65220	3543.0	4017.0
92840	6100.0	4661.0
7541	942.0	1040.0
100422830	0.0	0.0
100422831	0.0	0.0
7543	2092.0	2687.0
7542	761.0	1008.0
101927176	0.0	0.0
100422833	0.0	0.0
7545	0.0	1.0
100422834	0.0	0.0
7544	926.0	1004.0
100422835	0.0	0.0
102723647	8.0	11.0
653720	1.0	1.0
100422837	0.0	0.0
80856	2696.0	3059.0
100422838	0.0	0.0
100422839	0.0	0.0
102723644	0.0	0.0
570	0.0	0.0
79870	34.0	26.0
571	2360.0	2687.0
572	3606.0	3889.0
79872	3027.0	3144.0
573	5239.0	5249.0
79871	1096.0	1059.0
79874	4535.0	8112.0
102723641	19.0	12.0
575	201.0	69.0
79873	622.0	719.0
79876	2154.0	2888.0
576	801.0	393.0
340706	643.0	1095.0
577	69.0	51.0
79875	9881.0	8145.0
80864	32.0	39.0
578	773.0	925.0
80863	374.0	246.0
579	12.0	17.0
79877	3938.0	3946.0
80862	226.0	258.0
7536	13696.0	14446.0
79879	163.0	234.0
7535	54.0	70.0
7538	17049.0	40265.0
7539	191.0	124.0
7552	243.0	163.0
101927186	0.0	0.0
100422841	0.0	0.0
7551	1534.0	2083.0
100422842	0.0	0.0
100422843	0.0	0.0
7554	385.0	578.0
7553	856.0	981.0
100422844	0.0	0.0
100422845	0.0	0.0
7556	414.0	474.0
7555	22188.0	24908.0
100422846	1.0	0.0
100422847	0.0	0.0
100422848	0.0	0.0
100422849	0.0	0.0
580	507.0	454.0
581	2351.0	2861.0
582	135.0	167.0
583	2449.0	2258.0
79861	5.0	5.0
79863	798.0	897.0
585	2409.0	4194.0
100652899	0.0	0.0
586	94.0	113.0
79862	198.0	351.0
102723631	0.0	0.0
587	3731.0	4754.0
79865	0.0	1.0
80854	11579.0	13621.0
80853	1383.0	1718.0
79864	370.0	554.0
80852	36.0	26.0
79867	2209.0	2998.0
254312	0.0	0.0
79866	62.0	72.0
80851	2615.0	2913.0
79869	4525.0	5373.0
7547	4.0	11.0
7546	24.0	213.0
79868	1701.0	2347.0
7549	306.0	330.0
256979	2.0	0.0
101927193	1.0	0.0
7561	538.0	692.0
7562	522.0	939.0
7565	362.0	282.0
101927111	51.0	70.0
7564	813.0	768.0
7567	270.0	364.0
7566	731.0	994.0
101927112	0.0	4.0
101927117	9.0	11.0
590	181.0	169.0
339822	0.0	3.0
593	404.0	420.0
594	1817.0	1827.0
595	12629.0	12193.0
596	2320.0	1102.0
597	17.0	12.0
598	9559.0	10719.0
599	6309.0	6025.0
7559	1441.0	1511.0
7572	6638.0	7858.0
7571	29.0	56.0
7574	302.0	439.0
101929780	58.0	68.0
7576	1022.0	1108.0
7577	0.0	0.0
101927126	89.0	195.0
101927125	32.0	116.0
101927129	0.0	0.0
7570	2440.0	3198.0
339804	332.0	284.0
7569	311.0	370.0
7568	64.0	47.0
101978719	0.0	0.0
7582	2130.0	2986.0
7584	227.0	274.0
7587	1133.0	1533.0
7586	7973.0	11267.0
7589	430.0	430.0
101927134	0.0	0.0
7581	2526.0	3321.0
7580	3069.0	2975.0
100652988	10.0	20.0
7579	100.0	87.0
7594	953.0	1825.0
7593	1152.0	1565.0
7596	728.0	783.0
7597	921.0	1105.0
101927149	0.0	0.0
7592	544.0	593.0
100652974	0.0	0.0
254359	2670.0	2821.0
100133005	2.0	5.0
101929730	12.0	23.0
101929736	16.0	10.0
55803	113.0	157.0
55802	1322.0	1463.0
55801	0.0	0.0
55800	170.0	156.0
55806	1376.0	619.0
100420113	0.0	0.0
55805	172.0	203.0
55809	592.0	353.0
55808	644.0	1695.0
100652909	0.0	1.0
101929746	5.0	1.0
101929743	1.0	1.0
100133024	2.0	1.0
55810	2289.0	1972.0
55814	1451.0	1675.0
55813	2088.0	2358.0
55812	579.0	484.0
100652918	0.0	0.0
55811	24.0	35.0
55818	2029.0	2112.0
55816	20.0	31.0
55815	55.0	46.0
55819	4149.0	4567.0
254394	629.0	733.0
100419149	0.0	0.0
100133036	4.0	5.0
55821	3.0	14.0
101930749	0.0	0.0
100133037	1.0	5.0
100133038	6.0	4.0
55825	855.0	1043.0
101930745	0.0	0.0
55824	674.0	983.0
101930746	0.0	0.0
55823	3255.0	3290.0
101930747	0.0	0.0
55829	5480.0	6480.0
55827	5549.0	7028.0
101930744	0.0	0.0
100420143	0.0	0.0
101929760	6.0	5.0
101927102	5.0	5.0
101927101	0.0	2.0
101929768	13.0	16.0
101929765	0.0	4.0
100133040	1.0	1.0
100419158	4.0	6.0
101929769	16.0	12.0
100133044	3.0	0.0
55832	5818.0	6232.0
254398	0.0	1.0
55831	4212.0	4105.0
55830	3263.0	3963.0
55835	388.0	269.0
100652939	9314.0	6814.0
100420149	0.0	0.0
55833	2420.0	2771.0
55839	892.0	2228.0
55837	2076.0	2632.0
90167	2.0	1.0
677679	0.0	0.0
90161	88.0	176.0
134637	193.0	218.0
388701	6.0	2.0
100420159	20.0	18.0
100420158	0.0	0.0
388707	22.0	29.0
100420155	1.0	0.0
677681	1.0	0.0
100419178	0.0	0.0
43847	113.0	390.0
101929701	0.0	0.0
43849	134.0	199.0
28227	466.0	456.0
122631	0.0	0.0
90187	2821.0	1150.0
100419187	0.0	0.0
100419185	1.0	2.0
101929716	0.0	1.0
122622	455.0	349.0
388722	135.0	126.0
100420178	0.0	0.0
132001	391.0	304.0
388714	4.0	9.0
122618	213.0	128.0
388719	3.0	5.0
122616	773.0	969.0
100420190	1.0	0.0
100037280	2.0	6.0
388743	23.0	30.0
768097	7.0	8.0
768096	17.0	8.0
90199	2.0	0.0
90193	19.0	17.0
90196	3802.0	3319.0
100505591	1.0	1.0
100505592	109.0	188.0
388730	142.0	154.0
768086	46.0	31.0
119032	2926.0	3314.0
122665	0.0	0.0
388762	0.0	0.0
122664	4.0	4.0
388761	0.0	0.0
104413892	0.0	0.0
104413890	2.0	0.0
104413891	5.0	6.0
388753	1204.0	1282.0
122651	0.0	0.0
119016	59.0	80.0
388759	61.0	84.0
90321	1203.0	1747.0
90324	2749.0	2946.0
100270916	0.0	0.0
100270917	0.0	1.0
100270918	1.0	0.0
100270919	1.0	0.0
100270912	1.0	3.0
124790	174.0	208.0
100270913	0.0	0.0
100270914	0.0	0.0
100270915	0.0	0.0
388428	0.0	0.0
100270920	3.0	4.0
641638	2456.0	2165.0
401967	0.0	3.0
100270921	2.0	0.0
100270922	0.0	0.0
148753	4.0	2.0
148756	0.0	0.0
92979	1059.0	1415.0
90316	0.0	0.0
340485	131.0	215.0
134121	216.0	292.0
90317	799.0	1129.0
653619	0.0	0.0
161725	108.0	120.0
340481	1251.0	1696.0
100270909	0.0	0.0
92973	278.0	134.0
90313	1944.0	2248.0
100270905	0.0	2.0
124783	7.0	28.0
100270906	0.0	0.0
401960	3.0	0.0
100270907	1.0	1.0
100270908	0.0	0.0
146110	6.0	24.0
100270903	1.0	0.0
641649	241.0	205.0
124773	2.0	0.0
641648	0.0	0.0
388419	0.0	0.0
401959	0.0	0.0
158104	4.0	9.0
90342	35.0	38.0
161753	39.0	6.0
339483	163.0	467.0
653643	0.0	0.0
339487	902.0	1031.0
339488	33.0	35.0
653645	0.0	0.0
28396	3.0	32.0
28394	4.0	63.0
401944	208.0	133.0
28395	4.0	10.0
653650	1.0	3.0
90338	1169.0	1255.0
92999	2075.0	1464.0
641654	0.0	0.0
28392	1.0	23.0
28393	1.0	6.0
28391	0.0	8.0
653639	7.0	10.0
90332	365.0	231.0
134145	1014.0	1182.0
161742	1693.0	1299.0
90333	1424.0	1556.0
340460	0.0	0.0
134147	4498.0	2956.0
339476	0.0	0.0
653635	59.0	68.0
339479	354.0	867.0
401934	47.0	37.0
124751	31.0	44.0
148789	535.0	709.0
653641	0.0	0.0
90326	901.0	1069.0
90362	904.0	961.0
100505761	1307.0	1618.0
100505767	4.0	9.0
388474	33.0	42.0
148713	12.0	15.0
28374	0.0	0.0
28373	0.0	0.0
28378	2.0	5.0
388468	1.0	0.0
28376	0.0	0.0
28377	0.0	0.0
102216268	1.0	0.0
340441	0.0	0.0
100505768	0.0	0.0
28370	0.0	0.0
28371	0.0	0.0
90352	1.0	2.0
90353	163.0	176.0
100505755	2.0	3.0
90355	478.0	1086.0
100505753	0.0	0.0
339451	223.0	338.0
339453	117.0	59.0
653656	0.0	0.0
339456	79.0	76.0
653657	0.0	0.0
653658	72.0	125.0
28385	0.0	0.0
28383	0.0	0.0
600	3.0	12.0
28387	0.0	1.0
28388	5.0	53.0
601	0.0	0.0
602	1360.0	2402.0
604	3171.0	2362.0
605	1273.0	1271.0
100505758	7.0	3.0
28381	0.0	0.0
606	19.0	6.0
607	3163.0	4396.0
28382	0.0	0.0
608	1.0	28.0
28380	0.0	0.0
100505785	0.0	0.0
219623	330.0	754.0
100505783	683.0	641.0
219621	251.0	282.0
401994	3.0	0.0
401993	0.0	0.0
339442	0.0	0.0
401992	0.0	0.0
28358	0.0	0.0
653689	142.0	143.0
148741	609.0	365.0
28359	0.0	0.0
90381	50.0	41.0
339448	826.0	1020.0
28352	0.0	0.0
28353	0.0	0.0
653691	3.0	1.0
148738	2.0	2.0
28351	0.0	0.0
122145	0.0	0.0
28356	3.0	0.0
610	73.0	60.0
28357	0.0	0.0
611	297.0	200.0
28354	0.0	0.0
28355	0.0	0.0
613	4346.0	4228.0
616	0.0	0.0
617	1351.0	1656.0
618	125.0	195.0
90378	1858.0	1902.0
376497	3393.0	3647.0
90379	1181.0	1093.0
100505776	0.0	0.0
401983	0.0	0.0
401982	0.0	0.0
401981	0.0	0.0
653677	12.0	9.0
28369	0.0	0.0
28363	0.0	0.0
28364	0.0	0.0
28361	0.0	0.0
28362	0.0	0.0
388478	0.0	0.0
28368	0.0	0.0
622	1801.0	2318.0
28365	0.0	0.0
623	4.0	3.0
340419	638.0	442.0
401973	0.0	0.0
28366	0.0	0.0
624	131.0	143.0
627	411.0	103.0
134111	919.0	489.0
629	197.0	460.0
28360	0.0	0.0
101927074	1.0	0.0
101927075	10.0	5.0
146183	10.0	5.0
339416	19.0	52.0
79931	3.0	5.0
55964	681.0	911.0
631	96.0	130.0
79930	106.0	117.0
632	24.0	20.0
79933	4.0	0.0
633	11351.0	7822.0
634	2182.0	3571.0
79932	10797.0	16073.0
55968	5359.0	4733.0
79935	99.0	51.0
635	5.0	6.0
79934	2788.0	2827.0
636	776.0	2435.0
55967	2174.0	2353.0
637	1068.0	1297.0
79937	164.0	229.0
100505724	1.0	1.0
55966	224.0	167.0
158172	0.0	2.0
638	1089.0	1664.0
639	608.0	327.0
79939	8291.0	12000.0
101927081	0.0	0.0
55969	1133.0	943.0
101927084	23.0	6.0
158158	3170.0	5172.0
219654	3530.0	2611.0
100422900	0.0	1.0
100422901	0.0	1.0
100422902	1.0	1.0
100422903	0.0	0.0
100422904	0.0	0.0
100422905	0.0	0.0
100422907	0.0	0.0
146198	1400.0	1360.0
100422908	0.0	0.0
100422909	0.0	0.0
55971	5232.0	6119.0
55970	5300.0	4558.0
640	8.0	15.0
100270998	0.0	2.0
641	38.0	68.0
642	2069.0	1711.0
55975	1896.0	2358.0
100270992	0.0	0.0
158160	48.0	29.0
643	0.0	0.0
55974	6266.0	7789.0
122199	13.0	19.0
55973	4869.0	6163.0
644	2552.0	2750.0
100270994	0.0	0.0
79922	477.0	538.0
55972	1252.0	1417.0
645	5094.0	5117.0
79921	11653.0	9529.0
388499	1.0	3.0
79924	1170.0	2366.0
646	38.0	24.0
79923	0.0	1.0
648	3780.0	3658.0
79925	335.0	285.0
649	1422.0	1092.0
79927	206.0	83.0
79929	245.0	221.0
100505718	0.0	0.0
100505741	14.0	20.0
7620	381.0	399.0
100422911	0.0	0.0
7621	464.0	617.0
100422913	0.0	0.0
100422914	0.0	0.0
102725509	103.0	100.0
339400	109.0	115.0
100422916	0.0	0.0
100270978	0.0	0.0
100422917	0.0	0.0
100270979	0.0	1.0
100422918	0.0	0.0
339403	0.0	0.0
100422919	0.0	0.0
650	205.0	117.0
100270986	0.0	0.0
651	11.0	26.0
652	590.0	375.0
79953	133.0	165.0
653	6.0	2.0
100270981	0.0	0.0
654	108.0	198.0
100270982	0.0	0.0
655	819.0	1179.0
79955	29.0	28.0
100270983	0.0	0.0
79954	1989.0	2259.0
656	132.0	180.0
100270984	0.0	0.0
657	4733.0	5360.0
79957	128.0	220.0
79956	2386.0	2846.0
658	7666.0	12082.0
79959	300.0	405.0
659	5492.0	6045.0
100505746	14.0	23.0
92912	4314.0	3541.0
79958	821.0	1370.0
100270980	0.0	0.0
7617	26.0	44.0
100422920	0.0	0.0
7633	343.0	335.0
100422922	0.0	1.0
100422923	0.0	0.0
100422924	0.0	0.0
100422925	1.0	2.0
219670	7.0	8.0
100422926	0.0	0.0
100422927	0.0	0.0
100422929	0.0	0.0
122183	0.0	0.0
660	32.0	40.0
100270974	47.0	73.0
661	1282.0	1631.0
100270975	0.0	0.0
662	685.0	805.0
79940	76.0	89.0
100270976	0.0	0.0
663	3089.0	2051.0
100270977	0.0	0.0
55997	42.0	32.0
664	6769.0	8082.0
665	6779.0	8725.0
53335	1048.0	618.0
79944	499.0	680.0
666	3031.0	2318.0
100270972	1.0	0.0
667	11561.0	5788.0
79943	405.0	438.0
79946	39.0	55.0
668	6.0	60.0
53339	3409.0	3160.0
669	1093.0	1427.0
100505738	496.0	622.0
79948	3.0	3.0
53336	0.0	0.0
7626	1228.0	1027.0
55999	0.0	1.0
79947	1906.0	2102.0
55998	1.0	1.0
7625	823.0	1093.0
92906	2149.0	2223.0
7628	0.0	0.0
79949	178.0	492.0
7627	1121.0	1525.0
100505739	0.0	0.0
7629	2118.0	2578.0
161779	153.0	161.0
101929693	173.0	205.0
104533120	8.0	23.0
100422930	0.0	0.0
101927034	0.0	0.0
100422931	0.0	0.0
7644	1375.0	1944.0
106903081	36.0	42.0
7643	103.0	57.0
100422934	1.0	0.0
100422935	0.0	0.0
100422936	0.0	1.0
219681	6.0	12.0
100422938	0.0	0.0
100422939	0.0	0.0
670	754.0	1542.0
671	35.0	20.0
79971	10434.0	8585.0
100270963	5.0	4.0
672	237.0	283.0
79970	426.0	390.0
53342	98.0	192.0
100270964	17.0	25.0
673	1964.0	2439.0
79973	203.0	168.0
53340	491.0	448.0
675	50.0	61.0
53345	12.0	5.0
79974	2810.0	1727.0
53346	68.0	51.0
676	1.0	0.0
79977	10437.0	11346.0
53343	4479.0	8616.0
677	16639.0	15837.0
100270961	0.0	0.0
678	13557.0	10237.0
53344	819.0	826.0
100270962	0.0	0.0
53349	1868.0	1798.0
79979	1366.0	1656.0
92935	376.0	487.0
158131	0.0	0.0
7634	1.0	2.0
53347	21.0	23.0
7637	1325.0	1495.0
7639	285.0	391.0
7638	25.0	52.0
158135	253.0	222.0
100422940	0.0	0.0
219699	1244.0	1122.0
100422942	0.0	0.0
7652	3.0	2.0
100422943	7.0	32.0
100422944	0.0	1.0
100422945	1.0	0.0
101927049	0.0	0.0
100422947	0.0	0.0
100422948	0.0	0.0
100422949	0.0	0.0
105375192	0.0	0.0
680	0.0	0.0
79960	5373.0	5463.0
682	46412.0	49315.0
401914	2.0	1.0
683	67.0	46.0
53353	78.0	73.0
100270953	0.0	0.0
684	1571.0	1155.0
79962	145.0	1416.0
79961	1094.0	1075.0
685	367.0	444.0
401911	2.0	4.0
686	2257.0	2685.0
687	12854.0	8844.0
79963	86.0	84.0
688	2916.0	2744.0
79966	1778.0	2258.0
53354	159.0	67.0
100270950	2.0	3.0
689	20094.0	23376.0
100270951	0.0	0.0
79968	204.0	170.0
92922	1024.0	755.0
53358	46.0	42.0
79969	803.0	971.0
92960	764.0	639.0
100422950	0.0	0.0
100422951	0.0	0.0
5000	1733.0	1995.0
7661	1.0	0.0
100422952	0.0	0.0
5001	1948.0	2326.0
100422953	0.0	0.0
5002	1945.0	1498.0
100422954	0.0	0.0
5003	80.0	45.0
100422955	0.0	0.0
5004	137.0	50.0
100270938	0.0	0.0
100422957	0.0	1.0
100422959	0.0	0.0
146167	0.0	0.0
690	0.0	0.0
79991	718.0	871.0
653604	3.0	2.0
79990	2448.0	1881.0
100270937	0.0	0.0
79993	4814.0	6107.0
401903	0.0	0.0
694	15195.0	12847.0
641616	3.0	4.0
79992	1.0	0.0
695	84.0	54.0
100270943	1.0	0.0
696	4.0	3.0
699	43.0	61.0
79998	121.0	47.0
100505704	0.0	0.0
134187	3.0	4.0
100505702	16.0	17.0
641613	3.0	1.0
401904	48.0	69.0
641614	1.0	0.0
100422960	0.0	0.0
5010	1405.0	918.0
7673	106.0	151.0
100422962	0.0	0.0
100422963	0.0	0.0
7675	1317.0	1972.0
101927067	32.0	76.0
100422964	0.0	0.0
5013	61.0	194.0
100422965	17.0	22.0
100422966	0.0	0.0
5015	0.0	1.0
100422967	0.0	0.0
100422969	0.0	1.0
100270923	0.0	1.0
53371	1530.0	1425.0
146177	3.0	8.0
100270924	0.0	0.0
79980	665.0	462.0
100270925	0.0	0.0
100270926	19.0	18.0
79982	2313.0	2609.0
79981	8.0	0.0
79983	175.0	133.0
53373	2173.0	2159.0
80975	8.0	13.0
79986	1235.0	1690.0
100420308	0.0	0.0
100420307	16.0	13.0
79987	267.0	235.0
5005	832.0	239.0
79989	409.0	513.0
5007	5469.0	5424.0
100420303	0.0	0.0
5008	1.0	7.0
5009	3.0	1.0
100420300	21.0	10.0
92949	377.0	362.0
7682	0.0	0.0
100422850	0.0	1.0
5020	0.0	1.0
7681	1.0	0.0
100422851	0.0	0.0
5021	63.0	53.0
100422852	0.0	0.0
7683	3.0	1.0
100422853	0.0	0.0
5023	2917.0	721.0
100422854	0.0	0.0
5024	1.0	0.0
100422855	0.0	0.0
5025	2253.0	4457.0
101929651	0.0	1.0
100422856	0.0	0.0
5026	45.0	63.0
100422857	0.0	0.0
100422858	0.0	0.0
100422859	0.0	0.0
101929655	23.0	52.0
5016	284.0	317.0
5017	99.0	157.0
7678	133.0	222.0
5018	5346.0	5827.0
5019	3132.0	2926.0
5030	6.0	0.0
7693	1310.0	1283.0
100422861	0.0	0.0
7692	760.0	776.0
5031	15.0	31.0
100422862	0.0	0.0
7695	747.0	918.0
5032	346.0	398.0
100422863	0.0	0.0
5033	2007.0	3657.0
7694	461.0	517.0
100422864	0.0	1.0
5034	121818.0	182040.0
7697	307.0	467.0
101929664	0.0	1.0
7696	105.0	97.0
101929665	3.0	6.0
100422866	0.0	0.0
5036	6726.0	8363.0
7699	765.0	1053.0
101927003	2.0	4.0
100422867	0.0	0.0
5037	31740.0	42038.0
101929663	0.0	0.0
100422868	0.0	0.0
100422869	0.0	0.0
101929669	0.0	0.0
101927007	0.0	0.0
101927006	4.0	1.0
7691	516.0	546.0
7690	1309.0	1384.0
254013	416.0	446.0
100420207	2.0	1.0
5027	164.0	90.0
100420206	0.0	0.0
5028	2102.0	3484.0
5029	49.0	34.0
100420203	2.0	8.0
100420200	0.0	3.0
100422860	3.0	8.0
5042	38.0	36.0
100422873	0.0	0.0
100422874	0.0	0.0
5045	18681.0	19241.0
100422876	0.0	0.0
5046	398.0	949.0
5047	0.0	1.0
100292290	0.0	0.0
100422878	0.0	0.0
5048	6576.0	6060.0
100422879	0.0	0.0
101927015	0.0	0.0
101927017	0.0	1.0
105377880	0.0	1.0
256646	0.0	0.0
256643	783.0	1116.0
55902	2735.0	2177.0
55901	162.0	585.0
55900	1315.0	1561.0
55906	717.0	684.0
100420213	0.0	0.0
55905	4151.0	4721.0
55904	4889.0	4792.0
5052	12443.0	13687.0
100422883	0.0	0.0
55909	690.0	726.0
5053	95.0	89.0
100422884	0.0	0.0
5054	923.0	1326.0
55908	5.0	2.0
55907	3586.0	3950.0
5055	0.0	0.0
100422886	0.0	0.0
100422887	0.0	0.0
100422888	0.0	0.0
5058	2695.0	3004.0
101929684	0.0	0.0
100422889	1.0	0.0
101929685	0.0	0.0
101929688	4.0	0.0
5050	1298.0	2079.0
5051	2092.0	2472.0
5049	8186.0	7610.0
55911	199.0	180.0
55917	1728.0	1677.0
100420224	0.0	0.0
55916	592.0	807.0
100420223	0.0	0.0
101929690	1.0	0.0
100422880	0.0	0.0
55915	1789.0	2243.0
100422881	2.0	2.0
55914	6225.0	7115.0
5063	870.0	442.0
100422894	0.0	0.0
5064	2930.0	2008.0
100422895	0.0	0.0
100422896	0.0	0.0
5066	6793.0	6789.0
5067	822.0	1106.0
100422898	0.0	0.0
5068	0.0	0.0
100422899	0.0	0.0
5069	91.0	122.0
100419246	0.0	0.0
254050	56.0	21.0
5062	5760.0	5646.0
55920	5250.0	6163.0
254048	1634.0	2085.0
55924	785.0	441.0
55922	637.0	828.0
100422891	0.0	0.0
100422892	0.0	0.0
5074	4423.0	4730.0
5075	0.0	123.0
5076	3.0	14.0
5077	10.0	6.0
55929	2028.0	2411.0
5078	0.0	0.0
101929620	0.0	0.0
5079	6.0	50.0
101929624	0.0	0.0
254065	521.0	693.0
101929623	1.0	2.0
5071	316.0	281.0
5073	3447.0	3404.0
55930	3963.0	6369.0
55937	150.0	118.0
100420253	10.0	5.0
5087	7993.0	5726.0
5088	1.0	5.0
5089	3018.0	3386.0
5080	204.0	169.0
5081	0.0	0.0
101929639	94.0	63.0
5082	1260.0	1814.0
256691	534.0	446.0
5083	1011.0	1968.0
101929637	0.0	0.0
102725541	0.0	0.0
79913	442.0	546.0
79912	982.0	1164.0
79915	92.0	85.0
100420259	2.0	1.0
100420258	4.0	7.0
100420257	0.0	4.0
79917	650.0	859.0
79919	56.0	75.0
79918	846.0	1068.0
5096	2718.0	3844.0
5097	4410.0	6643.0
5098	1074.0	1066.0
5099	3711.0	1998.0
100420260	0.0	0.0
254042	427.0	495.0
5090	3604.0	3586.0
5091	3994.0	4391.0
5092	5625.0	7214.0
5093	10127.0	12349.0
5094	16848.0	19743.0
