id	f3cf307e-8d8d-4477-9531-ccd7a877e829	0eb37323-6070-4be3-9b1f-11b49a7ab6f2
79549	0.0	0.0
158586	1270.0	1224.0
158584	1045.0	940.0
158521	1.0	2.0
134553	4093.0	4638.0
79571	2092.0	2517.0
79570	213.0	2551.0
146540	1015.0	983.0
79573	380.0	747.0
79572	6039.0	4612.0
79575	1066.0	486.0
79574	3.0	1.0
79577	5380.0	4229.0
79576	1468.0	1208.0
158511	0.0	0.0
146542	772.0	638.0
79568	762.0	780.0
79567	4043.0	3524.0
146547	159.0	75.0
92565	167.0	61.0
79591	2886.0	1923.0
79590	2646.0	4008.0
146562	112.0	179.0
79595	2681.0	2500.0
79594	3361.0	2363.0
146556	383.0	32.0
100302652	10.0	2.0
79596	541.0	420.0
79598	683.0	785.0
92552	0.0	0.0
92558	630.0	1371.0
79582	1359.0	1378.0
79581	2100.0	2870.0
79583	1090.0	992.0
79586	9523.0	16299.0
100302640	110.0	37.0
79585	349.0	295.0
79587	2980.0	3715.0
79589	714.0	249.0
340895	214.0	7.0
102723346	0.0	0.0
100289137	34.0	207.0
100289133	4.0	6.0
340888	0.0	0.0
100289131	0.0	0.0
100170229	55.0	42.0
339894	4.0	2.0
339896	12.0	1.0
339897	0.0	0.0
100302666	4.0	2.0
100289124	0.0	0.0
102723332	0.0	6.0
100652796	0.0	0.0
339881	0.0	1.0
339883	22.0	29.0
102723320	15.0	0.0
339879	66.0	51.0
55502	183.0	183.0
100302692	125.0	141.0
55501	1441.0	1401.0
100302691	1.0	1.0
55500	4515.0	4877.0
55506	2235.0	3581.0
55505	2455.0	3048.0
55504	6608.0	784.0
55503	11878.0	11917.0
55509	21.0	25.0
55508	1930.0	1636.0
55507	37.0	69.0
9810	6426.0	4993.0
9811	2117.0	1505.0
102723318	0.0	1.0
100302689	0.0	0.0
102723314	0.0	0.0
100289102	1.0	2.0
55512	801.0	2469.0
55511	0.0	2.0
55510	135.0	390.0
9804	17519.0	20058.0
55515	0.0	1.0
9801	2278.0	2303.0
9802	19804.0	16927.0
9807	3733.0	3545.0
9808	1.0	276.0
9805	7859.0	3264.0
9806	730.0	670.0
9821	4648.0	4656.0
9820	4582.0	5534.0
55520	794.0	689.0
55521	1348.0	3084.0
9814	1094.0	935.0
9815	1372.0	890.0
55527	283.0	159.0
9812	3862.0	5346.0
55526	6157.0	7111.0
9813	11222.0	10601.0
9818	3043.0	4217.0
9819	1706.0	1781.0
9816	553.0	1069.0
9817	5900.0	6007.0
55529	959.0	591.0
9832	45.0	6.0
9833	29.0	119.0
9830	2944.0	4101.0
9831	2347.0	1961.0
339855	213.0	14.0
55531	21.0	3.0
339845	0.0	0.0
55530	6.0	0.0
202	18989.0	16666.0
203	200.0	284.0
55534	2697.0	4321.0
204	4999.0	6008.0
171568	3599.0	3801.0
205	6994.0	6686.0
55532	13.0	12.0
9825	1825.0	1967.0
55539	0.0	1.0
206	19.0	25.0
9826	4005.0	3741.0
207	13617.0	11133.0
208	9054.0	8697.0
9823	3921.0	736.0
55536	1821.0	757.0
9824	145.0	186.0
9829	316.0	347.0
100652759	0.0	0.0
9827	2942.0	2967.0
9828	5433.0	2243.0
171560	1.0	3.0
9840	49.0	40.0
9843	1877.0	310.0
9844	463.0	340.0
9841	1201.0	1353.0
9842	1999.0	1190.0
100652781	3.0	3.0
339843	1.0	1.0
339834	19.0	4.0
210	6544.0	2051.0
211	3016.0	2556.0
55540	605.0	1031.0
212	6.0	2.0
213	27.0	21.0
79513	0.0	0.0
214	9639.0	10551.0
55545	1.0	13.0
79512	0.0	0.0
215	1328.0	669.0
55544	2725.0	722.0
79515	0.0	0.0
216	1483.0	14516.0
79514	0.0	0.0
217	11311.0	2903.0
9836	1062.0	1234.0
9837	213.0	152.0
218	179.0	10.0
219	4183.0	3046.0
9834	1.0	6.0
79518	0.0	0.0
254428	5650.0	1511.0
254427	1797.0	464.0
9839	2069.0	660.0
9851	1262.0	1127.0
9854	745.0	1152.0
9855	1882.0	2292.0
9852	4661.0	5960.0
9853	2882.0	749.0
352905	0.0	0.0
100652770	17.0	12.0
55553	167.0	45.0
220	19070.0	37293.0
221	441.0	135.0
55552	366.0	324.0
222	408.0	1634.0
223	15356.0	11359.0
171586	966.0	1389.0
340811	0.0	0.0
224	16647.0	5989.0
100652772	1105.0	769.0
55556	2776.0	4232.0
225	47.0	17.0
79501	0.0	0.0
339829	109.0	149.0
226	47999.0	39613.0
79504	0.0	0.0
55554	61.0	336.0
9847	2518.0	2826.0
228	0.0	1.0
229	4.0	4.0
9848	801.0	553.0
55559	78.0	91.0
79508	0.0	0.0
9846	879.0	609.0
55558	4420.0	4374.0
352909	13.0	61.0
254439	0.0	0.0
9849	2021.0	2361.0
9861	2869.0	4079.0
9862	5172.0	3804.0
7200	0.0	3.0
9860	2423.0	1522.0
9865	774.0	139.0
9866	461.0	760.0
7201	0.0	0.0
7204	5501.0	4776.0
9863	2711.0	746.0
7203	12940.0	20945.0
101927477	6.0	2.0
339942	126.0	205.0
230	1876.0	677.0
231	2237.0	474.0
100133330	0.0	0.0
100289099	0.0	0.0
100289095	0.0	5.0
236	0.0	0.0
238	6.0	9.0
239	55.0	73.0
9858	2584.0	2493.0
9859	1083.0	990.0
100289092	12.0	28.0
9856	154.0	82.0
9857	3586.0	3178.0
100652846	9.0	14.0
9873	1737.0	793.0
9870	2923.0	3927.0
9871	4083.0	8115.0
9877	8743.0	10067.0
9874	5146.0	7826.0
101927487	0.0	0.0
9875	5217.0	4179.0
101927489	3.0	1.0
240	858.0	953.0
241	258.0	89.0
242	119.0	60.0
100652831	1.0	3.0
243	1.0	0.0
100289087	0.0	0.0
245	251.0	21.0
246	5.0	249.0
339926	0.0	0.0
247	36254.0	9318.0
248	0.0	0.0
249	366.0	289.0
339929	516.0	254.0
9869	2293.0	2129.0
7205	3507.0	820.0
9867	17806.0	12554.0
9868	5933.0	5859.0
7220	506.0	189.0
9883	2633.0	3365.0
9884	74.0	145.0
7222	29.0	2.0
9881	2418.0	1194.0
9882	6889.0	4390.0
7221	3.0	2.0
7224	0.0	1.0
9887	6708.0	6435.0
7223	449.0	140.0
9885	4354.0	3750.0
7226	195.0	333.0
101927498	16.0	16.0
9886	751.0	340.0
7225	321.0	56.0
250	4.0	2.0
9880	828.0	1056.0
251	1.0	0.0
340900	0.0	0.0
100652865	20.0	19.0
257	0.0	0.0
258	0.0	1.0
259	23.0	14.0
7216	1034.0	121.0
9878	5695.0	4949.0
9879	4435.0	4424.0
9894	2098.0	2740.0
9895	3167.0	1749.0
9892	951.0	1091.0
9898	9320.0	9452.0
9899	1472.0	152.0
9896	1412.0	1348.0
9897	3466.0	3181.0
100422407	0.0	0.0
9890	24.0	39.0
9891	1616.0	395.0
262	23411.0	66309.0
263	0.0	3.0
100652853	126.0	134.0
265	1.0	2.0
266	10.0	5.0
267	9670.0	6701.0
100652856	0.0	0.0
268	9.0	21.0
269	1.0	31.0
339906	4.0	2.0
7227	2967.0	877.0
9889	1336.0	2020.0
100652857	0.0	0.0
100422411	3.0	0.0
7248	2716.0	2208.0
7247	4722.0	3975.0
101927433	0.0	0.0
270	0.0	1.0
271	2263.0	2407.0
100289059	1.0	2.0
272	1130.0	3726.0
273	84.0	40.0
274	4941.0	2845.0
275	2080.0	418.0
276	0.0	0.0
277	0.0	0.0
278	0.0	0.0
100652801	0.0	0.0
279	0.0	0.0
100289051	0.0	0.0
7253	2.0	13.0
7252	5.0	1.0
7257	2577.0	3024.0
7259	16972.0	12579.0
7258	0.0	0.0
280	114.0	84.0
281	0.0	0.0
101927449	0.0	2.0
283	2553.0	1229.0
7251	3893.0	4628.0
284	2603.0	281.0
285	177.0	209.0
286	194.0	67.0
287	910.0	176.0
288	5103.0	13393.0
102723378	1.0	0.0
7249	6786.0	6558.0
7264	4223.0	4718.0
7263	2484.0	2797.0
7266	3536.0	3978.0
7265	2507.0	2445.0
7268	182.0	171.0
7267	23300.0	26287.0
100422437	0.0	0.0
290	41082.0	3983.0
101927455	0.0	0.0
291	5192.0	3276.0
292	7979.0	12568.0
101927457	0.0	0.0
7260	1303.0	1488.0
293	28506.0	69631.0
352852	0.0	2.0
101927459	0.0	0.0
7262	1321.0	624.0
100289034	7.0	12.0
100652824	3.0	1.0
100422431	0.0	0.0
7275	1575.0	1564.0
7274	8.0	8.0
7277	3610.0	705.0
100422445	1.0	1.0
7276	80.0	23.0
7278	5.0	7.0
101927465	0.0	0.0
376818	0.0	0.0
100289028	0.0	0.0
7270	1179.0	1067.0
100289027	0.0	0.0
7273	351.0	462.0
7272	124.0	147.0
102723356	0.0	0.0
7286	1506.0	1557.0
376844	0.0	0.0
100529257	19.0	46.0
7288	7.0	5.0
7287	75.0	12.0
7289	1518.0	1371.0
134510	1502.0	1437.0
79490	0.0	0.0
7280	1663.0	2512.0
79492	0.0	0.0
79491	0.0	0.0
100529251	9.0	6.0
79494	0.0	0.0
7284	11186.0	11488.0
7283	2145.0	2419.0
79498	0.0	0.0
122525	360.0	315.0
79499	0.0	0.0
100422450	0.0	0.0
100422452	0.0	0.0
7297	2986.0	3672.0
7296	5170.0	6020.0
7299	0.0	0.0
134526	12.0	1.0
7298	495.0	378.0
100422469	0.0	0.0
7291	21.0	687.0
100529261	4.0	0.0
7290	760.0	999.0
100529262	0.0	0.0
7293	39.0	30.0
79483	0.0	0.0
7292	436.0	599.0
100529264	2.0	0.0
79482	0.0	0.0
7295	4696.0	7777.0
352887	96.0	118.0
7294	19.0	39.0
79488	0.0	0.0
388818	0.0	2.0
100292680	19.0	7.0
388815	633.0	144.0
158506	0.0	0.0
100529239	2.0	1.0
92483	0.0	5.0
352896	8.0	5.0
92482	794.0	750.0
122509	292.0	591.0
388849	8.0	22.0
134548	318.0	104.0
101927423	30.0	43.0
101927422	0.0	2.0
100529240	4.0	1.0
134549	2768.0	10336.0
100529241	1.0	0.0
388830	2.0	1.0
408050	282.0	425.0
100422486	9.0	13.0
100529215	41.0	111.0
100529211	24.0	34.0
100422496	0.0	1.0
122553	1896.0	1722.0
100133307	0.0	0.0
100133308	0.0	0.0
100133309	4.0	3.0
100133310	0.0	0.0
100133311	47.0	27.0
388886	3209.0	4575.0
100133314	0.0	0.0
134505	2.0	5.0
100133321	1.0	3.0
100529209	19.0	8.0
65003	1681.0	1213.0
65005	2277.0	2265.0
65008	839.0	1044.0
171419	0.0	1.0
65009	472.0	131.0
55681	4454.0	3896.0
55680	1310.0	1220.0
79650	2178.0	1356.0
79652	391.0	1397.0
79651	726.0	323.0
146456	21.0	31.0
55684	9339.0	8126.0
55683	5413.0	3606.0
79654	2360.0	2076.0
79656	379.0	50.0
55689	2941.0	2901.0
171416	0.0	0.0
79658	2563.0	712.0
55687	800.0	1246.0
79657	1629.0	1620.0
55686	292.0	146.0
374395	3764.0	3455.0
79659	2950.0	2201.0
374393	118.0	203.0
65010	736.0	2128.0
374378	1250.0	3181.0
65012	8.0	14.0
92610	1414.0	1210.0
122481	148.0	157.0
65018	3213.0	1745.0
55692	982.0	1831.0
55691	2317.0	2226.0
55690	9904.0	10408.0
79641	3937.0	2273.0
55696	2917.0	2614.0
55695	1416.0	1385.0
79640	1786.0	1383.0
79643	1762.0	1232.0
79642	1072.0	306.0
55693	120.0	95.0
79645	366.0	41.0
55699	7010.0	8850.0
79644	1029.0	1435.0
55698	83.0	79.0
79647	3971.0	4879.0
55697	3107.0	2317.0
79646	6080.0	5638.0
79649	437.0	326.0
374383	94.0	151.0
79648	1563.0	954.0
92609	3263.0	3349.0
134490	0.0	0.0
134492	1804.0	2199.0
100302738	0.0	0.0
100302737	0.0	1.0
100302736	18.0	33.0
146481	0.0	0.0
79670	5291.0	8714.0
79672	3490.0	2407.0
79671	2359.0	2181.0
79674	100.0	31.0
79673	1472.0	1136.0
79676	135.0	163.0
79675	472.0	776.0
79677	1292.0	1009.0
79679	311.0	27.0
158471	13687.0	18689.0
349391	0.0	0.0
79661	537.0	1404.0
79660	6622.0	2228.0
79663	328.0	418.0
171424	3.0	8.0
171423	271.0	560.0
79665	3566.0	3126.0
171422	0.0	0.0
79664	3341.0	3669.0
171421	0.0	0.0
79667	362.0	289.0
79666	1494.0	856.0
171427	18.0	38.0
79669	164.0	169.0
171425	406.0	397.0
79668	2457.0	2860.0
171420	0.0	0.0
158401	22.0	21.0
92667	1021.0	947.0
158405	512.0	1086.0
349386	0.0	0.0
79690	499.0	97.0
79692	771.0	647.0
79691	1483.0	1688.0
79694	1289.0	1632.0
79693	730.0	2048.0
79696	101.0	121.0
100302751	4.0	7.0
79695	773.0	483.0
79698	105.0	19.0
205564	1887.0	1147.0
79697	603.0	548.0
79699	4567.0	2771.0
92659	161.0	128.0
65055	704.0	815.0
65057	1116.0	1062.0
65056	6355.0	5902.0
65059	371.0	423.0
349372	0.0	0.0
100302743	0.0	5.0
79680	3055.0	2846.0
79683	3010.0	616.0
100302742	1.0	0.0
79682	163.0	231.0
100302741	0.0	0.0
79685	4192.0	3479.0
79684	381.0	517.0
100216001	1.0	0.0
79689	17348.0	100624.0
146429	49.0	714.0
65065	1213.0	1120.0
92689	5553.0	4255.0
90025	134.0	215.0
158427	1013.0	985.0
408263	0.0	2.0
92682	64.0	82.0
146434	338.0	610.0
146433	245.0	93.0
146439	1317.0	1182.0
90019	30.0	8.0
65062	2703.0	845.0
158431	375.0	432.0
65061	23.0	14.0
90011	2.0	1.0
92675	1624.0	2065.0
65078	385.0	157.0
134466	174.0	30.0
90007	4501.0	5775.0
65072	12.0	21.0
100289019	166.0	278.0
100289017	0.0	1.0
100133172	56.0	18.0
55601	1814.0	1523.0
55600	8.0	26.0
55605	4414.0	5194.0
55604	1542.0	1427.0
55603	1482.0	3464.0
55602	1979.0	1591.0
55609	312.0	324.0
55608	2927.0	5804.0
55607	1120.0	2960.0
254528	0.0	0.0
349334	1.0	0.0
9910	2008.0	1689.0
100133180	1.0	1.0
641924	0.0	1.0
9908	18791.0	22730.0
9909	1342.0	1985.0
55612	2391.0	695.0
55611	6458.0	5712.0
55610	1556.0	1264.0
254531	860.0	466.0
9902	6347.0	1362.0
55616	4461.0	3280.0
171482	0.0	0.0
9903	4681.0	2156.0
55615	940.0	1026.0
55614	1948.0	3439.0
9900	677.0	103.0
55613	117.0	20.0
340990	0.0	0.0
9901	2437.0	1860.0
9906	212.0	283.0
55619	407.0	192.0
9907	2165.0	1592.0
9904	1941.0	1705.0
171484	0.0	1.0
55617	727.0	660.0
9905	4008.0	5064.0
641922	0.0	0.0
171483	17.0	3.0
9920	5112.0	1709.0
9921	14236.0	14322.0
100133190	422.0	148.0
102723449	0.0	0.0
100133193	0.0	0.0
9919	15141.0	28108.0
55623	9238.0	8137.0
55622	1415.0	1443.0
55621	1278.0	2112.0
55620	5643.0	4129.0
9913	2039.0	1985.0
55627	2005.0	2062.0
340980	0.0	0.0
9914	3215.0	1718.0
55626	3390.0	2506.0
9911	101.0	32.0
55625	4303.0	2740.0
9912	1206.0	871.0
55624	8374.0	7446.0
9917	5581.0	4947.0
9918	2969.0	2861.0
9915	2015.0	2291.0
55629	5342.0	5152.0
55628	1726.0	1188.0
9931	4425.0	3948.0
55630	529.0	475.0
301	25360.0	4122.0
55634	663.0	617.0
55633	1436.0	1812.0
302	17043.0	3165.0
55632	1271.0	1221.0
303	11.0	6.0
55631	935.0	1120.0
304	203.0	45.0
9924	1598.0	2238.0
55638	1343.0	1006.0
305	0.0	0.0
306	6591.0	6931.0
9925	1478.0	1209.0
340970	0.0	0.0
9922	6672.0	6470.0
55636	1751.0	1602.0
307	6236.0	3322.0
55635	104.0	116.0
308	17132.0	29820.0
9923	2849.0	2200.0
9928	24.0	57.0
309	14245.0	3354.0
9929	2997.0	3623.0
9926	4097.0	5498.0
9927	10138.0	6501.0
9942	374.0	578.0
9943	3883.0	3603.0
266553	1.0	3.0
101927396	0.0	0.0
9940	87.0	39.0
101927399	0.0	0.0
9941	484.0	522.0
339983	445.0	185.0
102723423	0.0	0.0
102723426	5.0	9.0
339977	29.0	5.0
55640	157.0	182.0
310	9260.0	9850.0
311	23765.0	16719.0
312	4.0	0.0
79612	1165.0	571.0
55644	1067.0	1371.0
79611	2016.0	213.0
313	246.0	147.0
314	51.0	64.0
55643	8870.0	8055.0
79613	1316.0	847.0
494197	0.0	0.0
79616	282.0	45.0
316	1705.0	271.0
9935	1765.0	566.0
317	1180.0	1007.0
9936	1061.0	2212.0
9933	1186.0	1889.0
55647	1119.0	1125.0
79618	671.0	620.0
318	1851.0	1770.0
55646	497.0	942.0
9934	16.0	15.0
319	79.0	1127.0
9939	6129.0	6004.0
9937	1440.0	1563.0
9938	486.0	113.0
9950	5280.0	6444.0
9953	337.0	133.0
9951	159.0	276.0
339970	5.0	2.0
339976	0.0	0.0
55652	1964.0	1640.0
320	623.0	1007.0
55651	2294.0	3050.0
339967	1.0	0.0
321	220.0	1178.0
55650	1993.0	2227.0
322	3682.0	1379.0
323	2235.0	1548.0
55656	1651.0	1976.0
55655	1399.0	3007.0
324	3356.0	2392.0
79600	2502.0	3092.0
494188	2.0	0.0
79603	7871.0	7621.0
325	0.0	0.0
55654	7017.0	5037.0
79602	6107.0	5004.0
55653	705.0	288.0
326	0.0	0.0
327	7900.0	9611.0
79605	389.0	266.0
9946	1163.0	1036.0
55659	478.0	367.0
328	6146.0	10629.0
9947	0.0	0.0
55658	1786.0	1838.0
329	3310.0	3581.0
79607	650.0	926.0
9945	330.0	149.0
55657	1137.0	2140.0
79609	379.0	349.0
79608	1241.0	1054.0
9948	20197.0	11260.0
9949	729.0	1310.0
9960	2684.0	3067.0
9961	5929.0	2753.0
7301	712.0	1060.0
651302	15.0	19.0
7300	0.0	0.0
9965	0.0	0.0
9962	3717.0	3296.0
9963	1771.0	950.0
7302	1.0	7.0
339965	73.0	34.0
330	1166.0	902.0
55663	1140.0	1064.0
79630	270.0	151.0
331	6016.0	7064.0
55662	3974.0	3189.0
332	79.0	213.0
79632	358.0	209.0
55661	3605.0	3859.0
333	257.0	430.0
79631	1719.0	2491.0
55660	6502.0	6199.0
334	88886.0	91358.0
55667	5623.0	5342.0
79634	1976.0	1984.0
335	6.0	1.0
55666	5258.0	5335.0
79633	1414.0	331.0
55665	3849.0	3145.0
336	0.0	1.0
55664	1818.0	1517.0
337	0.0	0.0
79635	393.0	323.0
340947	8.0	17.0
9957	254.0	158.0
338	90.0	1.0
339	0.0	0.0
79637	1748.0	775.0
9958	1918.0	1909.0
9955	177.0	20.0
55669	3643.0	5297.0
55668	3498.0	2864.0
9956	60.0	90.0
79639	867.0	543.0
641977	513.0	543.0
9971	14.0	2.0
9972	3749.0	3420.0
7310	5.0	6.0
9970	25.0	18.0
100422600	0.0	0.0
9975	4277.0	3473.0
9976	128.0	91.0
7311	20729.0	23217.0
100422602	0.0	0.0
7314	32904.0	28257.0
9973	2609.0	2335.0
100422603	19.0	26.0
100422605	0.0	2.0
100422608	0.0	0.0
55670	3635.0	3672.0
341	203.0	518.0
342	0.0	0.0
343	2.0	2.0
79621	1360.0	618.0
55672	1311.0	600.0
55671	4893.0	4532.0
344	10.0	9.0
345	0.0	0.0
79623	301.0	110.0
254552	517.0	2064.0
79622	2459.0	1653.0
55677	3489.0	3799.0
346	0.0	1.0
55676	2301.0	2240.0
79625	760.0	142.0
347	1626.0	6644.0
348	1274.0	2187.0
79624	1197.0	925.0
7305	471.0	391.0
79627	2455.0	1684.0
9968	5402.0	4174.0
9969	5766.0	5144.0
79626	54.0	37.0
79629	2116.0	2015.0
7307	25.0	37.0
9966	1258.0	427.0
9967	17265.0	18965.0
55679	6054.0	1195.0
7306	1.0	49.0
79628	90.0	54.0
254559	117.0	21.0
9982	36.0	2.0
7321	1105.0	943.0
9980	7063.0	11569.0
7320	3010.0	3411.0
101927350	0.0	0.0
7323	13312.0	13650.0
9986	1073.0	1092.0
7322	4062.0	3714.0
9987	9666.0	11028.0
101927352	5.0	1.0
9984	875.0	1504.0
7325	2011.0	2430.0
9985	491.0	183.0
7324	3601.0	4248.0
350	0.0	0.0
351	57757.0	79333.0
353	6051.0	8532.0
100133210	0.0	0.0
354	1288038.0	1550041.0
355	754.0	1069.0
100133212	0.0	0.0
356	17.0	7.0
357	4125.0	2667.0
358	2612.0	3529.0
359	12.0	1.0
7316	29532.0	25371.0
7315	14.0	9.0
7318	2927.0	1150.0
9978	2445.0	2504.0
7317	26502.0	25158.0
7319	2742.0	2509.0
9993	16068.0	13923.0
101927360	1.0	0.0
9994	1509.0	1190.0
9991	5236.0	4715.0
7332	7507.0	5596.0
9992	12.0	9.0
9997	467.0	585.0
7334	5932.0	7420.0
101927364	0.0	0.0
7333	12.0	10.0
7336	3405.0	2876.0
9995	0.0	2.0
100422505	0.0	1.0
7335	366.0	487.0
494150	10.0	10.0
9990	1331.0	1091.0
360	15318.0	3928.0
361	83.0	9.0
362	169.0	13.0
363	6.0	11.0
100133220	0.0	1.0
364	13.0	14.0
366	29.0	13.0
367	14857.0	12303.0
368	1312.0	303.0
369	9004.0	5631.0
494143	217.0	111.0
7327	4443.0	4657.0
7326	4439.0	5815.0
7329	5482.0	4953.0
9988	1787.0	2337.0
9989	3423.0	4055.0
7328	10452.0	9390.0
7341	6037.0	5705.0
7343	12129.0	9699.0
7342	5027.0	4221.0
7345	464.0	132.0
100422514	0.0	0.0
7347	389.0	310.0
100422517	1.0	1.0
372	17761.0	18019.0
373	1473.0	1096.0
374	18.0	56.0
375	39473.0	44611.0
377	14712.0	13623.0
100133234	0.0	0.0
378	12458.0	20011.0
379	622.0	85.0
100652740	3.0	0.0
7337	6255.0	5564.0
7339	0.0	0.0
100652748	301.0	405.0
101927380	8.0	7.0
100652749	0.0	0.0
7352	29.0	52.0
7351	1470.0	699.0
101927381	0.0	0.0
7353	2915.0	4287.0
100422523	1.0	1.0
7356	1831.0	116.0
7355	2831.0	2909.0
7358	5986.0	10470.0
7357	2301.0	2772.0
100422527	0.0	0.0
380	0.0	2.0
381	7673.0	7398.0
382	11731.0	16850.0
7350	3.0	3.0
383	13.0	12.0
384	18569.0	7421.0
387	25200.0	19084.0
388	19712.0	9952.0
389	16045.0	9754.0
100652730	0.0	3.0
7349	34.0	82.0
7348	3.0	2.0
100652736	23.0	64.0
100652739	5.0	8.0
101927390	0.0	0.0
7363	9.0	61.0
100422531	0.0	0.0
100422532	30.0	24.0
352954	950.0	585.0
7365	0.0	0.0
100422533	1.0	2.0
352957	1.0	3.0
7364	0.0	0.0
7367	4.0	2.0
100422535	0.0	0.0
7366	8.0	9.0
100422536	4.0	0.0
7369	26.0	6.0
7368	53.0	44.0
390	3405.0	440.0
391	2112.0	1540.0
392	15019.0	9200.0
393	426.0	378.0
394	8275.0	5896.0
100133251	0.0	0.0
395	7235.0	8094.0
7360	5015.0	3476.0
396	14396.0	17317.0
397	2199.0	4995.0
494115	2257.0	2194.0
398	12.0	189.0
399	194.0	235.0
100133259	0.0	1.0
388906	26.0	79.0
388907	61.0	74.0
494119	0.0	0.0
494118	0.0	0.0
7374	2080.0	2096.0
352966	12.0	6.0
7373	2757.0	1040.0
352965	14.0	1.0
7376	5919.0	4678.0
7375	3975.0	3356.0
352967	0.0	0.0
100422545	1.0	0.0
7378	230.0	257.0
101927320	0.0	0.0
100422546	0.0	1.0
101929983	0.0	0.0
100422547	0.0	0.0
7379	11.0	10.0
101927324	0.0	36.0
101927323	7.0	13.0
352962	29.0	6.0
101927327	0.0	0.0
7372	1417.0	2047.0
352964	4.0	8.0
100133262	0.0	0.0
7371	981.0	3365.0
352963	0.0	0.0
100133265	1.0	1.0
100133268	0.0	0.0
105377532	0.0	0.0
102723495	0.0	0.0
100422540	0.0	1.0
7385	8029.0	8802.0
7384	8991.0	8997.0
7386	2533.0	3346.0
7389	3103.0	2267.0
376940	1714.0	1161.0
7388	4674.0	5818.0
100422558	3.0	3.0
101927332	0.0	1.0
7381	7764.0	8331.0
102723489	159.0	130.0
7380	3335.0	417.0
102723487	0.0	0.0
102723483	3.0	5.0
100422550	0.0	0.0
388925	1.0	0.0
7398	3186.0	2875.0
7399	7.0	15.0
7390	1889.0	2272.0
101927347	2.0	1.0
7392	5924.0	6768.0
7391	1971.0	1401.0
100133285	0.0	0.0
102723475	0.0	0.0
388910	0.0	0.0
102723472	0.0	0.0
352999	13.0	9.0
352990	8.0	8.0
374308	4.0	0.0
122402	76.0	40.0
122409	0.0	0.0
388948	3.0	5.0
388946	0.0	1.0
100422588	0.0	0.0
100422589	0.0	0.0
92579	5422.0	5574.0
388931	11.0	13.0
388939	6.0	0.0
100422581	3.0	7.0
100422582	0.0	1.0
100422598	1.0	0.0
408187	0.0	0.0
388965	0.0	1.0
388962	635.0	774.0
388963	535.0	520.0
388960	0.0	0.0
100422591	1.0	1.0
100422595	0.0	0.0
388969	2896.0	2639.0
92597	3733.0	3872.0
92595	676.0	829.0
134429	1844.0	1130.0
92591	125.0	68.0
388951	0.0	0.0
134430	2705.0	2468.0
100147811	4.0	2.0
100147812	0.0	0.0
100147813	0.0	0.0
100147814	0.0	0.0
101362076	34.0	38.0
100147815	0.0	1.0
100147816	0.0	0.0
100147817	0.0	0.0
100147821	0.0	0.0
100147822	0.0	0.0
100147824	0.0	0.0
100147825	0.0	0.0
350383	0.0	1.0
100147827	1.0	3.0
100147828	0.0	1.0
100147830	0.0	1.0
100147832	0.0	0.0
100147833	0.0	0.0
103724390	3.0	1.0
100147834	0.0	0.0
100147835	5.0	3.0
100147836	5.0	8.0
100147837	0.0	0.0
100505385	113.0	24.0
100505383	0.0	1.0
374354	4971.0	5874.0
374355	0.0	0.0
103724389	1.0	0.0
103724388	2.0	5.0
103724387	21.0	1.0
103724386	1.0	1.0
100133203	0.0	0.0
100133204	19.0	109.0
100133205	65.0	114.0
100133206	0.0	0.0
122416	1570.0	1051.0
65121	0.0	0.0
677837	1.0	7.0
677838	0.0	0.0
65123	3335.0	3798.0
677835	0.0	0.0
65122	0.0	0.0
677836	0.0	2.0
65125	14201.0	10549.0
677833	2.0	0.0
102723508	44.0	38.0
92745	171.0	66.0
65124	2123.0	1048.0
677834	4.0	4.0
100505566	174.0	74.0
677831	0.0	0.0
677832	3.0	4.0
100505567	1.0	1.0
80759	165.0	80.0
80758	63.0	178.0
80757	233.0	110.0
144165	367.0	95.0
100505561	0.0	0.0
677839	0.0	6.0
79770	6030.0	7560.0
80762	14959.0	12916.0
79772	102.0	248.0
80761	80.0	16.0
80760	5048.0	955.0
388667	0.0	0.0
79774	1286.0	932.0
79777	1244.0	958.0
79776	177.0	369.0
80765	280.0	140.0
80764	2563.0	1866.0
80763	4.0	4.0
79778	1351.0	1854.0
92737	1155.0	110.0
677840	0.0	0.0
92736	0.0	0.0
158798	1.0	0.0
677848	0.0	0.0
677849	0.0	3.0
677846	0.0	0.0
677847	0.0	0.0
100505557	0.0	1.0
677844	0.0	0.0
677845	0.0	0.0
677842	0.0	0.0
677843	3.0	1.0
388662	21.0	216.0
80746	530.0	686.0
80745	728.0	689.0
653857	328.0	386.0
79760	533.0	525.0
79762	10196.0	7119.0
79763	2641.0	3064.0
80755	194.0	351.0
79768	1051.0	1363.0
79767	2681.0	3559.0
677850	0.0	0.0
677815	1.0	2.0
677816	0.0	0.0
677813	0.0	0.0
677814	1.0	9.0
677811	0.0	0.0
90102	3447.0	4021.0
677812	0.0	0.0
677810	2.0	20.0
388695	576.0	430.0
80778	431.0	166.0
79791	2761.0	1493.0
677819	0.0	0.0
100505583	0.0	0.0
677817	0.0	0.0
79792	3791.0	3147.0
677818	0.0	0.0
79794	1342.0	1457.0
79797	1061.0	911.0
79796	825.0	732.0
80781	9383.0	2880.0
79799	0.0	0.0
79798	1216.0	1483.0
388685	331.0	388.0
119180	0.0	1.0
677826	1.0	4.0
219833	325.0	44.0
