id	5eb01b59-7181-491d-9c1e-9903473ad91e	725ae5e0-0325-4f5e-ba91-7694ac1166bb
7690	1814.0	1789.0
254013	440.0	509.0
100420207	0.0	1.0
5027	168.0	233.0
100420206	0.0	0.0
5028	2478.0	1840.0
5029	318.0	67.0
100420203	9.0	3.0
100420200	0.0	0.0
100422860	21.0	6.0
5042	28.0	46.0
100422873	1.0	1.0
100422874	0.0	0.0
5045	21993.0	6205.0
100422876	0.0	0.0
5046	213.0	786.0
5047	9.0	1.0
100292290	3.0	1.0
100422878	0.0	0.0
5048	6951.0	6540.0
100422879	0.0	0.0
101927015	1.0	2.0
101927017	13.0	0.0
105377880	0.0	0.0
256646	15.0	0.0
256643	1019.0	1169.0
55902	2572.0	2784.0
55901	96.0	267.0
55900	2183.0	1853.0
55906	649.0	979.0
100420213	0.0	0.0
55905	5295.0	4615.0
55904	5489.0	4778.0
5052	13724.0	15188.0
100422883	0.0	0.0
55909	1248.0	620.0
5053	47.0	2.0
100422884	0.0	0.0
5054	262.0	795.0
55908	20.0	4.0
55907	3018.0	3518.0
5055	13.0	22.0
100422886	0.0	0.0
100422887	0.0	0.0
100422888	0.0	0.0
5058	4682.0	3253.0
101929684	0.0	0.0
100422889	0.0	0.0
101929685	1.0	0.0
101929688	4.0	0.0
5050	1844.0	2318.0
5051	2050.0	2235.0
5049	8369.0	5595.0
55911	393.0	555.0
55917	1750.0	2404.0
100420224	0.0	0.0
55916	757.0	816.0
100420223	0.0	0.0
101929690	4.0	0.0
100422880	0.0	0.0
55915	2221.0	2556.0
100422881	1.0	0.0
55914	5526.0	7470.0
5063	300.0	370.0
100422894	2.0	0.0
5064	1800.0	3983.0
100422895	0.0	0.0
100422896	0.0	0.0
5066	8673.0	7455.0
5067	849.0	1280.0
100422898	0.0	0.0
5068	0.0	0.0
100422899	0.0	0.0
5069	65.0	284.0
100419246	0.0	0.0
254050	74.0	50.0
5062	5655.0	7298.0
55920	7037.0	9350.0
254048	2225.0	1850.0
55924	825.0	604.0
55922	953.0	896.0
100422891	0.0	0.0
100422892	0.0	1.0
5074	5208.0	5884.0
5075	3.0	38.0
5076	5.0	47.0
5077	8.0	7.0
55929	3356.0	2388.0
5078	5.0	0.0
101929620	0.0	0.0
5079	9.0	145.0
101929624	0.0	2.0
254065	893.0	787.0
101929623	7.0	10.0
5071	188.0	321.0
5073	4066.0	3874.0
55930	5024.0	4316.0
55937	574.0	609.0
100420253	23.0	5.0
5087	11218.0	9046.0
5088	12.0	0.0
5089	4405.0	3681.0
5080	209.0	252.0
5081	0.0	1.0
101929639	79.0	77.0
5082	1938.0	1854.0
256691	374.0	778.0
5083	1352.0	827.0
101929637	1.0	0.0
102725541	1.0	0.0
79913	744.0	487.0
79912	877.0	886.0
79915	198.0	151.0
100420259	2.0	8.0
100420258	6.0	4.0
100420257	1.0	0.0
79917	1019.0	899.0
79919	193.0	380.0
79918	1381.0	1241.0
5096	2087.0	3297.0
5097	4687.0	3249.0
5098	585.0	1374.0
5099	2834.0	1927.0
100420260	1.0	0.0
254042	639.0	597.0
5090	4108.0	4666.0
5091	2925.0	1643.0
5092	6559.0	10075.0
5093	11514.0	11622.0
5094	22707.0	23067.0
5095	3898.0	2939.0
100270899	0.0	1.0
100270895	1.0	2.0
79902	2452.0	1405.0
55957	253.0	159.0
79901	6860.0	10754.0
100270891	0.0	0.0
55954	1276.0	1200.0
79903	2605.0	3531.0
100420269	1.0	0.0
79906	782.0	433.0
79905	989.0	236.0
79908	1.0	1.0
55959	1480.0	4152.0
55958	3537.0	3659.0
112724	1180.0	1140.0
100420275	1.0	1.0
90288	475.0	340.0
28338	0.0	0.0
28339	0.0	0.0
254099	28.0	6.0
28337	0.0	0.0
106736475	0.0	0.0
653590	0.0	0.0
28334	0.0	0.0
28335	0.0	0.0
100420281	0.0	0.0
28349	0.0	0.0
28347	0.0	0.0
653579	13.0	0.0
28348	0.0	0.0
90271	3022.0	1827.0
90273	25.0	29.0
112714	19.0	16.0
28341	0.0	0.0
28342	1.0	0.0
28340	0.0	0.0
653583	2380.0	2273.0
28345	0.0	0.0
28346	0.0	0.0
28343	0.0	0.0
28344	0.0	0.0
100420287	0.0	0.0
100420295	0.0	0.0
100420293	1.0	0.0
28316	10.0	14.0
28317	0.0	0.0
28314	0.0	0.0
28315	0.0	0.0
28318	0.0	0.0
112703	361.0	454.0
28312	0.0	0.0
28313	0.0	0.0
101929602	10.0	1.0
653598	1.0	0.0
28327	0.0	0.0
28328	0.0	0.0
28326	0.0	0.0
90293	996.0	780.0
28329	0.0	0.0
28320	0.0	0.0
401898	0.0	0.0
112770	7404.0	6429.0
105377820	5.0	0.0
112755	90.0	74.0
112752	1633.0	1288.0
28305	0.0	0.0
28306	0.0	0.0
28304	0.0	0.0
28309	0.0	0.0
28307	0.0	0.0
28301	1.0	0.0
28300	0.0	0.0
124739	7180.0	522.0
112744	0.0	0.0
388403	1085.0	2388.0
388401	6.0	3.0
388407	33.0	101.0
376412	12.0	4.0
653509	4.0	20.0
90441	1987.0	1835.0
388551	3.0	3.0
388552	962.0	1230.0
122011	2.0	5.0
148641	79.0	95.0
102216342	3.0	1.0
388550	93.0	2.0
102216341	0.0	0.0
653505	1.0	0.0
641518	11.0	71.0
641517	0.0	0.0
641515	7.0	3.0
388536	289.0	322.0
388533	18.0	2.0
388531	43.0	35.0
148645	6.0	9.0
388532	1.0	3.0
340595	0.0	3.0
340596	36.0	14.0
90427	1372.0	1215.0
340598	2.0	3.0
161635	14.0	3.0
340591	641.0	365.0
388574	6.0	8.0
388569	214.0	227.0
388566	485.0	548.0
388567	134.0	126.0
388564	209.0	478.0
124641	0.0	0.0
90459	595.0	795.0
653519	244.0	295.0
388561	6298.0	7736.0
388559	89.0	42.0
124637	118.0	135.0
388558	825.0	394.0
388555	0.0	12.0
388553	18.0	0.0
701	70.0	161.0
340571	0.0	0.0
705	1366.0	1828.0
706	9666.0	8153.0
340578	70.0	115.0
708	3406.0	6484.0
100505881	940.0	1105.0
90485	130.0	230.0
90488	5301.0	5184.0
220717	291.0	455.0
100529855	3.0	0.0
388595	3.0	0.0
653543	0.0	0.0
653544	0.0	0.0
653545	0.0	0.0
388591	1349.0	281.0
90480	3523.0	4333.0
653548	0.0	0.0
28495	0.0	0.0
28496	0.0	0.0
28493	0.0	0.0
28494	0.0	0.0
122046	20.0	10.0
653550	0.0	0.0
28499	0.0	0.0
388588	266.0	315.0
710	10253.0	29576.0
28497	0.0	0.0
28498	0.0	0.0
653553	219.0	30.0
711	2.0	1.0
712	1636.0	2672.0
340562	0.0	0.0
713	1361.0	2607.0
714	1363.0	2371.0
641556	0.0	0.0
715	7384.0	27635.0
716	5228.0	24048.0
28491	0.0	0.0
717	1429.0	2875.0
28492	0.0	0.0
718	2923.0	14165.0
719	169.0	233.0
28490	0.0	0.0
100505876	4642.0	5267.0
219731	174.0	93.0
100505877	5.0	2.0
100505875	221.0	201.0
122042	0.0	0.0
388585	64.0	7.0
388581	11.0	14.0
122038	2.0	0.0
388579	4.0	1.0
720	124.0	1574.0
721	226.0	2641.0
722	4.0	3.0
724	4.0	1.0
725	0.0	2.0
726	3982.0	5331.0
100505879	5.0	0.0
727	545.0	373.0
728	252.0	180.0
729	9.0	20.0
340554	259.0	280.0
219743	2971.0	2513.0
339562	0.0	0.0
653566	48.0	35.0
653567	8.0	13.0
28479	1.0	0.0
339559	327.0	270.0
28473	0.0	1.0
28474	21.0	7.0
28471	0.0	0.0
340547	21.0	10.0
730	1360.0	9342.0
28477	0.0	0.0
731	0.0	0.0
28478	0.0	0.0
732	0.0	1.0
28475	0.0	0.0
124685	3.0	1.0
733	71.0	12.0
28476	0.0	0.0
734	1138.0	1868.0
735	2.0	1.0
738	7710.0	9335.0
340544	46.0	10.0
219738	1068.0	677.0
28470	1.0	0.0
340542	695.0	729.0
219736	194.0	302.0
340543	40.0	59.0
136647	1714.0	2450.0
100505894	571.0	318.0
100505892	0.0	0.0
100505893	0.0	1.0
219752	2.0	0.0
7710	837.0	282.0
653557	2.0	0.0
100505890	1.0	0.0
7709	2118.0	1918.0
28484	0.0	0.0
28485	0.0	0.0
28482	0.0	0.0
740	5543.0	4627.0
28483	0.0	1.0
741	532.0	1103.0
28488	0.0	0.0
28489	0.0	0.0
28486	0.0	0.0
744	4224.0	1097.0
28487	0.0	0.0
7701	1410.0	1309.0
745	123.0	67.0
7700	430.0	446.0
746	5118.0	6305.0
747	351.0	401.0
7703	3225.0	4654.0
7702	1282.0	1045.0
340533	460.0	357.0
7705	4228.0	7115.0
28480	1.0	0.0
7704	769.0	887.0
219749	1041.0	1032.0
28481	2.0	0.0
7707	2516.0	3992.0
7706	1473.0	2471.0
339541	237.0	73.0
100270879	2.0	0.0
171017	1131.0	1092.0
768215	0.0	0.0
340526	1119.0	821.0
340527	44.0	121.0
100270887	2.0	0.0
146059	2539.0	974.0
768217	0.0	0.0
750	7.0	1.0
768216	0.0	0.0
768211	58.0	126.0
752	834.0	1101.0
753	5145.0	3277.0
171019	4.0	81.0
754	18909.0	19553.0
768213	0.0	0.0
755	1990.0	1883.0
340529	323.0	839.0
768212	0.0	0.0
100270885	2.0	0.0
7712	23.0	11.0
757	5424.0	4338.0
7711	143.0	150.0
758	83.0	82.0
100270880	0.0	0.0
100505845	0.0	0.0
759	2.0	3.0
7716	3342.0	3147.0
134082	1.0	0.0
134083	2.0	0.0
158055	14.0	17.0
7718	242.0	185.0
158056	1327.0	164.0
158038	3.0	22.0
7730	2.0	0.0
100505832	6.0	4.0
7732	134.0	843.0
219771	3724.0	5659.0
219770	1.0	3.0
100270868	0.0	0.0
100270869	0.0	1.0
339535	2.0	0.0
340515	0.0	0.0
100270875	0.0	0.0
760	17.0	73.0
256714	148.0	95.0
100270876	0.0	0.0
761	58.0	143.0
768206	27.0	31.0
762	99.0	106.0
763	1.0	0.0
100270871	0.0	0.0
256710	46.0	21.0
100270872	8.0	2.0
764	3.0	0.0
765	0.0	10.0
100270873	10.0	10.0
766	28.0	58.0
100270874	0.0	0.0
767	259.0	605.0
768	60.0	31.0
732275	0.0	0.0
100270870	1.0	0.0
100505835	0.0	1.0
7727	902.0	941.0
158046	96.0	24.0
7726	6283.0	4745.0
7728	538.0	646.0
100505839	21.0	5.0
7741	1296.0	973.0
100505865	222.0	1046.0
7743	2076.0	1763.0
339521	0.0	0.0
100270857	0.0	0.0
339524	70.0	69.0
770	1434.0	985.0
100270864	0.0	0.0
771	1813.0	909.0
205147	15.0	10.0
773	131.0	19.0
100270867	0.0	0.0
774	72.0	199.0
340508	1.0	0.0
775	1083.0	1924.0
776	808.0	1520.0
777	12.0	2.0
778	106.0	9.0
100505869	18.0	63.0
779	0.0	2.0
7733	754.0	585.0
7738	743.0	513.0
7737	813.0	1123.0
340501	0.0	0.0
7739	8211.0	2552.0
158078	5126.0	12593.0
7750	5728.0	5032.0
7752	589.0	649.0
100505854	610.0	349.0
100505855	2.0	0.0
100505852	0.0	0.0
7754	1620.0	643.0
7753	843.0	689.0
219793	1.0	3.0
219790	109.0	348.0
122060	746.0	775.0
100270846	2.0	0.0
339512	2.0	19.0
100270847	1.0	1.0
100270848	0.0	0.0
780	31678.0	15042.0
781	1328.0	1001.0
100270853	6.0	6.0
782	581.0	306.0
339505	4.0	3.0
783	573.0	751.0
103689912	115.0	147.0
784	1193.0	1665.0
103689911	7.0	0.0
785	894.0	222.0
786	38.0	16.0
100270850	4.0	2.0
100270851	5.0	1.0
788	993.0	1263.0
100270852	1.0	3.0
7745	2629.0	2216.0
789	0.0	0.0
103689918	0.0	0.0
103689917	4.0	0.0
732253	0.0	0.0
158062	19.0	26.0
7746	1002.0	600.0
171024	26522.0	56450.0
7748	1562.0	1511.0
171023	2625.0	2320.0
103689913	3.0	0.0
171022	328.0	145.0
158067	151.0	143.0
103689915	1.0	0.0
7761	138.0	241.0
7760	2239.0	2005.0
7763	17812.0	11994.0
5100	458.0	172.0
7762	75.0	50.0
5101	740.0	157.0
7764	3487.0	5576.0
100270839	10.0	6.0
339500	911.0	875.0
100270835	0.0	0.0
339501	3.0	0.0
100270836	0.0	0.0
790	2201.0	2378.0
100270837	0.0	0.0
100270838	2.0	0.0
793	20.0	2.0
794	32.0	17.0
100270844	0.0	0.0
795	1.0	0.0
796	210.0	50.0
797	5.0	5.0
100270840	55.0	38.0
798	0.0	0.0
799	6.0	3.0
100270841	9.0	11.0
7756	9806.0	7767.0
7755	875.0	1500.0
7757	49.0	51.0
101929580	52.0	10.0
158011	0.0	0.0
100505806	2897.0	465.0
7770	746.0	834.0
101929581	1.0	0.0
7772	553.0	505.0
7771	430.0	399.0
5110	4948.0	4132.0
101929582	0.0	0.0
5111	3230.0	3335.0
7773	295.0	319.0
7776	752.0	886.0
7775	1185.0	839.0
101929589	0.0	0.0
100419416	0.0	1.0
100270832	9.0	11.0
100270833	18.0	24.0
100270834	3.0	0.0
100420406	1.0	0.0
100420405	0.0	0.0
5104	46.0	442.0
7767	846.0	385.0
5105	85.0	2.0
7766	112.0	70.0
5106	3403.0	1607.0
7769	1687.0	705.0
100420401	8.0	3.0
7768	371.0	285.0
5108	8160.0	7989.0
101929590	0.0	0.0
101929591	8.0	4.0
7781	53.0	98.0
7780	53.0	15.0
7783	4.0	1.0
7782	8211.0	11371.0
5121	6664.0	1723.0
5122	59.0	13.0
7784	298.0	871.0
5125	171.0	341.0
7786	561.0	523.0
90423	780.0	707.0
100419426	1.0	0.0
100419427	0.0	0.0
100419423	0.0	0.0
100270823	0.0	1.0
100420415	56.0	82.0
5116	1652.0	1231.0
100420414	11.0	19.0
100505826	10.0	12.0
90417	1114.0	1538.0
5118	1553.0	7281.0
90416	1089.0	1061.0
7779	1196.0	1970.0
100420412	3.0	0.0
5119	7707.0	6763.0
158035	3.0	2.0
100420410	0.0	0.0
7791	12105.0	11944.0
5130	2661.0	3244.0
5132	0.0	0.0
90411	8785.0	7317.0
5133	70.0	47.0
5134	2556.0	3509.0
90410	2112.0	1514.0
7798	2581.0	2539.0
5136	178.0	394.0
146053	54.0	80.0
146050	1000.0	1093.0
146057	1763.0	1039.0
103091864	35.0	25.0
103091863	0.0	0.0
5126	177.0	9.0
7789	244.0	278.0
5127	5851.0	4963.0
5128	2328.0	1872.0
100505812	25.0	105.0
5129	1352.0	599.0
90407	3029.0	2267.0
5140	972.0	3578.0
100422971	0.0	0.0
5141	963.0	976.0
100422972	0.0	0.0
5142	5063.0	1346.0
100422973	0.0	0.0
5143	94.0	155.0
100422974	1.0	1.0
5144	4083.0	4127.0
100422975	1.0	0.0
5145	63.0	27.0
5146	15.0	13.0
100422977	0.0	0.0
101929530	2.0	0.0
5147	991.0	1240.0
100422978	0.0	0.0
100422979	0.0	0.0
101929539	25.0	6.0
100419324	1.0	0.0
254128	442.0	501.0
254122	96.0	27.0
5137	161.0	455.0
7799	3094.0	3073.0
5138	589.0	1158.0
5139	1006.0	1869.0
100422970	0.0	0.0
5151	1944.0	1115.0
100422982	0.0	0.0
5152	11281.0	7561.0
100422983	0.0	0.0
5153	61.0	112.0
100422984	0.0	0.0
5154	4766.0	4125.0
100422985	0.0	0.0
5155	672.0	860.0
100422986	5.0	1.0
5156	297.0	1428.0
100422987	1.0	0.0
5157	277.0	203.0
100422988	0.0	0.0
5158	416.0	309.0
100422989	1.0	0.0
100419337	1.0	0.0
101929548	7.0	16.0
5150	2496.0	1282.0
100049076	3.0	3.0
5148	27.0	21.0
5149	0.0	0.0
100422980	0.0	0.0
100422981	2.0	0.0
5162	3413.0	5106.0
100422993	0.0	0.0
5163	947.0	919.0
100422994	0.0	0.0
5164	2151.0	1940.0
100422995	0.0	0.0
5165	683.0	399.0
100422996	1.0	0.0
5166	32469.0	2928.0
100422997	0.0	2.0
5167	1396.0	827.0
5168	646.0	6993.0
5169	366.0	126.0
101929559	3.0	2.0
101929557	13.0	0.0
5160	4034.0	4190.0
5161	0.0	0.0
256764	146.0	4.0
254100	200.0	120.0
254102	4662.0	4662.0
5159	2663.0	7553.0
100422990	0.0	0.0
100422991	0.0	0.0
100422992	0.0	0.0
5173	0.0	0.0
100420341	42.0	59.0
5174	12.0	19.0
5175	927.0	4876.0
5176	5615.0	14671.0
5178	583.0	836.0
5179	1626.0	2363.0
5170	1588.0	2372.0
5172	647.0	78.0
100420342	0.0	0.0
5184	3310.0	3753.0
5187	21408.0	4086.0
5188	1178.0	1102.0
5189	1496.0	1203.0
254173	32.0	9.0
254170	1710.0	913.0
100420359	2.0	0.0
100420358	11.0	2.0
100420356	0.0	0.0
100420354	1.0	1.0
5195	3219.0	2540.0
5196	7.0	8.0
5197	16.0	10.0
5198	1435.0	1815.0
5199	53.0	34.0
254187	12.0	2.0
5190	5955.0	4701.0
5191	1229.0	1551.0
5192	2078.0	4386.0
5193	1045.0	1291.0
5194	3654.0	2734.0
100270790	0.0	0.0
100420368	0.0	0.0
100420364	0.0	0.0
100420374	0.0	0.0
100420373	0.0	0.0
768239	3.0	8.0
105375380	1.0	0.0
53400	2.0	0.0
53405	570.0	232.0
100420377	0.0	0.0
53409	7.0	0.0
100420376	0.0	0.0
53407	1767.0	1696.0
100419392	9.0	0.0
100419391	9.0	1.0
101929520	0.0	0.0
768219	0.0	0.0
768218	0.0	0.0
768222	2.0	0.0
254158	6.0	5.0
53410	1.0	1.0
768220	5.0	0.0
100420393	0.0	0.0
100420392	3.0	0.0
112609	487.0	465.0
28457	3.0	5.0
28458	5.0	16.0
28452	1.0	2.0
28450	9.0	5.0
28455	5.0	0.0
28453	1.0	0.0
28454	0.0	4.0
90390	559.0	468.0
28468	23.0	44.0
653458	0.0	2.0
28469	0.0	0.0
101340251	3.0	0.0
101340250	0.0	0.0
101340252	0.0	0.0
28462	0.0	0.0
28463	0.0	0.0
28461	5.0	3.0
28466	1.0	3.0
28467	12.0	4.0
653464	213.0	251.0
28464	1.0	1.0
28465	5.0	19.0
653489	11.0	11.0
28438	1.0	0.0
28435	0.0	0.0
28439	26.0	41.0
653492	1.0	0.0
28430	0.0	0.0
28433	0.0	0.0
28434	6.0	1.0
28431	0.0	0.0
28432	0.0	1.0
28448	16.0	1.0
28449	1.0	2.0
28446	0.0	0.0
28447	0.0	0.0
28440	2.0	0.0
28441	0.0	0.0
653483	142.0	204.0
28444	14.0	28.0
28445	0.0	2.0
28442	34.0	65.0
653486	2.0	0.0
28443	0.0	0.0
28415	0.0	0.0
28416	0.0	2.0
28413	0.0	0.0
28414	3.0	3.0
28419	0.0	0.0
28417	0.0	0.0
28418	0.0	0.0
124626	4.0	1.0
388503	45.0	0.0
28411	1.0	0.0
28412	5.0	1.0
28410	9.0	7.0
388507	225.0	298.0
653499	94.0	24.0
28426	1.0	1.0
28427	0.0	0.0
28424	0.0	10.0
28425	0.0	0.0
28428	0.0	0.0
28429	0.0	2.0
28422	1.0	0.0
28423	6.0	11.0
28420	1.0	0.0
28421	0.0	0.0
102723099	54.0	67.0
388524	4.0	5.0
124602	14.0	23.0
388523	29.0	20.0
112611	2099.0	2040.0
28405	0.0	0.0
28408	43.0	31.0
28409	7.0	1.0
112616	1198.0	943.0
28406	0.0	1.0
28407	0.0	0.0
388514	20.0	16.0
28400	5.0	7.0
388512	18.0	0.0
28401	0.0	5.0
134359	687.0	664.0
158326	69.0	33.0
339263	435.0	316.0
401730	0.0	0.0
146336	320.0	93.0
401725	1.0	5.0
401720	16.0	11.0
90557	1093.0	404.0
90550	991.0	1391.0
158314	24.0	23.0
106478999	0.0	0.0
106478998	0.0	0.0
106478997	1.0	0.0
106478996	0.0	0.0
106478995	1.0	0.0
106478994	0.0	0.0
391850	1.0	0.0
106478993	0.0	0.0
339256	0.0	0.0
106478992	0.0	0.0
339257	4.0	0.0
106478991	4.0	4.0
339258	0.0	0.0
106478990	0.0	0.0
800	41630.0	66622.0
801	26203.0	25399.0
802	0.0	0.0
342892	152.0	191.0
804	0.0	2.0
805	35115.0	33311.0
342898	6.0	0.0
342897	584.0	65.0
806	58.0	6.0
401718	8.0	1.0
807	2.0	4.0
401717	10.0	9.0
808	20210.0	21398.0
158345	71.0	117.0
339240	2.0	0.0
90586	23.0	8.0
339241	2.0	4.0
90589	11.0	19.0
378884	50.0	167.0
339244	9.0	3.0
653404	1.0	0.0
90580	922.0	745.0
391825	0.0	0.0
391827	10.0	2.0
810	1918.0	255.0
811	67738.0	87443.0
340221	10.0	0.0
813	8476.0	14829.0
814	462.0	1328.0
815	47.0	90.0
816	201.0	880.0
401708	5.0	0.0
817	6900.0	4487.0
818	4920.0	4461.0
819	3120.0	4914.0
90576	265.0	252.0
339230	2326.0	1322.0
339231	1307.0	1229.0
339229	1657.0	1772.0
122335	0.0	0.0
124997	2699.0	1893.0
340217	0.0	0.0
124995	2661.0	3361.0
378881	0.0	0.0
820	30.0	56.0
821	48504.0	64173.0
822	12833.0	2687.0
823	17754.0	13661.0
824	7251.0	8356.0
825	117.0	19.0
826	48770.0	33245.0
827	2205.0	1193.0
134391	0.0	1.0
829	7073.0	8048.0
106478969	0.0	0.0
106478968	0.0	0.0
106478967	5.0	2.0
106478966	3.0	0.0
106478965	1.0	0.0
161931	74.0	25.0
106478964	1.0	0.0
106478963	0.0	0.0
339221	1.0	0.0
106478962	6.0	3.0
653423	0.0	6.0
106478961	5.0	0.0
106478960	0.0	0.0
653427	2.0	1.0
340205	8.0	1.0
340206	5.0	0.0
388228	561.0	1869.0
830	4951.0	6398.0
831	18732.0	15597.0
832	24980.0	19420.0
833	2405.0	2365.0
834	1190.0	443.0
835	1697.0	2333.0
836	1532.0	1052.0
837	2349.0	2573.0
838	3.0	2.0
342865	3.0	0.0
340204	7.0	0.0
839	989.0	1563.0
90594	525.0	294.0
100505993	110.0	70.0
106478959	0.0	0.0
106478958	97.0	4.0
100505994	2.0	0.0
106478957	8.0	4.0
106478956	2.0	0.0
641451	0.0	0.0
106478955	0.0	0.0
106478954	52.0	5.0
106478953	0.0	0.0
100505996	0.0	0.0
106478952	0.0	0.0
339210	165.0	92.0
106478951	0.0	0.0
106478950	0.0	0.0
146310	6.0	1.0
90592	603.0	258.0
7809	103.0	8.0
840	2321.0	1962.0
841	975.0	1429.0
842	3165.0	1237.0
843	911.0	294.0
844	356.0	52.0
136991	0.0	5.0
845	616.0	172.0
342850	0.0	0.0
846	6.0	1.0
7802	1839.0	705.0
847	6127.0	7976.0
7804	260.0	346.0
7803	19616.0	7660.0
7805	2443.0	3659.0
106478949	0.0	0.0
106478989	0.0	0.0
106478988	0.0	0.0
106478987	1.0	2.0
376267	1368.0	1361.0
106478986	0.0	0.0
106478985	267.0	554.0
106478984	1.0	0.0
388254	1.0	0.0
106478983	2.0	0.0
388255	0.0	0.0
106478982	2.0	0.0
339201	975.0	515.0
653447	725.0	674.0
106478981	1.0	0.0
106478980	0.0	0.0
28594	2.0	1.0
7818	6278.0	7674.0
28595	2.0	2.0
148979	725.0	662.0
28592	1.0	0.0
28593	0.0	0.0
28599	0.0	0.0
401744	0.0	2.0
28597	0.0	0.0
401742	1.0	0.0
641455	24.0	6.0
7813	1151.0	1316.0
857	9219.0	14186.0
641457	0.0	0.0
7812	38221.0	50816.0
858	3423.0	3610.0
641456	0.0	0.0
859	8.0	19.0
28591	0.0	0.0
106478979	1.0	0.0
106478978	3.0	0.0
106478977	1.0	1.0
106478976	0.0	1.0
106478975	1.0	0.0
106478974	0.0	1.0
106478973	6.0	3.0
106478972	2.0	2.0
653435	26.0	0.0
106478971	10.0	1.0
653436	19.0	3.0
106478970	4.0	0.0
653437	0.0	0.0
146330	273.0	232.0
146325	0.0	0.0
860	1595.0	574.0
861	3770.0	2531.0
862	280.0	436.0
653440	573.0	424.0
863	1035.0	1187.0
653441	32.0	27.0
864	231.0	316.0
865	2187.0	3171.0
866	7.0	0.0
867	1176.0	1515.0
868	1324.0	1412.0
869	9.0	26.0
134353	925.0	800.0
641467	140.0	53.0
7827	2.0	0.0
106478926	0.0	0.0
101929495	2.0	0.0
106478925	0.0	0.0
106478924	7.0	4.0
219402	2959.0	3466.0
106478923	0.0	0.0
7840	1280.0	1633.0
106478922	0.0	0.0
100505964	3.0	0.0
106478921	0.0	0.0
106478920	10.0	2.0
7841	5993.0	5289.0
388276	3.0	0.0
388275	5.0	11.0
388272	567.0	841.0
871	5963.0	10984.0
873	4351.0	5408.0
874	554.0	1153.0
875	49.0	76.0
7832	239616.0	26394.0
100505967	0.0	0.0
7837	2316.0	8271.0
106478919	0.0	0.0
106478918	0.0	0.0
106478917	0.0	0.0
106478916	0.0	0.0
106478915	0.0	0.0
106478914	1.0	0.0
106478913	0.0	0.0
106478912	0.0	0.0
7851	191.0	136.0
106478911	0.0	0.0
100505953	1.0	0.0
7850	47.0	41.0
106478910	1.0	1.0
7852	3121.0	2554.0
100270754	0.0	0.0
881	10.0	20.0
100270755	1.0	0.0
883	1445.0	614.0
885	838.0	71.0
886	3.0	0.0
887	431.0	4.0
100270753	0.0	0.0
7844	5402.0	3852.0
889	1634.0	1598.0
7846	8368.0	10956.0
106478909	1.0	2.0
219409	1.0	0.0
7849	309.0	627.0
220416	104.0	24.0
106478948	0.0	0.0
106478947	2.0	0.0
106478946	0.0	0.0
106478945	0.0	0.0
7862	1794.0	1399.0
106478944	0.0	0.0
100174857	1.0	3.0
106478943	49.0	8.0
5201	4228.0	5053.0
106478942	6.0	1.0
5202	2656.0	2759.0
106478941	0.0	0.0
106478940	0.0	0.0
890	102.0	119.0
891	423.0	676.0
892	3675.0	4196.0
894	9854.0	8182.0
342808	6.0	1.0
895	0.0	0.0
896	3519.0	4203.0
388289	3.0	9.0
897	6.0	4.0
898	74.0	85.0
899	677.0	386.0
7855	1374.0	3048.0
7857	839.0	126.0
171392	303.0	253.0
100505989	524.0	929.0
106478939	0.0	0.0
219417	0.0	0.0
106478938	1.0	0.0
219438	0.0	0.0
106478937	1.0	0.0
219437	0.0	0.0
106478936	0.0	0.0
7871	6421.0	9244.0
219436	0.0	0.0
106478935	0.0	0.0
106478934	0.0	0.0
100505970	11.0	0.0
5210	631.0	473.0
7873	6116.0	5420.0
100505975	56.0	32.0
106478933	0.0	0.0
5211	14030.0	11607.0
106478932	0.0	0.0
219432	0.0	0.0
5212	94.0	129.0
106478931	0.0	0.0
5213	3875.0	4258.0
219431	3.0	0.0
7874	8617.0	9353.0
106478930	0.0	0.0
388284	130.0	111.0
171389	6.0	1.0
100420508	0.0	0.0
100420505	16.0	14.0
105377595	44.0	30.0
5203	964.0	1268.0
7866	5645.0	3675.0
100420503	1.0	0.0
5204	25203.0	20410.0
100420502	3.0	1.0
5205	9236.0	6105.0
100420501	1.0	0.0
7867	2922.0	4874.0
5207	32.0	11.0
7869	3369.0	1928.0
5208	811.0	1539.0
106478929	0.0	0.0
5209	2383.0	2051.0
219429	0.0	0.0
106478928	0.0	0.0
219428	0.0	0.0
106478927	0.0	0.0
219447	2.0	0.0
7881	2864.0	3418.0
7884	2337.0	2740.0
219445	0.0	0.0
5222	1.0	0.0
90523	6.0	45.0
5223	1719.0	1924.0
5224	0.0	0.0
90522	2084.0	1987.0
100419521	4.0	0.0
220433	39.0	16.0
146378	3.0	0.0
100420519	4.0	2.0
5214	4373.0	6580.0
158373	97.0	200.0
7879	17070.0	20157.0
5216	32479.0	38448.0
100420512	0.0	0.0
5217	6254.0	8793.0
5218	1865.0	3156.0
158376	37.0	57.0
100505929	13.0	10.0
158358	2342.0	1969.0
5230	16157.0	15843.0
220429	1.0	0.0
5232	2.0	0.0
5233	32.0	2.0
101929467	0.0	5.0
219453	0.0	0.0
100270709	0.0	0.0
146395	40.0	59.0
100505919	0.0	0.0
100420527	3.0	4.0
100420526	0.0	0.0
5225	83275.0	1934.0
5226	6616.0	7515.0
100505911	132.0	96.0
5228	480.0	902.0
