id	a1a68fe9-9635-4b7f-b9a2-34474ef8c1dc	95041603-df86-48f7-9ba5-8289883df2d0
643906	2.0	1.0
51054	325.0	212.0
643904	30.0	1.0
51053	738.0	993.0
643905	0.0	0.0
51056	5880.0	14196.0
51058	546.0	792.0
51057	569.0	417.0
643909	0.0	0.0
5346	23393.0	947.0
90624	906.0	1207.0
51059	30.0	74.0
5347	198.0	1392.0
5348	255.0	30.0
5349	8944.0	11468.0
90625	5.0	3.0
90627	2064.0	1304.0
5360	8558.0	4695.0
5361	4062.0	2497.0
5362	2402.0	2632.0
101929351	38.0	51.0
5364	5395.0	2645.0
5365	755.0	354.0
5366	320.0	5125.0
90665	0.0	0.0
5367	0.0	8.0
51061	2726.0	3952.0
51060	3148.0	5022.0
51063	1683.0	1720.0
51062	1186.0	332.0
146279	8.0	115.0
51065	2912.0	4137.0
643915	0.0	0.0
51067	610.0	991.0
51066	99.0	52.0
51069	1229.0	1758.0
51068	2577.0	4513.0
5357	490.0	811.0
5358	4917.0	3823.0
100420656	0.0	0.0
5359	2943.0	4798.0
643911	1069.0	5962.0
100420650	3.0	4.0
5371	4661.0	6801.0
100420660	3.0	0.0
5372	1068.0	2089.0
5373	636.0	1254.0
158257	1.0	5.0
732448	2.0	0.0
5375	8.0	3.0
5376	10575.0	13382.0
90655	0.0	0.0
5378	730.0	731.0
219595	36.0	23.0
101929369	10.0	2.0
51070	1530.0	4139.0
51072	98.0	204.0
51071	1336.0	2424.0
5370	0.0	1.0
51074	1017.0	1325.0
51073	1464.0	2663.0
51076	1157.0	933.0
51075	3986.0	7766.0
51078	2068.0	4542.0
51077	2225.0	2756.0
51079	823.0	2034.0
5368	27.0	38.0
5369	0.0	0.0
100420665	0.0	0.0
171222	27.0	5.0
171221	2.0	1.0
90649	563.0	175.0
171220	134.0	343.0
5382	109.0	140.0
5383	64.0	144.0
100419560	0.0	0.0
28619	2.0	46.0
5387	70.0	58.0
28613	0.0	0.0
28614	15.0	55.0
220594	4.0	0.0
28611	1.0	29.0
28612	0.0	0.0
28617	5.0	10.0
5380	0.0	0.0
28616	0.0	33.0
28610	0.0	3.0
5379	428.0	901.0
100420558	0.0	0.0
100420557	0.0	2.0
100420555	0.0	0.0
100420552	0.0	0.0
5393	1233.0	1202.0
5394	4056.0	5299.0
5395	604.0	566.0
5396	4762.0	7422.0
101929302	49.0	10.0
28624	0.0	0.0
28625	0.0	0.0
28622	3.0	8.0
28623	0.0	0.0
28628	0.0	1.0
28629	4.0	4.0
28626	1.0	3.0
28627	1.0	1.0
28620	15.0	24.0
28621	2.0	0.0
100420568	0.0	0.0
100420567	0.0	0.0
101929310	0.0	0.0
100420574	0.0	0.0
28608	0.0	0.0
28609	1.0	17.0
100419595	0.0	0.0
28602	7.0	36.0
28603	0.0	1.0
101929328	5.0	20.0
28600	0.0	1.0
28601	8.0	20.0
28606	5.0	23.0
101929329	0.0	1.0
100419599	0.0	0.0
256536	1.0	0.0
100420589	0.0	0.0
100420588	0.0	0.0
53615	2605.0	4240.0
53616	541.0	341.0
100420591	0.0	0.0
100420590	0.0	0.0
112802	4.0	1.0
256586	464.0	495.0
171177	2181.0	510.0
171169	6.0	10.0
53632	0.0	1.0
53630	25.0	4.0
53635	3604.0	8705.0
53637	211.0	134.0
112840	770.0	944.0
26038	19.0	12.0
26037	4132.0	5549.0
653226	8.0	31.0
28699	0.0	0.0
26039	903.0	859.0
112849	224.0	144.0
112846	9.0	7.0
26030	2476.0	3166.0
28693	0.0	4.0
28694	0.0	0.0
26032	152.0	231.0
28691	0.0	25.0
26031	781.0	858.0
28692	1.0	8.0
26034	145.0	181.0
28697	0.0	1.0
26033	213.0	33.0
28698	0.0	0.0
653232	212.0	222.0
100312803	0.0	0.0
26036	1881.0	2742.0
100312806	62.0	241.0
28695	0.0	0.0
26035	1883.0	4862.0
28696	0.0	0.0
653234	3.0	13.0
643898	0.0	0.0
100312801	6.0	0.0
28690	0.0	30.0
26049	148.0	196.0
26048	688.0	797.0
653214	1432.0	2185.0
100312819	0.0	0.0
26040	2064.0	3359.0
26043	2602.0	4178.0
26045	76.0	23.0
653220	0.0	0.0
26047	16.0	1621.0
100312817	0.0	0.0
26046	1977.0	2537.0
100312816	0.0	0.0
124817	132.0	89.0
148808	521.0	232.0
378925	24.0	6.0
28679	0.0	0.0
26015	1285.0	1388.0
653247	0.0	0.0
26018	9939.0	10866.0
28677	1.0	25.0
26017	4029.0	5590.0
28678	0.0	0.0
26019	2803.0	2476.0
124801	345.0	727.0
28671	2.0	44.0
28672	6.0	28.0
26010	3629.0	5509.0
28670	5.0	12.0
26012	2290.0	2825.0
28675	0.0	0.0
26011	933.0	736.0
28676	8.0	8.0
28673	1.0	27.0
148811	37.0	28.0
26013	288.0	178.0
28674	5.0	24.0
124808	1099.0	1104.0
148818	0.0	0.0
112812	49.0	169.0
26027	168.0	362.0
653236	76.0	13.0
28688	6.0	8.0
28689	0.0	13.0
653238	14.0	23.0
112817	81.0	22.0
148823	77.0	13.0
28682	5.0	15.0
28683	13.0	25.0
148824	2.0	1.0
28680	17.0	26.0
653240	0.0	0.0
26020	14754.0	22903.0
28681	5.0	5.0
28686	0.0	0.0
26022	3645.0	4561.0
28684	5.0	20.0
26025	168.0	123.0
26024	277.0	313.0
28685	0.0	6.0
378948	0.0	0.0
378949	0.0	0.0
112885	29.0	6.0
28657	0.0	24.0
653268	4.0	5.0
653269	13.0	105.0
28658	1.0	3.0
28655	0.0	6.0
28656	0.0	10.0
28659	0.0	6.0
28650	0.0	0.0
653275	0.0	0.0
28653	0.0	17.0
28654	0.0	0.0
28651	0.0	0.0
28652	1.0	9.0
100312849	0.0	6.0
102157402	890.0	1215.0
102157400	5.0	3.0
378938	7898.0	5665.0
641298	16.0	7.0
26005	1660.0	3803.0
28668	0.0	0.0
28669	18.0	29.0
26007	1744.0	3336.0
28666	13.0	33.0
653259	4.0	20.0
28667	7.0	29.0
26009	2953.0	3976.0
28660	1.0	10.0
124857	11.0	3.0
28661	0.0	7.0
26001	4460.0	7048.0
28664	12.0	35.0
26000	2363.0	4677.0
28665	1.0	8.0
26003	5362.0	10338.0
28662	5.0	22.0
26002	478.0	854.0
28663	0.0	26.0
100312850	30.0	20.0
340390	40.0	9.0
340393	5.0	3.0
28639	9.0	58.0
112869	968.0	1110.0
28638	488.0	1723.0
100312829	0.0	1.0
100312826	12.0	32.0
124842	24.0	69.0
100312825	0.0	0.0
100312828	30.0	14.0
100312827	0.0	0.0
100312821	0.0	0.0
100312824	0.0	0.0
340385	478.0	698.0
100312823	4.0	0.0
339390	192.0	1.0
339396	0.0	0.0
28646	0.0	5.0
378950	0.0	0.0
28647	0.0	6.0
339398	48.0	20.0
378951	0.0	0.0
28644	0.0	6.0
378952	0.0	0.0
378953	0.0	0.0
28645	0.0	0.0
378955	0.0	0.0
112858	1143.0	2219.0
28648	0.0	2.0
378956	0.0	0.0
28649	0.0	0.0
653282	0.0	0.0
28642	0.0	6.0
100312837	0.0	0.0
28643	0.0	0.0
100312836	0.0	0.0
653288	0.0	0.0
28640	2.0	14.0
28641	1.0	3.0
100312838	0.0	0.0
100312833	0.0	0.0
100312832	0.0	0.0
100312835	0.0	0.0
100312830	7.0	4.0
646096	0.0	0.0
90799	1501.0	804.0
100287345	0.0	0.0
87171	5.0	10.0
87178	1562.0	1865.0
100287327	0.0	0.0
100287325	5.0	2.0
100287314	18.0	15.0
26191	186.0	368.0
26190	4746.0	5405.0
100287302	0.0	0.0
26173	4886.0	7878.0
26175	548.0	1329.0
154197	6.0	11.0
5411	5208.0	3974.0
5409	36.0	8.0
26184	0.0	0.0
26188	1.0	3.0
26189	0.0	0.0
5406	1.0	0.0
5407	0.0	0.0
5408	4.0	72.0
286002	50.0	6.0
5420	17599.0	13415.0
286006	54.0	25.0
100131546	0.0	0.0
646016	0.0	0.0
5422	1195.0	2705.0
51122	2095.0	2789.0
51121	493.0	1739.0
51124	1661.0	5372.0
51123	3315.0	2982.0
5412	3542.0	4982.0
51126	2627.0	4657.0
51125	3034.0	5325.0
5413	873.0	3544.0
5414	721.0	878.0
51128	2919.0	8848.0
51127	150.0	108.0
51129	3563.0	1426.0
646024	0.0	16.0
646023	6.0	26.0
100131539	16.0	10.0
5430	13654.0	22261.0
5431	6050.0	8352.0
286016	21.0	43.0
5432	3507.0	7163.0
100131535	2.0	2.0
5433	1736.0	2287.0
105369729	0.0	0.0
51131	1876.0	2032.0
51130	81.0	226.0
51133	6708.0	11007.0
51132	3414.0	6588.0
51135	1149.0	1399.0
51134	418.0	591.0
5423	1104.0	3971.0
90701	1876.0	5817.0
5424	803.0	1921.0
51136	447.0	808.0
5425	3378.0	11758.0
51138	2222.0	4193.0
5426	1590.0	2969.0
646019	12.0	13.0
5427	146.0	760.0
5428	2169.0	2795.0
5429	777.0	1301.0
100131528	0.0	0.0
5440	1638.0	3104.0
5441	3140.0	4384.0
5442	1432.0	2548.0
5443	53.0	41.0
5444	10.0	387.0
51142	6689.0	14906.0
51141	1191.0	1888.0
51144	4001.0	4884.0
51143	1775.0	3740.0
51146	7.0	3.0
89758	0.0	0.0
5434	5764.0	9697.0
51148	2070.0	7201.0
5435	97.0	5.0
51147	1665.0	2392.0
5436	2414.0	6361.0
90736	557.0	807.0
51149	801.0	449.0
5437	1368.0	3823.0
5438	766.0	2227.0
5439	886.0	2176.0
90737	0.0	0.0
5450	267.0	416.0
5451	1422.0	4180.0
5452	432.0	540.0
5453	44.0	50.0
5454	1.0	1.0
646049	2.0	0.0
5455	36.0	10.0
51151	8.0	8.0
51150	6039.0	12340.0
51155	2017.0	4630.0
51154	2333.0	3758.0
51157	821.0	1827.0
51156	10.0	9.0
5445	2775.0	6798.0
5446	190.0	63.0
5447	3323.0	6421.0
5449	1.0	2.0
286042	228.0	173.0
347487	0.0	0.0
5460	94.0	13.0
5462	43.0	50.0
5463	1108.0	467.0
5464	10086.0	12979.0
5465	1374.0	815.0
51160	3491.0	8501.0
100287399	0.0	0.0
646052	0.0	0.0
51162	1373.0	5775.0
51161	517.0	509.0
51164	4514.0	10714.0
51163	1073.0	2273.0
51166	226.0	102.0
51168	77.0	39.0
51167	963.0	1728.0
5456	0.0	0.0
89778	3.0	0.0
5457	0.0	2.0
89777	5.0	0.0
5458	0.0	0.0
5459	0.0	3.0
120824	0.0	0.0
5470	0.0	1.0
5471	792.0	1975.0
347475	105.0	137.0
5473	16.0	4.0
5475	7.0	260.0
5476	4764.0	9512.0
100507097	7.0	1.0
100507096	0.0	0.0
51171	251.0	525.0
100287388	0.0	0.0
100507099	3.0	2.0
51170	2063.0	1848.0
100507098	214.0	58.0
51172	560.0	899.0
51175	555.0	654.0
51174	529.0	635.0
51177	1487.0	5334.0
51176	217.0	2250.0
51179	2.0	4.0
5467	2037.0	4351.0
5468	2544.0	770.0
89766	3.0	118.0
5469	3045.0	2480.0
89765	82.0	188.0
347468	0.0	0.0
89761	0.0	4.0
5481	1378.0	1883.0
89792	0.0	13.0
90780	2589.0	6991.0
89790	456.0	820.0
5483	15.0	25.0
646077	0.0	0.0
5485	1.0	2.0
5486	2.0	1.0
5487	1.0	0.0
5488	1.0	1.0
646070	0.0	0.0
51182	1103.0	2126.0
646074	0.0	1.0
5480	2467.0	3702.0
51181	1374.0	2765.0
51184	1070.0	1752.0
51186	2627.0	3699.0
51185	2283.0	2365.0
100287372	16.0	6.0
51188	630.0	846.0
51187	6509.0	7782.0
5478	15389.0	24680.0
5479	8068.0	14578.0
89797	8353.0	5160.0
89796	3352.0	4204.0
89795	626.0	501.0
89781	1919.0	2487.0
347454	22.0	164.0
5493	14274.0	3726.0
89780	2.0	10.0
5494	3533.0	6754.0
5495	2924.0	4059.0
5496	5684.0	11840.0
5498	583.0	1043.0
5499	4471.0	15832.0
646080	100.0	71.0
100287369	0.0	1.0
51191	408.0	1599.0
646087	0.0	0.0
100287364	0.0	0.0
646086	14.0	9.0
51193	1886.0	1392.0
100287366	0.0	0.0
646085	1.0	2.0
51192	328.0	722.0
5491	0.0	2.0
51195	514.0	323.0
51194	1524.0	2794.0
100287362	11.0	2.0
51196	1216.0	424.0
51199	2507.0	2196.0
51198	2.0	2.0
5489	0.0	0.0
89782	503.0	781.0
100859925	0.0	0.0
100859924	0.0	0.0
100859926	0.0	0.0
28734	0.0	0.0
100507064	16.0	4.0
28735	0.0	0.0
28732	0.0	0.0
100507062	56.0	13.0
28733	0.0	1.0
28738	0.0	0.0
100507067	3.0	0.0
28739	0.0	1.0
28736	0.0	0.0
100507066	3.0	2.0
28737	0.0	0.0
28730	0.0	0.0
28731	0.0	0.0
144712	3.0	1.0
119764	0.0	0.0
119765	0.0	0.0
144715	34.0	58.0
286094	0.0	0.0
100859921	14.0	3.0
100859920	0.0	0.0
286097	194.0	101.0
144717	712.0	973.0
100507059	3.0	0.0
100507058	0.0	0.0
28745	0.0	3.0
119749	0.0	0.0
28746	1.0	0.0
724102	93.0	49.0
28743	0.0	2.0
724101	0.0	0.0
28744	0.0	0.0
100507050	9.0	133.0
28749	0.0	0.0
100507057	63.0	270.0
100507056	6.0	0.0
100507055	4.0	1.0
28747	0.0	0.0
28748	0.0	0.0
119750	0.0	0.0
28741	0.0	0.0
28742	0.0	0.0
347549	0.0	0.0
100859930	1364.0	1824.0
347541	0.0	0.0
347544	8.0	0.0
28718	0.0	0.0
28719	0.0	0.0
28712	0.0	0.0
100507086	17.0	8.0
28713	1.0	1.0
28710	0.0	0.0
28711	0.0	0.0
28716	0.0	0.0
28717	0.0	0.0
28714	0.0	0.0
28715	0.0	0.0
28729	0.0	0.0
28723	0.0	0.0
28724	0.0	1.0
28721	0.0	0.0
130106	0.0	0.0
28722	0.0	0.0
28727	0.0	0.0
28728	0.0	0.0
28725	0.0	0.0
28726	0.0	0.0
28720	0.0	2.0
144742	0.0	0.0
347527	46.0	75.0
100507027	0.0	0.0
286046	38.0	30.0
648630	33.0	9.0
117143	684.0	1389.0
117145	946.0	1884.0
117144	5.0	47.0
120787	0.0	0.0
492295	2.0	0.0
347517	17.0	29.0
347516	1.0	2.0
286053	1063.0	1457.0
28709	0.0	0.0
28707	0.0	0.0
28708	0.0	0.0
28701	0.0	0.0
100131577	0.0	0.0
28702	0.0	0.0
28700	0.0	0.0
28705	0.0	0.0
28706	0.0	1.0
100507012	1.0	109.0
28703	0.0	0.0
28704	0.0	0.0
120775	0.0	0.0
120776	0.0	0.0
347509	0.0	0.0
286065	0.0	0.0
100131568	5.0	2.0
100131565	0.0	0.0
100131564	655.0	186.0
100507040	1.0	2.0
132719	0.0	0.0
100507046	2.0	2.0
100507044	0.0	3.0
100507043	26.0	2.0
51100	10057.0	9034.0
51102	1457.0	1309.0
51101	740.0	743.0
51104	713.0	588.0
51103	816.0	1488.0
51106	429.0	558.0
51105	2262.0	2768.0
51108	5223.0	7458.0
51107	9761.0	26997.0
286075	534.0	1025.0
51109	2809.0	4408.0
286077	3154.0	6220.0
646000	0.0	0.0
132720	1397.0	4278.0
132724	15.0	0.0
100131551	8.0	12.0
100131550	0.0	1.0
100507034	29.0	21.0
100507032	81.0	92.0
119774	0.0	0.0
119772	0.0	0.0
51111	4190.0	5166.0
51110	415.0	624.0
119775	0.0	0.0
51112	1962.0	2827.0
51115	2438.0	2734.0
51114	2882.0	5551.0
51117	1855.0	2988.0
51116	1641.0	3134.0
51119	8218.0	4402.0
51118	1559.0	2626.0
26151	1216.0	981.0
26150	75.0	182.0
26153	599.0	811.0
26152	164.0	134.0
26155	3224.0	6221.0
26154	105.0	174.0
26157	659.0	1314.0
26156	13870.0	13373.0
130162	139.0	70.0
100534611	0.0	5.0
100534612	3.0	0.0
26164	1090.0	1474.0
117178	698.0	2906.0
117177	1342.0	2044.0
26166	135.0	660.0
105379197	7.0	281.0
26165	0.0	0.0
26168	1093.0	1156.0
26167	344.0	242.0
26160	1943.0	2118.0
100507003	0.0	0.0
100507008	28.0	0.0
26137	75.0	118.0
26136	6668.0	4589.0
28798	0.0	1.0
28799	5.0	10.0
26138	0.0	1.0
28792	0.0	0.0
28793	1193.0	3378.0
28790	4.0	1.0
117166	11.0	36.0
26130	3127.0	4717.0
28791	45.0	45.0
26133	4771.0	6965.0
28796	780.0	747.0
28797	831.0	2197.0
26135	14100.0	21894.0
28794	0.0	1.0
28795	1.0	4.0
26134	74.0	183.0
154150	0.0	0.0
129138	942.0	1503.0
26148	240.0	295.0
26147	1105.0	2072.0
26149	293.0	186.0
117154	5.0	20.0
26140	964.0	376.0
553820	3.0	0.0
117153	1.0	0.0
120796	0.0	0.0
117156	18.0	2.0
117155	319.0	103.0
117157	34.0	34.0
120793	0.0	0.0
26146	1592.0	1299.0
117159	35.0	2.0
26145	1345.0	3610.0
130195	0.0	0.0
154141	859.0	2183.0
117151	0.0	0.0
26115	1836.0	7401.0
28778	272.0	291.0
28779	17.0	0.0
28776	332.0	356.0
28777	0.0	1.0
26119	1711.0	3798.0
26118	4586.0	2191.0
28770	1.0	1.0
28771	0.0	0.0
28774	989.0	4609.0
28775	15.0	11.0
28772	20.0	36.0
26112	6746.0	1550.0
28773	104.0	23.0
130120	0.0	0.0
28789	0.0	1.0
26128	1890.0	2896.0
28787	0.0	2.0
26127	1798.0	1962.0
132789	1269.0	1388.0
28788	0.0	0.0
28781	161.0	90.0
201134	1199.0	377.0
28780	5.0	5.0
26122	2264.0	2319.0
28785	5.0	6.0
144766	0.0	0.0
26121	2028.0	3605.0
28786	0.0	2.0
28783	3.0	34.0
26123	3273.0	4475.0
28784	548.0	332.0
130132	232.0	368.0
28756	1.0	6.0
28757	0.0	0.0
28754	0.0	0.0
28755	733.0	2976.0
100750326	1.0	0.0
28758	0.0	0.0
28759	0.0	0.0
28752	0.0	2.0
28753	0.0	0.0
28750	0.0	0.0
201140	0.0	0.0
28751	0.0	2.0
144776	0.0	0.0
28767	0.0	0.0
26103	1.0	0.0
28768	0.0	0.0
28765	0.0	1.0
28766	0.0	0.0
26108	324.0	208.0
28769	0.0	0.0
28760	0.0	0.0
26100	4129.0	5107.0
28763	8.0	3.0
28764	0.0	0.0
28761	0.0	0.0
28762	0.0	0.0
117194	6.0	0.0
117196	11.0	2.0
117195	184.0	15.0
154089	0.0	0.0
100287238	0.0	0.0
201158	163.0	133.0
100287234	0.0	0.0
201164	202.0	343.0
201161	601.0	139.0
201163	1114.0	1142.0
154091	125.0	41.0
154092	3.0	62.0
276719	0.0	0.0
100287229	1.0	0.0
100287227	52.0	98.0
100287226	5.0	3.0
201176	1584.0	1437.0
100287216	16.0	29.0
100287215	2.0	3.0
201181	185.0	140.0
129099	23.0	9.0
100287205	0.0	0.0
100287200	0.0	0.0
201191	48.0	286.0
130075	0.0	0.0
5510	2806.0	4442.0
166012	20.0	143.0
5509	832.0	1228.0
5500	14851.0	23241.0
5501	7156.0	13023.0
5502	4600.0	276.0
5504	2341.0	6595.0
5506	0.0	0.0
5507	2583.0	2527.0
154043	1349.0	934.0
5520	3189.0	5069.0
5521	411.0	78.0
193629	1.0	6.0
5519	3295.0	1177.0
26298	11124.0	6308.0
26297	1031.0	2331.0
5511	2704.0	3252.0
5512	0.0	4.0
5514	2831.0	4556.0
5515	6908.0	14018.0
26290	114.0	30.0
5516	4675.0	5080.0
154075	29.0	77.0
26292	1148.0	3037.0
26291	3.0	0.0
5518	12623.0	25495.0
5530	4513.0	2584.0
5531	2916.0	7908.0
5532	3647.0	4208.0
5522	141.0	27.0
5523	2008.0	1637.0
5524	7002.0	22835.0
5525	4176.0	5437.0
5526	991.0	873.0
5527	7058.0	9653.0
5528	2366.0	5019.0
154064	13.0	3.0
5529	2601.0	4779.0
286122	36.0	39.0
5540	3.0	1.0
5542	0.0	0.0
286128	390.0	448.0
51241	920.0	1985.0
89858	1.0	4.0
89857	290.0	714.0
51244	1290.0	1358.0
51247	3248.0	5970.0
5533	933.0	1235.0
51246	6854.0	15593.0
5534	2726.0	4566.0
51249	1254.0	2853.0
5535	3.0	4.0
90835	22.0	96.0
89853	902.0	1444.0
5536	2287.0	4020.0
51248	1253.0	4351.0
5537	4775.0	8654.0
5538	10781.0	17567.0
5539	0.0	1.0
28907	121.0	41.0
286133	6014.0	37.0
28908	2228.0	5512.0
28905	0.0	0.0
100131418	0.0	0.0
5550	2329.0	3151.0
28906	38.0	33.0
286135	0.0	0.0
5551	398.0	342.0
5552	4364.0	10871.0
100131415	0.0	0.0
5553	13.0	4.0
28909	0.0	0.0
5554	10.0	4.0
28900	9.0	1.0
28903	3.0	18.0
28904	84.0	25.0
28901	159.0	85.0
28902	12.0	4.0
51250	638.0	798.0
51252	56.0	115.0
51251	1109.0	2528.0
89849	665.0	775.0
89848	969.0	675.0
51253	2951.0	7097.0
89846	748.0	5461.0
51256	525.0	1372.0
89845	738.0	931.0
51255	2212.0	5242.0
51258	2848.0	6600.0
5544	0.0	6.0
51257	2021.0	3378.0
5545	0.0	0.0
5546	2790.0	7219.0
5547	7182.0	40870.0
51259	927.0	1234.0
90826	600.0	1139.0
5549	7874.0	2914.0
286140	49.0	77.0
90827	0.0	0.0
286144	1092.0	1509.0
5562	3479.0	2980.0
286148	1400.0	2754.0
5563	399.0	1828.0
90861	4795.0	13926.0
5564	1809.0	3091.0
90864	87.0	80.0
5565	1342.0	1214.0
51260	1389.0	1432.0
51263	1488.0	2475.0
100287296	0.0	0.0
51265	19.0	52.0
51264	1359.0	5778.0
51267	332.0	328.0
51266	1.0	1.0
5555	7.0	4.0
51268	42.0	105.0
89876	279.0	237.0
5557	326.0	973.0
5558	551.0	1305.0
89874	28.0	164.0
90859	9.0	18.0
89872	1.0	3.0
286151	24.0	50.0
89870	0.0	0.0
5570	567.0	10391.0
5571	3271.0	5662.0
5573	13288.0	12515.0
90850	1518.0	2216.0
5574	0.0	1.0
90853	40.0	214.0
5575	1306.0	1451.0
5576	4634.0	3710.0
51270	15.0	7.0
100192378	15.0	33.0
51272	3460.0	4266.0
51271	4080.0	4565.0
51274	4422.0	6064.0
100287284	3.0	4.0
51276	287.0	305.0
89869	33.0	1.0
51275	694.0	872.0
51278	3426.0	2211.0
51277	510.0	440.0
5566	5834.0	8368.0
89866	19.0	5.0
51279	4564.0	2370.0
5567	1892.0	2644.0
90843	2393.0	4321.0
5568	1.0	1.0
5569	371.0	185.0
89891	1902.0	10470.0
5580	2883.0	4529.0
89890	1675.0	1005.0
5581	803.0	1239.0
5582	7.0	2.0
5583	3138.0	3141.0
5584	2425.0	4007.0
5585	4185.0	10077.0
5586	2844.0	4539.0
5587	800.0	348.0
100287279	0.0	0.0
51281	647.0	738.0
51280	6220.0	9660.0
51283	3078.0	4302.0
100287272	11.0	8.0
51282	912.0	4589.0
51285	1313.0	989.0
51284	402.0	1115.0
51287	1364.0	5389.0
119722	0.0	0.0
51286	3.0	11.0
51289	0.0	5.0
100287270	0.0	0.0
5577	4240.0	8820.0
5578	1545.0	406.0
5579	296.0	790.0
89894	488.0	868.0
5591	10420.0	19528.0
5592	865.0	1008.0
90871	1548.0	2337.0
5593	194.0	27.0
5594	8335.0	11802.0
347598	0.0	0.0
5595	4491.0	6155.0
5596	411.0	26.0
5597	1981.0	3180.0
90874	462.0	1029.0
5598	978.0	1004.0
51290	1984.0	3715.0
51292	3333.0	4720.0
5590	815.0	1209.0
51291	717.0	2893.0
100287266	0.0	1.0
51294	1145.0	4069.0
100287261	0.0	0.0
51293	1096.0	2174.0
51296	1065.0	5050.0
51295	1424.0	2464.0
51298	45.0	5.0
51297	9.0	0.0
51299	2590.0	817.0
119710	428.0	494.0
5588	147.0	138.0
5589	13075.0	25309.0
90865	3539.0	1008.0
89887	265.0	743.0
89886	14.0	118.0
89885	23.0	14.0
89884	76.0	69.0
89883	0.0	2.0
89882	0.0	0.0
286101	1450.0	1860.0
286102	0.0	0.0
286103	9.0	8.0
347584	0.0	0.0
5599	2064.0	3016.0
347687	0.0	0.0
347686	0.0	0.0
132612	0.0	1.0
28855	0.0	0.0
28854	0.0	0.0
28859	0.0	0.0
28850	0.0	2.0
53822	15.0	20.0
53820	43.0	155.0
53826	1448.0	1841.0
53827	5283.0	8483.0
345016	0.0	0.0
347673	0.0	0.0
53828	0.0	0.0
53829	522.0	501.0
347675	0.0	0.0
28866	2.0	3.0
100507173	6.0	5.0
26205	1253.0	2038.0
132625	0.0	1.0
28864	1.0	0.0
100507171	193.0	163.0
28865	18.0	3.0
26207	1897.0	1466.0
100507178	45.0	51.0
26206	67.0	60.0
28869	3.0	0.0
100131493	0.0	0.0
28862	60.0	13.0
28863	1.0	5.0
28861	1.0	3.0
53833	65.0	42.0
53834	1439.0	2885.0
53831	29.0	167.0
53832	1893.0	189.0
53838	1748.0	3543.0
53836	556.0	108.0
144608	101.0	258.0
28833	6.0	1.0
28834	181.0	100.0
28831	1.0	1.0
100750245	0.0	0.0
28832	1.0	6.0
100750246	0.0	6.0
100750247	0.0	1.0
100131481	0.0	0.0
53840	40.0	43.0
53841	11.0	1.0
28830	0.0	0.0
53842	0.0	0.0
100131478	1.0	1.0
28847	27.0	29.0
102060282	29.0	10.0
28819	1.0	2.0
28817	980.0	995.0
28818	6.0	13.0
100131469	0.0	0.0
28811	0.0	4.0
28812	36.0	8.0
28810	4.0	12.0
28815	2794.0	3528.0
28816	1330.0	1161.0
28813	1308.0	1412.0
100507143	0.0	0.0
28814	110.0	108.0
51201	1399.0	981.0
119687	0.0	0.0
51200	182.0	42.0
51203	381.0	4692.0
51202	112.0	64.0
51205	857.0	775.0
51204	819.0	1978.0
51207	0.0	1.0
51206	10.0	5.0
119682	0.0	0.0
51209	269.0	62.0
51208	22.0	5.0
28828	0.0	0.0
100507135	22.0	9.0
28829	0.0	0.0
100131457	2.0	4.0
28822	561.0	382.0
28823	772.0	535.0
28820	750.0	788.0
100131454	12.0	19.0
28821	7.0	11.0
28826	61.0	64.0
28827	0.0	0.0
100131451	0.0	5.0
28824	3.0	6.0
28825	1086.0	957.0
119678	0.0	0.0
119679	0.0	0.0
89801	239.0	283.0
51214	19.0	15.0
51213	0.0	0.0
51218	2009.0	3939.0
286183	4.0	2.0
286184	0.0	0.0
286186	0.0	0.0
286187	1.0	3.0
286189	38.0	2.0
648532	0.0	0.0
100507163	0.0	0.0
100131442	0.0	0.0
100131440	4.0	0.0
89839	70.0	243.0
89838	0.0	0.0
89837	0.0	0.0
100507170	0.0	0.0
51222	2740.0	1722.0
51225	563.0	1861.0
286190	11.0	8.0
89832	5.0	10.0
51224	0.0	3.0
51227	1111.0	1210.0
51226	1259.0	1134.0
51228	3571.0	3758.0
347613	29.0	3.0
28808	0.0	0.0
28809	410.0	570.0
28806	0.0	1.0
100131439	0.0	0.0
28807	0.0	0.0
100507157	0.0	0.0
100131434	137.0	23.0
28800	0.0	0.0
28801	1.0	6.0
28804	186.0	86.0
28805	0.0	0.0
28802	0.0	2.0
28803	529.0	711.0
51230	3617.0	3862.0
90809	1308.0	1753.0
51232	17368.0	10762.0
51231	1284.0	2975.0
51234	3138.0	5843.0
51233	11.0	7.0
89822	7.0	18.0
51236	851.0	2150.0
51237	446.0	477.0
51239	288.0	858.0
90806	1376.0	2441.0
100507102	11.0	16.0
129049	430.0	576.0
154007	831.0	810.0
26279	37.0	332.0
203859	256.0	79.0
26272	611.0	956.0
26271	456.0	948.0
26273	2325.0	3824.0
26276	795.0	1005.0
26275	1401.0	1759.0
26278	3710.0	809.0
26277	3340.0	5491.0
26270	425.0	1580.0
26285	0.0	0.0
26284	1863.0	2468.0
26287	20.0	45.0
26286	3986.0	4680.0
26289	5541.0	1537.0
26281	37.0	21.0
26280	204.0	19.0
100507127	46.0	7.0
100507125	4.0	1.0
129025	0.0	0.0
26258	2839.0	4245.0
26257	2.0	7.0
26259	1225.0	1973.0
26251	6.0	25.0
168667	84.0	38.0
