id	d8f60cfe-3faa-406f-8ed6-2bb201dc36f4	96833a09-14ce-4483-b17d-f4328e0b68f5
26123	3200.0	1246.0
28784	118.0	2.0
130132	473.0	78.0
28756	0.0	3.0
28757	0.0	0.0
28754	0.0	3.0
28755	756.0	69.0
100750326	0.0	1.0
28758	0.0	0.0
28759	0.0	0.0
28752	0.0	0.0
28753	0.0	1.0
28750	0.0	1.0
201140	2.0	0.0
28751	0.0	1.0
144776	0.0	0.0
28767	0.0	0.0
26103	0.0	3.0
28768	0.0	0.0
28765	0.0	0.0
28766	0.0	0.0
26108	388.0	156.0
28769	0.0	0.0
28760	0.0	0.0
26100	4391.0	6798.0
28763	0.0	2.0
28764	0.0	0.0
28761	0.0	0.0
28762	0.0	0.0
117194	9.0	3.0
117196	2.0	0.0
117195	36.0	1.0
154089	0.0	2.0
100287238	0.0	0.0
201158	80.0	411.0
100287234	0.0	0.0
201164	345.0	321.0
201161	333.0	873.0
201163	1223.0	1534.0
154091	123.0	172.0
154092	6.0	24.0
276719	0.0	1.0
100287229	3.0	33.0
100287227	23.0	153.0
100287226	6.0	18.0
201176	1003.0	1774.0
100287216	54.0	25.0
100287215	1.0	2.0
201181	45.0	64.0
129099	15.0	13.0
100287205	0.0	0.0
100287200	0.0	0.0
201191	25.0	57.0
130075	0.0	3.0
5510	2381.0	1116.0
166012	50.0	13.0
5509	686.0	1444.0
5500	10133.0	31913.0
5501	6239.0	4030.0
5502	7503.0	26.0
5504	2100.0	2632.0
5506	0.0	0.0
5507	614.0	122.0
154043	608.0	2520.0
5520	2711.0	1344.0
5521	78.0	12.0
193629	12.0	4.0
5519	10563.0	1803.0
26298	2123.0	15615.0
26297	545.0	361.0
5511	1967.0	3127.0
5512	0.0	7.0
5514	2475.0	2803.0
5515	5846.0	3757.0
26290	77.0	14.0
5516	5619.0	1227.0
154075	39.0	48.0
26292	1063.0	664.0
26291	1.0	1.0
5518	9657.0	4944.0
5530	3791.0	8460.0
5531	2339.0	3841.0
5532	4813.0	1776.0
5522	119.0	5.0
5523	1221.0	4088.0
5524	4656.0	4846.0
5525	7591.0	3482.0
5526	1190.0	520.0
5527	6274.0	5759.0
5528	2587.0	2234.0
154064	8.0	150.0
5529	2673.0	2640.0
286122	59.0	20.0
5540	1.0	41.0
5542	0.0	7.0
286128	258.0	478.0
51241	816.0	350.0
89858	23.0	32.0
89857	306.0	297.0
51244	915.0	786.0
51247	3448.0	1498.0
5533	802.0	139.0
51246	7919.0	4580.0
5534	3314.0	2932.0
51249	1428.0	914.0
5535	0.0	4.0
90835	6.0	33.0
89853	1233.0	425.0
5536	1539.0	1394.0
51248	1375.0	413.0
5537	5886.0	1392.0
5538	8046.0	8557.0
5539	0.0	0.0
28907	84.0	5.0
286133	8923.0	4.0
28908	1463.0	1048.0
28905	0.0	0.0
100131418	0.0	0.0
5550	2027.0	2396.0
28906	45.0	16.0
286135	0.0	0.0
5551	446.0	80.0
5552	5394.0	1686.0
100131415	0.0	0.0
5553	1.0	10.0
28909	0.0	0.0
5554	14.0	82.0
28900	27.0	0.0
28903	3.0	0.0
28904	23.0	1.0
28901	50.0	1.0
28902	14.0	1.0
51250	637.0	518.0
51252	100.0	7.0
51251	745.0	2119.0
89849	419.0	655.0
89848	335.0	530.0
51253	2450.0	3091.0
89846	857.0	459.0
51256	429.0	1422.0
89845	770.0	1265.0
51255	2132.0	2122.0
51258	2296.0	4057.0
5544	3.0	7.0
51257	4405.0	884.0
5545	1.0	10.0
5546	2170.0	1915.0
5547	9124.0	4129.0
51259	627.0	366.0
90826	661.0	763.0
5549	15788.0	3199.0
286140	133.0	93.0
90827	0.0	1.0
286144	1382.0	2036.0
5562	3884.0	4501.0
286148	1974.0	3125.0
5563	353.0	56.0
90861	3419.0	5979.0
5564	1514.0	725.0
90864	36.0	71.0
5565	1376.0	2100.0
51260	893.0	292.0
51263	1463.0	732.0
100287296	0.0	0.0
51265	33.0	72.0
51264	1282.0	861.0
51267	472.0	73.0
51266	11.0	4.0
5555	0.0	69.0
51268	39.0	82.0
89876	144.0	278.0
5557	257.0	425.0
5558	377.0	916.0
89874	25.0	7.0
90859	4.0	10.0
89872	0.0	0.0
286151	7.0	56.0
89870	0.0	0.0
5570	241.0	299.0
5571	2981.0	2176.0
5573	15741.0	10474.0
90850	782.0	1421.0
5574	0.0	11.0
90853	38.0	250.0
5575	646.0	604.0
5576	4527.0	7853.0
51270	15.0	27.0
100192378	95.0	63.0
51272	3071.0	1144.0
51271	4314.0	3615.0
51274	4262.0	2719.0
100287284	3.0	5.0
51276	227.0	1663.0
89869	3.0	34.0
51275	541.0	471.0
51278	998.0	653.0
51277	475.0	602.0
5566	7556.0	5119.0
89866	9.0	33.0
51279	3113.0	2721.0
5567	3034.0	1503.0
90843	1909.0	790.0
5568	0.0	1.0
5569	273.0	27.0
89891	967.0	2571.0
5580	5141.0	1475.0
89890	831.0	2048.0
5581	724.0	381.0
5582	0.0	2.0
5583	2311.0	945.0
5584	1359.0	5826.0
5585	3433.0	21434.0
5586	3615.0	4092.0
5587	750.0	158.0
100287279	0.0	0.0
51281	398.0	437.0
51280	3454.0	4480.0
51283	2666.0	2328.0
100287272	4.0	3.0
51282	830.0	1221.0
51285	888.0	221.0
51284	672.0	224.0
51287	1170.0	927.0
119722	0.0	2.0
51286	0.0	15.0
51289	0.0	2.0
100287270	0.0	1.0
5577	25139.0	415.0
5578	1007.0	221.0
5579	475.0	96.0
89894	487.0	397.0
5591	10397.0	46664.0
5592	1049.0	587.0
90871	1575.0	2730.0
5593	37.0	163.0
5594	8302.0	7799.0
347598	0.0	0.0
5595	6342.0	1358.0
5596	31.0	63.0
5597	1637.0	3967.0
90874	516.0	376.0
5598	848.0	560.0
51290	2252.0	6471.0
51292	2508.0	1869.0
5590	216.0	718.0
51291	613.0	981.0
100287266	0.0	1.0
51294	2916.0	725.0
100287261	0.0	0.0
51293	911.0	1004.0
51296	1681.0	421.0
51295	1049.0	5804.0
51298	7.0	4.0
51297	0.0	0.0
51299	4026.0	131.0
119710	474.0	235.0
5588	59.0	26.0
5589	6819.0	24548.0
90865	5681.0	71.0
89887	122.0	143.0
89886	13.0	17.0
89885	10.0	4.0
89884	42.0	253.0
89883	0.0	15.0
89882	0.0	1.0
286101	2152.0	3405.0
286102	0.0	0.0
286103	9.0	104.0
347584	0.0	0.0
5599	1430.0	5916.0
347687	5.0	0.0
347686	0.0	0.0
132612	0.0	2.0
28855	0.0	0.0
28854	0.0	0.0
28859	0.0	0.0
28850	0.0	0.0
53822	8.0	12.0
53820	8.0	23.0
53826	1672.0	593.0
53827	3745.0	5455.0
345016	0.0	0.0
347673	2.0	11.0
53828	0.0	10.0
53829	741.0	41.0
347675	0.0	6.0
28866	0.0	0.0
100507173	3.0	77.0
26205	800.0	1699.0
132625	0.0	3.0
28864	0.0	0.0
100507171	173.0	58.0
28865	2.0	1.0
26207	1279.0	804.0
100507178	14.0	203.0
26206	59.0	114.0
28869	0.0	0.0
100131493	1.0	0.0
28862	16.0	2.0
28863	2.0	0.0
28861	1.0	0.0
53833	74.0	265.0
53834	2816.0	1979.0
53831	15.0	27.0
53832	702.0	448.0
53838	2238.0	680.0
53836	112.0	5.0
144608	119.0	210.0
28833	0.0	1.0
28834	2.0	0.0
28831	0.0	0.0
100750245	0.0	0.0
28832	0.0	0.0
100750246	1.0	1.0
100750247	6.0	47.0
100131481	0.0	0.0
53840	40.0	17.0
53841	3.0	129.0
28830	0.0	0.0
53842	0.0	0.0
100131478	0.0	1.0
28847	1.0	0.0
102060282	13.0	24.0
28819	0.0	2.0
28817	158.0	4.0
28818	0.0	0.0
100131469	0.0	0.0
28811	1.0	0.0
28812	7.0	1.0
28810	7.0	0.0
28815	776.0	384.0
28816	804.0	265.0
28813	902.0	188.0
100507143	0.0	0.0
28814	97.0	1.0
51201	1907.0	1699.0
119687	0.0	0.0
51200	175.0	85.0
51203	170.0	2121.0
51202	77.0	249.0
51205	380.0	873.0
51204	735.0	611.0
51207	0.0	1.0
51206	0.0	9.0
119682	0.0	0.0
51209	182.0	13.0
51208	16.0	94.0
28828	0.0	0.0
100507135	8.0	15.0
28829	0.0	0.0
100131457	0.0	4.0
28822	458.0	119.0
28823	446.0	48.0
28820	428.0	93.0
100131454	20.0	75.0
28821	4.0	1.0
28826	150.0	3.0
28827	0.0	0.0
100131451	1.0	0.0
28824	1.0	0.0
28825	478.0	89.0
119678	0.0	0.0
119679	0.0	0.0
89801	148.0	307.0
51214	21.0	0.0
51213	0.0	1.0
51218	1857.0	901.0
286183	0.0	0.0
286184	0.0	1.0
286186	0.0	2.0
286187	7.0	22.0
286189	40.0	33.0
648532	0.0	7.0
100507163	0.0	0.0
100131442	0.0	0.0
100131440	4.0	15.0
89839	61.0	589.0
89838	1.0	0.0
89837	3.0	1.0
100507170	0.0	0.0
51222	2613.0	759.0
51225	351.0	92.0
286190	3.0	72.0
89832	23.0	3.0
51224	2.0	98.0
51227	1292.0	1083.0
51226	2557.0	252.0
51228	2108.0	2052.0
347613	28.0	23.0
28808	0.0	0.0
28809	323.0	15.0
28806	0.0	0.0
100131439	0.0	0.0
28807	0.0	0.0
100507157	0.0	1.0
100131434	59.0	71.0
28800	0.0	0.0
28801	2.0	3.0
28804	5.0	2.0
28805	0.0	0.0
28802	2.0	2.0
28803	24.0	0.0
51230	2742.0	4266.0
90809	1118.0	935.0
51232	22605.0	6459.0
51231	1255.0	747.0
51234	2472.0	2085.0
51233	6.0	8.0
89822	43.0	2.0
51236	832.0	1329.0
51237	250.0	79.0
51239	273.0	316.0
90806	1291.0	2529.0
100507102	46.0	72.0
129049	198.0	9.0
154007	666.0	1205.0
26279	30.0	24.0
203859	164.0	10.0
26272	518.0	450.0
26271	202.0	578.0
26273	2222.0	1462.0
26276	692.0	560.0
26275	2171.0	1275.0
26278	1464.0	1771.0
26277	2900.0	1841.0
26270	543.0	522.0
26285	0.0	0.0
26284	1856.0	1234.0
26287	10.0	2.0
26286	2235.0	2910.0
26289	1395.0	52.0
26281	1.0	0.0
26280	4.0	0.0
100507127	10.0	4.0
100507125	2.0	0.0
129025	1.0	0.0
26258	3233.0	2480.0
26257	5.0	1.0
26259	1047.0	840.0
26251	10.0	107.0
168667	599.0	13.0
26254	3.0	3.0
26253	116.0	22.0
26256	115.0	676.0
144699	518.0	900.0
26255	0.0	29.0
100507114	29.0	0.0
100507113	17.0	358.0
100507118	2.0	21.0
100507117	3.0	35.0
26269	1450.0	1284.0
26268	3586.0	1626.0
201229	537.0	78.0
26261	15.0	91.0
119696	0.0	0.0
26260	2266.0	913.0
26263	970.0	2029.0
119694	0.0	0.0
26262	1232.0	755.0
201232	95.0	273.0
119695	0.0	0.0
26267	310.0	343.0
26266	45.0	463.0
119692	0.0	0.0
130074	9006.0	5482.0
129080	228.0	37.0
28899	0.0	0.0
26235	1446.0	2847.0
26238	43.0	60.0
28897	0.0	0.0
28898	5.0	1.0
100750225	5.0	123.0
26239	0.0	0.0
28891	18.0	0.0
28892	2.0	0.0
26230	289.0	992.0
201243	0.0	4.0
28890	0.0	0.0
26232	226.0	2913.0
28895	0.0	0.0
26231	164.0	151.0
28896	0.0	0.0
26234	12237.0	3678.0
28893	0.0	10.0
26233	313.0	740.0
28894	0.0	0.0
144638	6.0	2.0
132660	623.0	1536.0
26247	0.0	1.0
26246	0.0	0.0
26249	854.0	280.0
26248	1.0	0.0
100510707	0.0	0.0
201255	257.0	754.0
26240	480.0	856.0
201254	413.0	683.0
26242	0.0	0.0
26245	0.0	1.0
252839	2560.0	4518.0
132671	1237.0	507.0
130013	24.0	15.0
28877	5.0	0.0
28878	14.0	4.0
28875	12.0	4.0
28876	19.0	0.0
201259	0.0	1.0
28879	0.0	0.0
26219	2.0	4.0
492311	1341.0	493.0
168620	5.0	131.0
28870	3.0	0.0
201266	1441.0	1930.0
28873	0.0	0.0
28874	69.0	2.0
26212	1.0	0.0
28871	0.0	0.0
26211	0.0	0.0
28872	0.0	0.0
130026	358.0	494.0
26225	2496.0	2638.0
28888	3.0	0.0
26224	4086.0	3563.0
28889	0.0	0.0
26227	5615.0	6812.0
28886	0.0	0.0
26226	27.0	48.0
28887	0.0	0.0
26229	700.0	842.0
26228	19.0	12.0
28880	0.0	0.0
28881	5.0	0.0
28884	1.0	0.0
26220	21.0	8.0
28885	4.0	1.0
26223	0.0	0.0
28882	126.0	11.0
28883	0.0	0.0
492307	1.0	0.0
492303	23.0	66.0
105369550	3.0	4.0
100287114	0.0	0.0
100509927	0.0	0.0
100287102	0.0	0.0
203477	0.0	0.0
5607	959.0	393.0
5608	390.0	401.0
5609	1435.0	816.0
5600	804.0	85.0
5601	2598.0	964.0
5602	3608.0	150.0
5603	1575.0	3169.0
5604	4692.0	1799.0
5605	2863.0	3032.0
5606	2204.0	2231.0
5620	0.0	0.0
5618	3750.0	4729.0
5619	0.0	0.0
5610	4352.0	6604.0
5611	5368.0	6965.0
5612	2756.0	8650.0
5613	1202.0	2142.0
5616	0.0	0.0
5617	9.0	4.0
105370578	0.0	0.0
5630	25.0	12.0
5631	1733.0	280.0
166379	414.0	473.0
166378	514.0	2362.0
5629	589.0	198.0
100133941	8477.0	70495.0
5621	8588.0	7705.0
5623	126.0	50.0
5624	1.0	22.0
5625	40.0	76.0
5626	0.0	2.0
5627	4434.0	644.0
5628	0.0	0.0
5641	27967.0	4748.0
5634	1035.0	2389.0
5635	1852.0	1761.0
100133957	18.0	12.0
5636	753.0	2039.0
5638	1296.0	193.0
5639	181.0	401.0
5650	307.0	686.0
5651	0.0	20.0
5652	1511.0	3330.0
5653	258.0	122.0
5644	0.0	0.0
5645	0.0	4.0
5646	8.0	10.0
5648	139.0	3.0
5649	881.0	33.0
100131309	0.0	0.0
5660	101915.0	40778.0
5662	38.0	67.0
5663	4090.0	4368.0
5664	1080.0	1730.0
3002	101.0	19.0
347281	0.0	12.0
100131302	0.0	0.0
3001	178.0	35.0
3000	8.0	14.0
51360	1504.0	785.0
51362	1229.0	1404.0
51361	608.0	4597.0
51364	99.0	46.0
100287191	1.0	2.0
51363	2704.0	925.0
51366	7678.0	17129.0
89978	326.0	527.0
100287193	0.0	0.0
51365	114.0	25.0
51368	1827.0	1736.0
5654	18042.0	4260.0
5655	172.0	95.0
51367	1099.0	524.0
90956	1035.0	2036.0
5657	4.0	4.0
90957	1303.0	3694.0
89970	1528.0	2988.0
5670	0.0	0.0
5671	3.0	1.0
5672	39.0	3.0
347273	19.0	150.0
5673	7.0	3.0
90952	5543.0	300.0
5675	0.0	0.0
347275	0.0	2.0
3013	2.0	2719.0
3012	30.0	3898.0
3010	2.0	3.0
51371	3264.0	1657.0
3009	0.0	7556.0
100287183	0.0	0.0
3008	3.0	12076.0
51373	490.0	417.0
3007	0.0	5557.0
51372	1953.0	1553.0
51375	762.0	514.0
3006	949.0	16506.0
51374	5456.0	8241.0
3005	5139.0	3224.0
51377	1340.0	3834.0
3004	37.0	14.0
3003	89.0	26.0
51379	706.0	1926.0
51378	191.0	6.0
5669	0.0	1.0
5680	0.0	2.0
5681	2556.0	1517.0
5682	2654.0	1563.0
5683	568.0	591.0
5684	3087.0	1654.0
5685	3900.0	2576.0
347265	1.0	2.0
5686	2559.0	2641.0
3024	0.0	1754.0
3021	18942.0	25783.0
3020	1094.0	1564.0
100287177	0.0	0.0
51380	1356.0	533.0
100287178	0.0	0.0
51382	2742.0	1711.0
100287173	0.0	2.0
51384	4.0	10.0
3018	0.0	54.0
51386	11011.0	6461.0
3017	206.0	3995.0
51385	557.0	703.0
51388	977.0	1736.0
3015	2611.0	8830.0
100287171	115.0	82.0
3014	416.0	932.0
5676	0.0	0.0
51389	2573.0	902.0
5678	1.0	1.0
5690	4073.0	2978.0
5691	3145.0	3346.0
5692	7184.0	9880.0
5693	3824.0	3273.0
347252	10.0	19.0
5694	3079.0	3747.0
5695	4527.0	2830.0
5696	1831.0	1827.0
5697	3.0	3.0
3035	2121.0	1269.0
3034	16.0	26.0
3033	8958.0	1238.0
3032	9299.0	9158.0
3031	2.0	4.0
3030	16329.0	15857.0
51390	3473.0	1043.0
51393	916.0	337.0
3029	1500.0	1132.0
3028	2126.0	1482.0
51397	1094.0	532.0
3026	5.0	0.0
51399	1540.0	764.0
51398	4356.0	13442.0
5687	869.0	777.0
5688	4545.0	7494.0
5689	6066.0	5419.0
129401	419.0	520.0
347240	169.0	1683.0
129402	0.0	4.0
3046	2.0	0.0
3045	13.0	0.0
3044	0.0	0.0
3043	39488.0	64.0
3042	6.0	0.0
3040	8235.0	6.0
374900	525.0	1003.0
3039	136.0	0.0
3038	557.0	109.0
3037	1156.0	133.0
374907	175.0	85.0
3036	938.0	1.0
5698	916.0	426.0
5699	708.0	461.0
90990	121.0	1157.0
90993	869.0	196.0
3055	1235.0	408.0
3054	3851.0	5291.0
3053	25.0	21.0
100287144	0.0	0.0
3052	846.0	628.0
3051	0.0	0.0
3050	1.0	0.0
100287140	0.0	1.0
3049	3.0	2.0
3048	14.0	8.0
3047	5.0	0.0
90987	679.0	1456.0
3060	0.0	0.0
374920	174.0	97.0
3068	5952.0	22180.0
3067	167.0	2.0
374928	307.0	334.0
3066	3054.0	5959.0
3065	2791.0	2961.0
3064	7096.0	4319.0
3062	1.0	2.0
3061	7.0	26.0
3059	1825.0	536.0
3071	2325.0	981.0
3070	104.0	1320.0
3078	25.0	5.0
3077	1361.0	689.0
100287128	8.0	1.0
3075	9583.0	1467.0
3074	5700.0	3727.0
3073	4548.0	2636.0
374918	12.0	9.0
3069	33544.0	45933.0
3082	793.0	94.0
3081	116.0	64.0
3080	0.0	0.0
53938	686.0	524.0
28976	3170.0	3814.0
28977	1395.0	2811.0
28974	2339.0	5858.0
100131388	0.0	9.0
3087	536.0	50.0
28978	728.0	890.0
3084	768.0	100.0
3083	0.0	2.0
28972	3380.0	2666.0
53940	0.0	0.0
28973	2980.0	3258.0
28970	1275.0	8041.0
28971	1344.0	1289.0
53944	1108.0	1251.0
53942	3.0	169.0
53947	1231.0	227.0
3093	3686.0	3174.0
3092	5489.0	3684.0
3091	5109.0	6151.0
3090	1026.0	227.0
28987	1523.0	1658.0
28988	4082.0	6756.0
132989	263.0	319.0
100131378	4.0	2.0
3099	10835.0	10493.0
28985	1269.0	946.0
3098	5770.0	4724.0
28986	1186.0	617.0
3097	2780.0	4761.0
100507299	11.0	116.0
3096	1652.0	4839.0
100131374	0.0	0.0
28989	342.0	723.0
100507297	234.0	280.0
3094	5829.0	3782.0
337986	0.0	0.0
100131370	0.0	0.0
28983	7.0	17.0
28984	3301.0	340.0
28981	507.0	909.0
374819	209.0	204.0
26322	0.0	0.0
28982	257.0	2042.0
129303	902.0	399.0
100131369	16.0	0.0
28954	235.0	77.0
28955	311.0	118.0
28952	748.0	481.0
100131366	1.0	76.0
65944	0.0	2.0
337979	0.0	1.0
28958	1765.0	1471.0
337978	0.0	0.0
28959	6129.0	871.0
337977	0.0	2.0
28956	1374.0	1871.0
337976	0.0	0.0
28957	486.0	395.0
337975	0.0	0.0
337985	0.0	0.0
337984	0.0	0.0
337983	0.0	0.0
337982	0.0	1.0
28950	0.0	0.0
337981	0.0	0.0
28951	3018.0	6459.0
337980	0.0	0.0
51300	2931.0	3317.0
51302	284.0	985.0
89910	3201.0	2092.0
51301	181.0	55.0
51304	5671.0	2911.0
51303	565.0	292.0
51306	2702.0	1060.0
51305	0.0	4.0
51308	331.0	940.0
51307	2147.0	1746.0
51309	1363.0	641.0
130340	68.0	187.0
100131358	2.0	2.0
28965	291.0	32.0
28966	626.0	995.0
26301	348.0	1269.0
337969	0.0	3.0
28964	2560.0	2417.0
337968	0.0	0.0
28969	1765.0	5476.0
337967	0.0	0.0
337966	0.0	0.0
337965	0.0	0.0
28968	105.0	45.0
337964	0.0	0.0
26307	0.0	0.0
337974	0.0	0.0
144983	166.0	67.0
337973	0.0	0.0
337972	0.0	0.0
360200	11.0	33.0
337971	0.0	0.0
337970	0.0	0.0
28962	3422.0	1023.0
51311	312.0	104.0
51310	1151.0	550.0
28960	523.0	1153.0
51313	18234.0	2211.0
51312	1944.0	1409.0
51315	1944.0	1805.0
51314	20.0	7.0
51317	2089.0	1079.0
360205	0.0	0.0
51316	78.0	74.0
51319	1174.0	1372.0
360203	0.0	0.0
51318	1860.0	2026.0
374864	349.0	3.0
28938	253.0	25.0
100507267	1.0	1.0
28939	0.0	0.0
374860	129.0	5.0
28932	0.0	0.0
337959	0.0	0.0
100507261	0.0	0.0
28933	5.0	0.0
28930	16.0	1.0
28931	0.0	0.0
374868	1204.0	4935.0
100507266	101.0	218.0
28936	0.0	0.0
28937	171.0	6.0
28934	0.0	0.0
28935	222.0	12.0
337963	0.0	0.0
337960	0.0	1.0
51320	2299.0	6721.0
51322	7687.0	12347.0
53981	2908.0	4370.0
51321	3021.0	1785.0
51324	3616.0	3166.0
89932	1479.0	305.0
51326	40.0	54.0
51327	5.0	0.0
51329	24.0	35.0
28949	0.0	0.0
100507257	21.0	1.0
132946	17.0	240.0
100507251	0.0	0.0
28943	127.0	23.0
65975	21.0	205.0
28941	290.0	16.0
65977	1091.0	1127.0
28942	40.0	14.0
28947	0.0	0.0
132949	790.0	996.0
65979	2302.0	1972.0
28948	0.0	0.0
100507254	28.0	4.0
28946	1.0	0.0
89927	1945.0	353.0
144920	0.0	0.0
51330	362.0	2369.0
28940	49.0	4.0
51333	84.0	144.0
51332	175.0	1445.0
51335	2327.0	1307.0
51334	82.0	70.0
51337	1351.0	2063.0
360227	5.0	8.0
51339	525.0	771.0
51338	3357.0	257.0
360226	0.0	9.0
28918	0.0	1.0
28919	25.0	16.0
374887	32.0	47.0
65981	1107.0	1002.0
28916	0.0	0.0
65980	1417.0	1753.0
28917	0.0	0.0
374882	2232.0	3910.0
65983	1394.0	1389.0
100131328	0.0	6.0
65982	1448.0	1206.0
100131327	0.0	0.0
65985	3656.0	2325.0
65987	339.0	40.0
28910	0.0	0.0
65986	1768.0	438.0
28911	1.0	0.0
65989	84.0	25.0
132954	0.0	2.0
65988	559.0	525.0
100131320	55.0	3.0
28914	1326.0	468.0
28915	32.0	6.0
28912	1696.0	2001.0
28913	461.0	624.0
51340	1744.0	3593.0
100287098	6.0	6.0
89958	66.0	2774.0
51341	2480.0	716.0
100287091	0.0	0.0
100507290	518.0	180.0
51343	1253.0	1365.0
89953	953.0	1866.0
51348	54.0	5.0
51347	2330.0	2682.0
90933	1263.0	1171.0
100302090	0.0	5.0
65990	164.0	429.0
374875	189.0	641.0
28929	0.0	0.0
65992	1227.0	3201.0
28927	0.0	0.0
65991	3884.0	1207.0
28928	0.0	0.0
65993	978.0	2277.0
374872	25.0	13.0
65996	968.0	794.0
65998	1161.0	734.0
28921	17.0	0.0
65997	144.0	238.0
28922	0.0	1.0
65999	273.0	489.0
28920	4.0	1.0
374879	169.0	1245.0
28925	0.0	0.0
28926	0.0	0.0
374877	5.0	49.0
28923	83.0	5.0
100507274	0.0	1.0
28924	0.0	0.0
100287084	0.0	0.0
51351	3188.0	12085.0
100287087	4.0	2.0
51350	0.0	3.0
51352	5.0	7.0
100287083	0.0	0.0
89944	286.0	450.0
100287082	0.0	6.0
89941	1274.0	1496.0
130399	4484.0	36.0
166348	22.0	33.0
374897	0.0	5302.0
100507217	1570.0	2174.0
166336	3770.0	547.0
374899	284.0	772.0
203510	0.0	0.0
541611	0.0	0.0
154386	5.0	71.0
100507246	766.0	3430.0
100507249	0.0	29.0
100507240	5.0	14.0
101937451	2.0	5.0
100507244	15.0	166.0
100507242	12.0	19.0
100133991	60.0	205.0
100509894	15.0	13.0
203522	519.0	390.0
203523	597.0	407.0
130355	420.0	322.0
26353	5203.0	101.0
26355	1730.0	1668.0
26354	2452.0	6813.0
53904	26.0	12.0
53905	155.0	1706.0
130367	138.0	130.0
154313	5.0	4.0
203547	2274.0	2511.0
53918	1023.0	916.0
53919	110.0	29.0
100507203	8.0	7.0
53916	400.0	66.0
53917	112.0	151.0
100507206	4.0	2.0
28998	1068.0	1729.0
26335	0.0	1.0
28999	936.0	130.0
28996	15927.0	7652.0
26339	0.0	0.0
26338	0.0	0.0
28990	497.0	416.0
28991	770.0	1102.0
203562	5.0	3.0
26330	0.0	48.0
28992	360.0	835.0
26333	0.0	0.0
100169989	6.0	62.0
100509857	0.0	5.0
203569	0.0	0.0
100131393	0.0	0.0
100131390	1.0	0.0
168975	0.0	2.0
26341	0.0	0.0
26343	0.0	1.0
100289644	0.0	0.0
100289643	4.0	1.0
100289640	0.0	0.0
5706	2372.0	1876.0
5707	6921.0	5911.0
5708	8956.0	10111.0
5709	4131.0	4436.0
5700	913.0	675.0
5701	4093.0	4920.0
5702	3178.0	2554.0
5704	2796.0	2189.0
5705	3877.0	2562.0
100507401	0.0	9.0
100507404	0.0	5.0
100289635	758.0	980.0
5717	3428.0	4030.0
5718	2617.0	2856.0
5719	3812.0	3195.0
5710	4655.0	7089.0
5711	2345.0	1619.0
5713	2388.0	2808.0
5714	5961.0	16516.0
5715	838.0	701.0
5716	1757.0	1503.0
5730	8007.0	125.0
5728	6849.0	6592.0
5729	50.0	21.0
5720	4998.0	2200.0
5721	2295.0	1598.0
5723	450.0	1204.0
105370683	3.0	5.0
5724	1630.0	309.0
5725	7736.0	8593.0
5726	0.0	3.0
5727	1151.0	882.0
154288	0.0	0.0
100289619	0.0	2.0
5740	6478.0	1714.0
5741	0.0	0.0
5739	234.0	81.0
5731	11.0	21.0
5732	277.0	68.0
5733	9436.0	228.0
5734	1745.0	253.0
5736	3.0	3.0
5737	757.0	42.0
5738	4322.0	3458.0
102060414	3.0	2.0
100289607	0.0	1.0
100289605	1.0	0.0
5742	1047.0	557.0
5743	232.0	225.0
5744	603.0	47.0
5745	747.0	20.0
5746	201.0	15.0
5747	5081.0	11476.0
5760	1.0	16.0
5761	20.0	56.0
5763	5979.0	3543.0
3101	191.0	246.0
5753	99.0	1095.0
5754	1851.0	9720.0
5756	2482.0	3208.0
5757	10289.0	32363.0
5758	0.0	8.0
5759	18.0	47.0
5770	2718.0	2680.0
5771	1052.0	3044.0
5774	1689.0	1206.0
3112	83.0	82.0
3111	685.0	366.0
3110	6.0	125.0
3109	2319.0	563.0
3108	4141.0	457.0
3107	28389.0	20201.0
3106	41775.0	33328.0
3105	24492.0	31628.0
3104	450.0	771.0
5764	5160.0	58.0
5767	28.0	10.0
5768	6316.0	15645.0
5769	4.0	7.0
648315	0.0	0.0
5780	2292.0	1456.0
5781	16980.0	7972.0
5782	4362.0	5875.0
5783	3163.0	4562.0
5784	6304.0	13035.0
3123	5757.0	1959.0
3122	20393.0	6269.0
3121	0.0	0.0
3120	408.0	103.0
51481	0.0	0.0
51480	0.0	0.0
3119	1197.0	540.0
3118	1225.0	531.0
3117	1175.0	587.0
3116	60.0	10.0
3115	5584.0	1973.0
3113	7475.0	2423.0
5775	2027.0	2873.0
5777	1083.0	1790.0
5778	105.0	170.0
103164619	0.0	22.0
5790	0.0	0.0
5791	1760.0	647.0
5792	31789.0	39691.0
5793	6152.0	6318.0
5794	109.0	15.0
5795	1884.0	2237.0
5796	4035.0	16300.0
3134	1180.0	1431.0
3133	44242.0	15112.0
3132	9.0	0.0
3131	1288.0	86.0
100287067	0.0	0.0
51490	1000.0	721.0
100287063	0.0	0.0
51491	354.0	796.0
51493	3374.0	3030.0
3128	1579.0	350.0
51496	1663.0	2332.0
3127	3134.0	1308.0
51495	6330.0	5108.0
445815	557.0	21.0
51497	3027.0	5545.0
5786	5373.0	4292.0
5787	10183.0	692.0
51499	1162.0	654.0
5788	1922.0	1542.0
5789	580.0	438.0
3145	898.0	640.0
3142	482.0	71.0
3141	1637.0	5179.0
3140	1988.0	621.0
100287055	0.0	0.0
3139	295.0	256.0
3138	64.0	23.0
