id	15e2962d-44df-4c43-85d4-a58ca3299da2	702f5f23-47cb-49bd-ac6c-eb9eca14f028
5154	633.0	534.0
100422985	0.0	0.0
5155	1480.0	1046.0
100422986	1.0	4.0
5156	1438.0	161.0
100422987	0.0	3.0
5157	4972.0	9003.0
100422988	0.0	0.0
5158	1800.0	1216.0
100422989	0.0	0.0
100419337	0.0	0.0
101929548	15.0	3.0
5150	2090.0	1877.0
100049076	69.0	17.0
5148	19.0	231.0
5149	1.0	2.0
100422980	0.0	0.0
100422981	1.0	1.0
5162	4800.0	4023.0
100422993	0.0	0.0
5163	624.0	683.0
100422994	0.0	0.0
5164	6284.0	2449.0
100422995	0.0	0.0
5165	242.0	156.0
100422996	0.0	0.0
5166	17305.0	35549.0
100422997	0.0	1.0
5167	22584.0	258.0
5168	1006.0	1714.0
5169	71.0	19.0
101929559	0.0	0.0
101929557	1.0	3.0
5160	7455.0	3750.0
5161	0.0	0.0
256764	13806.0	808.0
254100	141.0	121.0
254102	1649.0	2653.0
5159	8736.0	3118.0
100422990	1.0	2.0
100422991	0.0	0.0
100422992	0.0	0.0
5173	0.0	2.0
100420341	77.0	20.0
5174	16.0	33.0
5175	14926.0	3126.0
5176	4874.0	1129.0
5178	2436.0	693.0
5179	16.0	2.0
5170	4251.0	1849.0
5172	71783.0	8.0
100420342	0.0	0.0
5184	7984.0	1158.0
5187	12478.0	2668.0
5188	1762.0	918.0
5189	2323.0	1493.0
254173	11.0	84.0
254170	2331.0	1414.0
100420359	0.0	0.0
100420358	6.0	20.0
100420356	1.0	1.0
100420354	0.0	0.0
5195	2376.0	2683.0
5196	23.0	6.0
5197	1.0	0.0
5198	2357.0	1654.0
5199	71.0	93.0
254187	292.0	339.0
5190	7196.0	10092.0
5191	1135.0	548.0
5192	1982.0	1227.0
5193	1784.0	762.0
5194	3099.0	2008.0
100270790	4.0	0.0
100420368	0.0	0.0
100420364	0.0	0.0
100420374	0.0	0.0
100420373	0.0	0.0
768239	1.0	1.0
105375380	0.0	0.0
53400	1.0	0.0
53405	2278.0	3888.0
100420377	0.0	0.0
53409	0.0	2.0
100420376	0.0	0.0
53407	2035.0	1736.0
100419392	1.0	6.0
100419391	9.0	17.0
101929520	0.0	0.0
768219	0.0	0.0
768218	0.0	0.0
768222	0.0	18.0
254158	29.0	7.0
53410	0.0	0.0
768220	2.0	12.0
100420393	1.0	2.0
100420392	0.0	0.0
112609	58.0	8.0
28457	3.0	1.0
28458	0.0	1.0
28452	0.0	1.0
28450	5.0	6.0
28455	0.0	1.0
28453	0.0	0.0
28454	1.0	0.0
90390	803.0	415.0
28468	5.0	9.0
653458	0.0	0.0
28469	0.0	0.0
101340251	2.0	7.0
101340250	0.0	0.0
101340252	0.0	1.0
28462	0.0	0.0
28463	0.0	0.0
28461	1.0	0.0
28466	2.0	0.0
28467	0.0	4.0
653464	254.0	277.0
28464	7.0	0.0
28465	4.0	5.0
653489	5.0	4.0
28438	0.0	0.0
28435	0.0	0.0
28439	4.0	11.0
653492	0.0	0.0
28430	2.0	0.0
28433	0.0	0.0
28434	0.0	4.0
28431	0.0	0.0
28432	0.0	0.0
28448	3.0	4.0
28449	1.0	1.0
28446	0.0	0.0
28447	0.0	0.0
28440	0.0	0.0
28441	0.0	0.0
653483	77.0	372.0
28444	5.0	7.0
28445	2.0	1.0
28442	14.0	16.0
653486	0.0	0.0
28443	0.0	0.0
28415	0.0	0.0
28416	1.0	0.0
28413	0.0	0.0
28414	2.0	1.0
28419	0.0	0.0
28417	0.0	0.0
28418	0.0	0.0
124626	0.0	0.0
388503	0.0	1.0
28411	0.0	0.0
28412	0.0	1.0
28410	1.0	0.0
388507	412.0	398.0
653499	21.0	87.0
28426	0.0	0.0
28427	0.0	0.0
28424	1.0	1.0
28425	1.0	0.0
28428	0.0	0.0
28429	1.0	0.0
28422	0.0	0.0
28423	1.0	3.0
28420	2.0	3.0
28421	0.0	0.0
102723099	17.0	7.0
388524	2.0	13.0
124602	584.0	3.0
388523	41.0	31.0
112611	1170.0	524.0
28405	0.0	0.0
28408	4.0	3.0
28409	0.0	2.0
112616	1487.0	6118.0
28406	0.0	0.0
28407	0.0	0.0
388514	0.0	0.0
28400	2.0	1.0
388512	0.0	6.0
28401	2.0	1.0
134359	714.0	631.0
158326	181.0	13.0
339263	458.0	90.0
401730	0.0	0.0
146336	0.0	0.0
401725	1.0	3.0
401720	51.0	162.0
90557	435.0	1441.0
90550	1330.0	1162.0
158314	8.0	85.0
106478999	0.0	0.0
106478998	1.0	0.0
106478997	0.0	0.0
106478996	0.0	0.0
106478995	0.0	0.0
106478994	0.0	0.0
391850	1.0	1.0
106478993	0.0	0.0
339256	0.0	0.0
106478992	0.0	0.0
339257	0.0	0.0
106478991	18.0	12.0
339258	0.0	0.0
106478990	2.0	0.0
800	27275.0	6290.0
801	25660.0	8986.0
802	0.0	0.0
342892	276.0	333.0
804	0.0	0.0
805	27617.0	30759.0
342898	0.0	0.0
342897	120.0	394.0
806	55.0	10.0
401718	15.0	11.0
807	2.0	9.0
401717	14.0	9.0
808	27307.0	9748.0
158345	59.0	99.0
339240	0.0	0.0
90586	7.0	6.0
339241	0.0	0.0
90589	33.0	22.0
378884	282.0	61.0
339244	0.0	0.0
653404	0.0	1.0
90580	1128.0	1247.0
391825	0.0	0.0
391827	5.0	5.0
810	1.0	97.0
811	222987.0	77497.0
340221	4.0	3.0
813	11716.0	4141.0
814	25.0	24.0
815	27.0	9.0
816	4494.0	786.0
401708	1.0	1.0
817	3501.0	1521.0
818	3028.0	1006.0
819	3461.0	6320.0
90576	289.0	210.0
339230	1684.0	1697.0
339231	1871.0	2553.0
339229	1629.0	2845.0
122335	0.0	1.0
124997	2821.0	1542.0
340217	0.0	0.0
124995	4075.0	4102.0
378881	0.0	0.0
820	56.0	33.0
821	106359.0	38366.0
822	12582.0	8818.0
823	24776.0	11128.0
824	19862.0	12879.0
825	76.0	309.0
826	29297.0	31981.0
827	568.0	97.0
134391	0.0	1.0
829	6090.0	7517.0
106478969	0.0	0.0
106478968	0.0	0.0
106478967	13.0	11.0
106478966	0.0	0.0
106478965	0.0	4.0
161931	12.0	7.0
106478964	0.0	0.0
106478963	0.0	0.0
339221	0.0	1.0
106478962	0.0	10.0
653423	0.0	3.0
106478961	0.0	0.0
106478960	1.0	0.0
653427	0.0	0.0
340205	17.0	22.0
340206	0.0	6.0
388228	1482.0	3370.0
830	7330.0	4330.0
831	17290.0	7820.0
832	20522.0	9671.0
833	5215.0	5249.0
834	252.0	147.0
835	2963.0	2096.0
836	1214.0	1058.0
837	636.0	513.0
838	1.0	2.0
342865	0.0	1.0
340204	0.0	61.0
839	948.0	1491.0
90594	760.0	640.0
100505993	0.0	1.0
106478959	0.0	0.0
106478958	2.0	5.0
100505994	44.0	37.0
106478957	9.0	10.0
106478956	1.0	3.0
641451	0.0	1.0
106478955	0.0	0.0
106478954	3.0	10.0
106478953	0.0	0.0
100505996	1.0	0.0
106478952	0.0	0.0
339210	89.0	104.0
106478951	1.0	0.0
106478950	0.0	0.0
146310	1.0	2.0
90592	591.0	882.0
7809	0.0	0.0
840	1421.0	640.0
841	1067.0	1293.0
842	2014.0	2073.0
843	1215.0	708.0
844	175.0	12.0
136991	0.0	0.0
845	517.0	28.0
342850	2.0	3.0
846	0.0	3.0
7802	4967.0	1653.0
847	29491.0	11430.0
7804	6786.0	2798.0
7803	7237.0	9585.0
7805	2276.0	2397.0
106478949	0.0	0.0
106478989	0.0	0.0
106478988	0.0	0.0
106478987	1.0	0.0
376267	952.0	1792.0
106478986	0.0	0.0
106478985	16.0	12.0
106478984	0.0	0.0
388254	4.0	1.0
106478983	1.0	1.0
388255	0.0	0.0
106478982	1.0	0.0
339201	1022.0	1294.0
653447	327.0	188.0
106478981	0.0	0.0
106478980	0.0	0.0
28594	0.0	0.0
7818	5425.0	5094.0
28595	3.0	8.0
148979	65.0	352.0
28592	2.0	0.0
28593	0.0	0.0
28599	0.0	0.0
401744	0.0	0.0
28597	0.0	0.0
401742	0.0	0.0
641455	0.0	0.0
7813	2367.0	1175.0
857	20725.0	8037.0
641457	2.0	0.0
7812	64655.0	23465.0
858	10451.0	7203.0
641456	0.0	0.0
859	18.0	0.0
28591	0.0	0.0
106478979	0.0	0.0
106478978	0.0	1.0
106478977	5.0	2.0
106478976	0.0	1.0
106478975	1.0	1.0
106478974	0.0	1.0
106478973	13.0	12.0
106478972	8.0	6.0
653435	1.0	5.0
106478971	3.0	16.0
653436	32.0	19.0
106478970	0.0	0.0
653437	4.0	1.0
146330	5434.0	2605.0
146325	0.0	132.0
860	177.0	1508.0
861	403.0	3822.0
862	1155.0	40.0
653440	578.0	1026.0
863	326.0	97.0
653441	134.0	62.0
864	145.0	99.0
865	2361.0	4200.0
866	0.0	3.0
867	2739.0	1572.0
868	2709.0	3798.0
869	101.0	58.0
134353	596.0	364.0
641467	67.0	116.0
7827	1.0	6.0
106478926	0.0	0.0
101929495	2.0	0.0
106478925	0.0	0.0
106478924	9.0	4.0
219402	3228.0	2825.0
106478923	0.0	0.0
7840	2760.0	1243.0
106478922	0.0	0.0
100505964	0.0	0.0
106478921	0.0	0.0
106478920	1.0	1.0
7841	4907.0	5251.0
388276	0.0	3.0
388275	4.0	12.0
388272	436.0	277.0
871	8877.0	11845.0
873	4702.0	1996.0
874	250.0	335.0
875	256.0	152.0
7832	51106.0	10230.0
100505967	0.0	0.0
7837	1284.0	3322.0
106478919	0.0	0.0
106478918	0.0	0.0
106478917	0.0	1.0
106478916	0.0	0.0
106478915	0.0	0.0
106478914	1.0	1.0
106478913	3.0	0.0
106478912	0.0	0.0
7851	442.0	62.0
106478911	0.0	0.0
100505953	0.0	0.0
7850	44.0	194.0
106478910	1.0	0.0
7852	427.0	891.0
100270754	1.0	0.0
881	9.0	3.0
100270755	0.0	4.0
883	718.0	589.0
885	2.0	1.0
886	0.0	0.0
887	18.0	26.0
100270753	0.0	0.0
7844	2352.0	2842.0
889	3496.0	1870.0
7846	3664.0	10423.0
106478909	1.0	0.0
219409	0.0	0.0
7849	186428.0	74919.0
220416	0.0	4.0
106478948	0.0	0.0
106478947	0.0	0.0
106478946	0.0	0.0
106478945	0.0	0.0
7862	3441.0	2549.0
106478944	0.0	0.0
100174857	0.0	4.0
106478943	40.0	9.0
5201	4740.0	3907.0
106478942	5.0	0.0
5202	1990.0	5223.0
106478941	0.0	0.0
106478940	0.0	0.0
890	56.0	381.0
891	1001.0	1046.0
892	4362.0	2196.0
894	18305.0	12607.0
342808	0.0	1.0
895	0.0	0.0
896	7666.0	7307.0
388289	5.0	3.0
897	2.0	2.0
898	245.0	189.0
899	402.0	483.0
7855	5110.0	801.0
7857	24.0	132.0
171392	722.0	590.0
100505989	1.0	0.0
106478939	1.0	0.0
219417	0.0	0.0
106478938	0.0	0.0
219438	0.0	0.0
106478937	0.0	0.0
219437	0.0	0.0
106478936	0.0	0.0
7871	6692.0	1562.0
219436	0.0	0.0
106478935	0.0	0.0
106478934	0.0	0.0
100505970	21.0	37.0
5210	388.0	1663.0
7873	10225.0	5618.0
100505975	70.0	52.0
106478933	0.0	0.0
5211	14000.0	9380.0
106478932	0.0	0.0
219432	0.0	0.0
5212	400.0	4.0
106478931	0.0	0.0
5213	5935.0	3019.0
219431	0.0	0.0
7874	10563.0	5237.0
106478930	0.0	0.0
388284	363.0	56.0
171389	4.0	19.0
100420508	0.0	0.0
100420505	43.0	18.0
105377595	27.0	8.0
5203	777.0	1099.0
7866	3783.0	3527.0
100420503	5.0	3.0
5204	26596.0	51903.0
100420502	16.0	1.0
5205	9294.0	1308.0
100420501	0.0	0.0
7867	12021.0	18915.0
5207	66.0	45.0
7869	3461.0	25694.0
5208	17987.0	2196.0
106478929	0.0	0.0
5209	1178.0	1371.0
219429	0.0	0.0
106478928	0.0	0.0
219428	0.0	0.0
106478927	0.0	0.0
219447	0.0	0.0
7881	6877.0	4885.0
7884	2590.0	2757.0
219445	0.0	5.0
5222	51.0	4.0
90523	130.0	23.0
5223	2188.0	336.0
5224	0.0	0.0
90522	1528.0	1337.0
100419521	0.0	1.0
220433	53.0	95.0
146378	0.0	1.0
100420519	2.0	3.0
5214	15486.0	6188.0
158373	266.0	45.0
7879	25998.0	14116.0
5216	24194.0	33188.0
100420512	0.0	2.0
5217	16561.0	7198.0
5218	3659.0	1252.0
158376	50.0	79.0
100505929	0.0	0.0
158358	3504.0	1954.0
5230	23275.0	6353.0
220429	2.0	0.0
5232	0.0	0.0
5233	12.0	12.0
101929467	0.0	1.0
219453	0.0	0.0
100270709	0.0	1.0
146395	28.0	109.0
100505919	2.0	0.0
100420527	5.0	5.0
100420526	13.0	5.0
5225	1.0	0.0
5226	14615.0	6674.0
100505911	109.0	118.0
5228	13290.0	2614.0
90507	5485.0	8687.0
5229	1965.0	1314.0
90506	309.0	619.0
5241	236.0	766.0
219469	0.0	0.0
101929471	1.0	1.0
5243	502.0	25.0
5244	94.0	43.0
101929478	0.0	0.0
5245	7178.0	3302.0
219464	0.0	0.0
5246	0.0	1.0
5236	5170.0	1435.0
5238	2947.0	1847.0
5239	2275.0	25.0
100505945	4.0	3.0
158399	352.0	217.0
5250	27601.0	18709.0
101929484	7.0	13.0
5251	569.0	58.0
5252	11163.0	13175.0
219479	0.0	0.0
5253	7075.0	3712.0
5255	2085.0	1977.0
219477	0.0	0.0
5256	3154.0	3815.0
5257	9526.0	2176.0
220441	1125.0	343.0
100419558	1.0	0.0
100419554	0.0	0.0
90525	974.0	2596.0
158383	9.0	2.0
100420546	4.0	9.0
90527	9818.0	7233.0
158381	18.0	20.0
100505933	91.0	47.0
90529	1284.0	987.0
5261	2187.0	4296.0
5264	4885.0	1186.0
5265	4215.0	214749.0
5266	6.0	12.0
5267	0.0	0.0
219487	0.0	0.0
5268	2.0	127.0
101929410	109.0	103.0
219484	0.0	0.0
219482	0.0	0.0
5260	128.0	119.0
5258	0.0	0.0
5259	0.0	2.0
5272	898.0	626.0
5273	0.0	0.0
5274	568.0	520.0
28509	0.0	0.0
5275	0.0	0.0
5276	4.0	0.0
5277	827.0	577.0
101929423	181.0	17.0
5279	2132.0	2110.0
28503	0.0	0.0
28504	0.0	0.0
28501	0.0	0.0
28502	0.0	0.0
219493	0.0	0.0
28507	0.0	0.0
28508	0.0	0.0
5270	1565.0	1657.0
28505	0.0	0.0
101929428	0.0	2.0
5271	518.0	524.0
28506	0.0	0.0
256435	2058.0	736.0
28500	0.0	0.0
5269	9450.0	7530.0
105377617	0.0	0.0
5283	2270.0	690.0
5284	405.0	12.0
100420450	3.0	0.0
5286	7286.0	4214.0
5287	3371.0	1099.0
5288	19.0	2.0
5289	3685.0	2008.0
101929437	0.0	0.0
5280	151.0	33.0
5281	826.0	404.0
5282	4.0	9.0
102723166	9.0	121.0
102723167	39.0	10.0
102723165	2.0	2.0
100420458	3.0	0.0
5294	253.0	21.0
100420462	4.0	0.0
5295	6306.0	1930.0
100419472	0.0	1.0
5296	69.0	327.0
5297	8628.0	2569.0
5298	11174.0	5785.0
100419471	0.0	1.0
5290	1750.0	949.0
100419477	0.0	0.0
5291	8508.0	2800.0
5292	1617.0	4828.0
5293	962.0	1641.0
100420473	0.0	0.0
100101932	0.0	0.0
100101938	0.0	0.0
256472	14.0	365.0
256471	1342.0	1019.0
100419489	2.0	6.0
100101935	0.0	0.0
100270680	3.0	19.0
100420477	3.0	1.0
100420476	55.0	5.0
100420484	0.0	0.0
100270679	0.0	0.0
100270673	0.0	0.0
106614088	5.0	10.0
101929402	17.0	88.0
100270648	0.0	0.0
101929407	241.0	1.0
105375013	13.0	33.0
641365	0.0	0.0
641364	3.0	3.0
401696	0.0	0.0
28578	0.0	0.0
28579	0.0	0.0
401692	0.0	0.0
124944	41.0	60.0
28572	1.0	0.0
28573	2.0	0.0
28570	0.0	0.0
28571	0.0	0.0
28576	0.0	0.0
28577	5.0	5.0
653354	0.0	40.0
28574	0.0	0.0
401687	0.0	0.0
28575	0.0	1.0
641372	7.0	6.0
641371	107.0	44.0
112950	3097.0	3519.0
641373	1.0	1.0
28589	2.0	1.0
28583	10.0	0.0
28584	0.0	0.0
28581	0.0	1.0
28582	0.0	0.0
28587	0.0	0.0
124930	284.0	1222.0
28588	0.0	0.0
28585	0.0	0.0
28586	4.0	1.0
28580	0.0	0.0
124935	6265.0	5543.0
124936	4283.0	3570.0
378805	1110.0	1513.0
641380	0.0	0.0
112942	5300.0	5659.0
378807	6.0	21.0
641382	0.0	0.0
641384	0.0	4.0
401675	0.0	0.0
28558	7.0	9.0
28559	46.0	67.0
28556	0.0	0.0
28557	3.0	3.0
148930	0.0	0.0
401667	0.0	0.0
28555	0.0	0.0
401666	0.0	0.0
28552	0.0	0.0
148932	2816.0	1282.0
401665	0.0	0.0
641379	0.0	0.0
124925	7.0	4.0
401664	0.0	0.0
28569	1.0	0.0
401663	0.0	0.0
112939	5209.0	10525.0
401662	0.0	0.0
28567	10.0	5.0
401661	0.0	0.0
28568	4.0	3.0
112937	231.0	15.0
112936	5671.0	2497.0
449645	1.0	2.0
28561	0.0	0.0
124912	1.0	0.0
653361	41.0	46.0
28560	1.0	0.0
28565	0.0	0.0
653363	0.0	0.0
653364	13.0	16.0
28566	1.0	0.0
28563	1.0	0.0
28564	1.0	2.0
378828	0.0	0.0
378825	0.0	1.0
391804	0.0	0.0
124989	551.0	740.0
391803	0.0	1.0
340286	0.0	3.0
653390	56.0	160.0
339290	3083.0	1588.0
339291	1.0	0.0
378818	0.0	0.0
378819	0.0	0.0
378810	0.0	0.0
391811	0.0	0.0
653381	2646.0	13.0
124975	71.0	893.0
124976	723.0	501.0
391819	0.0	0.0
124974	0.0	2.0
340277	569.0	780.0
340274	0.0	0.0
340273	0.0	3.0
339287	5757.0	6038.0
28514	609.0	287.0
28512	1115.0	603.0
28513	112.0	1.0
28518	3.0	0.0
28519	0.0	0.0
28516	1.0	0.0
28517	0.0	0.0
28510	0.0	0.0
28511	2807.0	2416.0
124961	1996.0	434.0
340267	214.0	119.0
340260	0.0	0.0
112970	591.0	348.0
28525	0.0	0.0
28526	24.0	80.0
28523	0.0	0.0
378832	8.0	4.0
28524	0.0	0.0
28521	1.0	0.0
28522	0.0	0.0
28520	0.0	0.0
900	8155.0	6005.0
901	5309.0	5420.0
340252	2872.0	1684.0
902	2024.0	1946.0
904	3523.0	2101.0
905	2836.0	4966.0
908	9166.0	7223.0
909	3.0	167.0
340371	2111.0	6747.0
136895	1069.0	605.0
51081	4158.0	2934.0
51083	0.0	4.0
51082	5472.0	5213.0
51085	108.0	1837.0
51084	3443.0	632.0
51087	202.0	19.0
51086	9.0	12.0
146212	16.0	28.0
51088	1268.0	529.0
910	2.0	10.0
90678	3398.0	2638.0
911	38.0	126.0
912	159.0	307.0
913	23.0	25.0
914	127.0	106.0
915	46.0	36.0
916	175.0	127.0
917	45.0	13.0
919	83.0	50.0
90673	2250.0	1485.0
51090	1826.0	839.0
51092	7904.0	5077.0
51091	1377.0	1407.0
51094	8244.0	4908.0
51093	3945.0	3930.0
51096	3118.0	1583.0
51095	1219.0	1481.0
146225	17.0	40.0
51098	3322.0	1614.0
340359	27.0	3.0
51097	5087.0	2761.0
146223	24438.0	6168.0
51099	1562.0	421.0
920	855.0	1118.0
146227	227.0	1728.0
921	96.0	79.0
90668	131.0	118.0
922	0.0	0.0
923	114.0	61.0
340351	183.0	480.0
924	43.0	99.0
643941	0.0	1.0
925	180.0	178.0
926	39.0	635.0
927	0.0	2.0
928	24794.0	10561.0
100312775	13.0	7.0
929	2392.0	1448.0
158228	495.0	184.0
339366	159.0	100.0
26095	64.0	1.0
401825	0.0	0.0
26098	1123.0	1941.0
340348	2840.0	278.0
26097	7456.0	6419.0
388324	730.0	785.0
26099	12575.0	7923.0
388325	54.0	36.0
930	6.0	141.0
148898	823.0	1552.0
931	16.0	16.0
388323	132.0	26.0
932	0.0	1.0
933	371.0	1623.0
643954	0.0	1.0
26090	15583.0	13953.0
134265	1343.0	222.0
26092	9987.0	4076.0
936	2.0	0.0
26091	2392.0	3166.0
158234	1231.0	925.0
26094	1897.0	970.0
643955	0.0	0.0
938	49.0	0.0
26093	3264.0	1971.0
939	281.0	225.0
401827	0.0	23.0
90693	650.0	310.0
158219	745.0	1617.0
134266	1175.0	920.0
643971	4.0	0.0
940	31.0	23.0
941	26.0	25.0
124872	1630.0	125.0
942	101.0	130.0
943	28.0	700.0
342994	8.0	21.0
944	19.0	10.0
643965	0.0	75.0
945	38.0	67.0
946	0.0	1516.0
7903	332.0	1760.0
947	8620.0	1138.0
158222	63.0	39.0
948	4459.0	462.0
949	2293.0	2215.0
7905	41445.0	22855.0
136853	777.0	610.0
401895	0.0	1.0
339344	710.0	567.0
339345	0.0	2.0
653308	331.0	364.0
26074	100.0	37.0
7918	2322.0	2342.0
26073	8137.0	4541.0
7917	21081.0	24478.0
7919	4221.0	11544.0
950	21355.0	25446.0
951	323.0	285.0
952	319.0	9.0
388344	1276.0	1025.0
953	3813.0	9243.0
954	99.0	9943.0
643976	0.0	0.0
955	6374.0	5616.0
641311	1.0	1.0
956	702.0	1392.0
957	1472.0	817.0
958	1852.0	1488.0
959	20.0	10.0
7913	12475.0	2868.0
7916	27831.0	28398.0
7915	4512.0	3234.0
26071	4031.0	5459.0
388341	1095.0	602.0
26085	6.0	545.0
388339	30.0	39.0
26084	1226.0	1278.0
342979	1407.0	870.0
960	18322.0	28067.0
26086	960.0	3460.0
342977	36.0	335.0
388335	1898.0	205.0
961	9230.0	12437.0
26088	6734.0	8878.0
962	105.0	77.0
388336	107.0	5191.0
963	294.0	348.0
388333	4.0	0.0
965	500.0	1225.0
966	28337.0	12098.0
7920	697.0	520.0
643987	0.0	0.0
967	52697.0	118364.0
7923	3237.0	1931.0
7922	21720.0	5014.0
968	22.0	25.0
969	91.0	54.0
26080	0.0	1.0
643988	975.0	6417.0
26083	9.0	9.0
161835	46.0	25.0
134218	4031.0	2217.0
100312782	0.0	0.0
7941	1713.0	475.0
7940	125.0	459.0
26059	87.0	100.0
339324	2353.0	1841.0
339327	824.0	925.0
26052	231.0	109.0
26051	1536.0	80.0
339318	1737.0	991.0
340307	1.0	0.0
26054	7742.0	7572.0
970	7.0	31.0
971	177.0	449.0
26053	1637.0	1973.0
972	56259.0	59515.0
26056	3784.0	1589.0
973	14.0	27.0
974	50.0	74.0
26058	8953.0	3196.0
975	52332.0	39685.0
26057	8943.0	6218.0
653333	30.0	49.0
976	3941.0	5115.0
7932	0.0	13.0
100312789	1.0	0.0
977	9591.0	28936.0
100312788	0.0	0.0
978	149.0	141.0
643996	2.0	0.0
7936	5676.0	6498.0
100312785	0.0	0.0
26050	970.0	89.0
100312787	0.0	0.0
641339	376.0	299.0
161823	1533.0	593.0
100312792	0.0	0.0
100312794	14.0	15.0
100312790	0.0	0.0
148870	48.0	72.0
388364	0.0	0.0
388363	137.0	222.0
653316	20.0	9.0
653319	1228.0	2176.0
148867	2309.0	2086.0
26063	531.0	781.0
122258	1.0	1.0
26062	1.0	1.0
102578074	1.0	2.0
26065	13963.0	10755.0
26064	1866.0	1313.0
983	225.0	362.0
984	3021.0	2125.0
146206	36.0	47.0
987	8280.0	4243.0
988	4226.0	1949.0
7942	4415.0	2105.0
989	8185.0	5880.0
26061	2446.0	991.0
161829	4.0	8.0
100312798	14.0	0.0
26060	4639.0	2557.0
219525	0.0	0.0
5300	2875.0	1666.0
5301	0.0	0.0
339302	0.0	0.0
388394	1.0	0.0
990	87.0	138.0
991	118.0	636.0
100419609	0.0	0.0
342945	759.0	425.0
993	491.0	231.0
994	3394.0	5135.0
51001	925.0	848.0
100419606	2.0	0.0
51000	2734.0	1165.0
995	8.0	57.0
996	9262.0	3295.0
51003	523.0	540.0
100419608	7.0	19.0
997	3969.0	5388.0
51002	860.0	1292.0
388389	5.0	3.0
998	12410.0	10102.0
51005	1731.0	854.0
999	73486.0	20964.0
51004	784.0	982.0
158293	6201.0	2556.0
51006	6115.0	8174.0
7955	119.0	176.0
51009	4315.0	3829.0
7957	824.0	239.0
51008	1960.0	897.0
158297	12.0	9.0
219537	61.0	79.0
5310	6189.0	4439.0
5311	3096.0	1878.0
101929387	8.0	6.0
388387	3.0	3.0
100419614	0.0	0.0
388381	2.0	1.0
51010	1238.0	809.0
100420608	0.0	0.0
342933	4.0	3.0
51012	3622.0	1856.0
51011	4421.0	936.0
51014	6316.0	5243.0
51013	1521.0	2314.0
51016	836.0	1795.0
7965	1655.0	451.0
51015	1494.0	878.0
5303	1673.0	2770.0
51018	1289.0	834.0
5304	17.0	0.0
5305	2116.0	526.0
5306	11617.0	5593.0
5307	21.0	25.0
51019	2134.0	1996.0
342931	1.0	0.0
5308	3.0	2.0
101929390	0.0	0.0
5309	2.0	9.0
219527	26.0	6.0
101929397	0.0	0.0
7980	23.0	63.0
5320	116.0	10.0
7982	5445.0	1274.0
5321	343.0	103.0
5322	67.0	34.0
7984	2855.0	773.0
219541	1005.0	651.0
51021	4277.0	3244.0
51020	3906.0	3858.0
51023	967.0	710.0
51022	294.0	201.0
51025	383.0	918.0
342926	1191.0	1253.0
51024	10487.0	8787.0
7976	1405.0	1817.0
5313	0.0	3.0
51027	1614.0	1108.0
100420613	0.0	0.0
51026	2016.0	1474.0
5314	10.0	3.0
7975	1868.0	1587.0
100420612	5.0	3.0
5315	48995.0	57470.0
51029	4203.0	2553.0
7978	793.0	587.0
51028	4723.0	2174.0
5316	5547.0	1814.0
5317	341.0	1082.0
5318	23.0	407.0
7979	4825.0	10198.0
219539	117.0	1751.0
5319	3.0	3.0
219557	0.0	0.0
7991	165.0	10056.0
5330	180.0	357.0
7994	6333.0	3018.0
5331	2342.0	2413.0
5332	2976.0	1420.0
7993	1512.0	693.0
5333	1754.0	4787.0
5334	673.0	64.0
51030	2812.0	2198.0
51032	10.0	12.0
51031	4988.0	3436.0
342918	16.0	28.0
100420627	0.0	0.0
51035	11768.0	17054.0
5324	398.0	3663.0
5325	451.0	369.0
5326	2484.0	1582.0
5327	2921.0	2244.0
7988	1817.0	1278.0
100420621	1.0	0.0
5328	1189.0	1411.0
5329	152.0	3817.0
158248	51.0	96.0
5340	0.0	0.0
5341	255.0	151.0
5342	2.0	2.0
5343	9.0	40.0
101929335	6.0	3.0
5345	84.0	207.0
63027	1290.0	230.0
342909	276.0	228.0
342908	425.0	1271.0
51043	5576.0	3619.0
51042	285.0	641.0
342900	0.0	0.0
100419649	0.0	0.0
51046	1.0	1.0
5335	6847.0	8398.0
90634	1023.0	2139.0
134285	4253.0	52.0
5336	1158.0	158.0
5337	701.0	219.0
90637	2354.0	2169.0
100420633	1.0	2.0
5338	2421.0	3038.0
5339	24184.0	29583.0
90639	1501.0	1306.0
5350	690.0	37.0
5351	10769.0	15262.0
5352	11622.0	7281.0
219578	1415.0	2.0
100419650	3.0	1.0
134288	29.0	0.0
63035	4081.0	1556.0
5354	211.0	55.0
5355	2736.0	8924.0
63036	1.0	6.0
5356	4827.0	3756.0
90632	305.0	2.0
101929344	0.0	0.0
161882	889.0	496.0
51050	28.0	18.0
51052	1.0	8.0
643906	1.0	1.0
51054	102.0	212.0
643904	9.0	22.0
51053	879.0	311.0
643905	0.0	0.0
51056	4873.0	985.0
51058	1433.0	1098.0
51057	538.0	272.0
643909	0.0	0.0
5346	304.0	43.0
90624	2377.0	792.0
51059	33.0	2.0
5347	132.0	234.0
5348	115.0	259.0
5349	24.0	183.0
90625	40.0	13.0
90627	5767.0	411.0
5360	2646.0	12846.0
5361	3340.0	6475.0
5362	7184.0	6041.0
101929351	144.0	110.0
5364	14400.0	48024.0
5365	106.0	394.0
5366	48.0	403.0
90665	0.0	0.0
5367	0.0	3.0
51061	10955.0	3787.0
51060	5624.0	6844.0
