id	40061da3-4d17-4319-a4a8-22b0fbad9fd9	c09b3169-05dc-4a2a-881a-05b4d2296d0a
112714	6.0	4.0
28341	0.0	0.0
28342	2.0	13.0
28340	0.0	0.0
653583	440.0	259.0
28345	0.0	0.0
28346	1.0	0.0
28343	6.0	14.0
28344	1.0	1.0
100420287	0.0	0.0
100420295	0.0	0.0
100420293	3.0	1.0
28316	18.0	10.0
28317	7.0	20.0
28314	0.0	3.0
28315	11.0	28.0
28318	34.0	98.0
112703	140.0	246.0
28312	0.0	8.0
28313	13.0	27.0
101929602	0.0	0.0
653598	0.0	0.0
28327	0.0	0.0
28328	0.0	0.0
28326	0.0	0.0
90293	65.0	120.0
28329	0.0	0.0
28320	1.0	14.0
401898	0.0	0.0
112770	1658.0	2431.0
105377820	0.0	0.0
112755	80.0	63.0
112752	1778.0	863.0
28305	7.0	45.0
28306	30.0	97.0
28304	7.0	30.0
28309	10.0	16.0
28307	68.0	199.0
28301	3.0	22.0
28300	11.0	27.0
124739	215.0	481.0
112744	0.0	0.0
388403	2998.0	2979.0
388401	1.0	4.0
388407	30.0	9.0
376412	12.0	2.0
653509	5.0	5.0
90441	2010.0	2413.0
388551	2.0	0.0
388552	509.0	684.0
122011	6.0	0.0
148641	59.0	59.0
102216342	0.0	0.0
388550	0.0	0.0
102216341	0.0	0.0
653505	0.0	0.0
641518	31.0	9.0
641517	0.0	0.0
641515	0.0	0.0
388536	530.0	325.0
388533	19.0	11.0
388531	26.0	9.0
148645	5.0	1.0
388532	5.0	0.0
340595	10.0	46.0
340596	155.0	25.0
90427	3786.0	3973.0
340598	0.0	4.0
161635	0.0	4.0
340591	399.0	219.0
388574	11.0	2.0
388569	262.0	292.0
388566	679.0	813.0
388567	206.0	176.0
388564	147.0	230.0
124641	0.0	0.0
90459	1060.0	898.0
653519	199.0	113.0
388561	1006.0	688.0
388559	31.0	22.0
124637	462.0	118.0
388558	1217.0	578.0
388555	0.0	0.0
388553	1.0	0.0
701	943.0	194.0
340571	0.0	0.0
705	608.0	435.0
706	2378.0	4622.0
340578	6.0	3.0
708	3642.0	2202.0
100505881	4057.0	2185.0
90485	107.0	100.0
90488	9458.0	4033.0
220717	149.0	276.0
100529855	17.0	7.0
388595	1.0	0.0
653543	0.0	0.0
653544	0.0	0.0
653545	0.0	0.0
388591	584.0	524.0
90480	1890.0	1868.0
653548	0.0	0.0
28495	2.0	0.0
28496	0.0	0.0
28493	3.0	2.0
28494	5.0	2.0
122046	0.0	0.0
653550	0.0	0.0
28499	12.0	14.0
388588	208.0	424.0
710	7855.0	10679.0
28497	4.0	18.0
28498	2.0	9.0
653553	17.0	31.0
711	1.0	0.0
712	1562.0	4014.0
340562	1.0	0.0
713	1464.0	4618.0
714	1467.0	3421.0
641556	0.0	1.0
715	8312.0	6986.0
716	13212.0	7007.0
28491	3.0	2.0
717	339.0	465.0
28492	0.0	0.0
718	14208.0	31606.0
719	314.0	841.0
28490	0.0	0.0
100505876	3437.0	2086.0
219731	172.0	47.0
100505877	0.0	2.0
100505875	11.0	35.0
122042	5.0	0.0
388585	4.0	15.0
388581	17.0	72.0
122038	0.0	1.0
388579	1.0	0.0
720	2099.0	3320.0
721	2686.0	3346.0
722	40.0	1.0
724	0.0	1.0
725	10.0	3.0
726	957.0	673.0
100505879	1.0	0.0
727	618.0	354.0
728	629.0	634.0
729	304.0	22.0
340554	572.0	72.0
219743	1700.0	984.0
339562	4.0	6.0
653566	69.0	45.0
653567	7.0	45.0
28479	109.0	329.0
339559	273.0	250.0
28473	542.0	805.0
28474	2895.0	7705.0
28471	221.0	567.0
340547	50.0	702.0
730	11819.0	7592.0
28477	0.0	0.0
731	1.0	1.0
28478	78.0	72.0
732	3.0	5.0
28475	0.0	0.0
124685	1.0	1.0
733	26.0	12.0
28476	0.0	0.0
734	4104.0	2940.0
735	3.0	4.0
738	6930.0	4647.0
340544	99.0	24.0
219738	385.0	327.0
28470	49.0	92.0
340542	1304.0	310.0
219736	892.0	262.0
340543	376.0	2.0
136647	1611.0	1033.0
100505894	570.0	288.0
100505892	0.0	0.0
100505893	2.0	1.0
219752	0.0	0.0
7710	1913.0	718.0
653557	0.0	0.0
100505890	0.0	0.0
7709	1665.0	1182.0
28484	0.0	0.0
28485	0.0	11.0
28482	3.0	0.0
740	6284.0	3815.0
28483	38.0	79.0
741	605.0	605.0
28488	1.0	0.0
28489	0.0	1.0
28486	6.0	4.0
744	3433.0	41.0
28487	3.0	2.0
7701	1969.0	1138.0
745	57.0	62.0
7700	1131.0	406.0
746	3097.0	3154.0
747	175.0	554.0
7703	2874.0	3276.0
7702	1066.0	572.0
340533	296.0	37.0
7705	6800.0	4531.0
28480	4.0	6.0
7704	1969.0	386.0
219749	1378.0	786.0
28481	53.0	108.0
7707	10525.0	3746.0
7706	4071.0	1978.0
339541	190.0	32.0
100270879	15.0	0.0
171017	2100.0	1307.0
768215	0.0	0.0
340526	3167.0	3403.0
340527	233.0	413.0
100270887	1.0	0.0
146059	990.0	684.0
768217	0.0	0.0
750	16.0	1.0
768216	0.0	0.0
768211	1393.0	797.0
752	3596.0	2141.0
753	2025.0	1064.0
171019	2.0	2.0
754	19589.0	22309.0
768213	0.0	0.0
755	2143.0	1448.0
340529	0.0	0.0
768212	0.0	0.0
100270885	3.0	0.0
7712	72.0	11.0
757	11543.0	4180.0
7711	97.0	74.0
758	2.0	0.0
100270880	0.0	0.0
100505845	0.0	0.0
759	6.0	7.0
7716	9928.0	4621.0
134082	0.0	0.0
134083	0.0	0.0
158055	39.0	31.0
7718	662.0	288.0
158056	605.0	484.0
158038	263.0	6.0
7730	3.0	1.0
100505832	190.0	8.0
7732	41.0	23.0
219771	8389.0	6136.0
219770	1.0	2.0
100270868	0.0	0.0
100270869	0.0	0.0
339535	67.0	1.0
340515	99.0	1.0
100270875	0.0	0.0
760	423.0	262.0
256714	25.0	67.0
100270876	0.0	0.0
761	126.0	184.0
768206	98.0	49.0
762	1238.0	12.0
763	31.0	12.0
100270871	0.0	0.0
256710	23.0	11.0
100270872	1.0	0.0
764	1.0	0.0
765	10.0	2.0
100270873	5.0	1.0
766	3.0	13.0
100270874	0.0	1.0
767	126.0	29.0
768	8.0	1.0
732275	0.0	0.0
100270870	3.0	0.0
100505835	6.0	0.0
7727	526.0	564.0
158046	25.0	27.0
7726	6814.0	3470.0
7728	1261.0	688.0
100505839	8.0	9.0
7741	1306.0	786.0
100505865	27.0	51.0
7743	2546.0	1071.0
339521	0.0	0.0
100270857	0.0	0.0
339524	62.0	47.0
770	1595.0	2263.0
100270864	0.0	0.0
771	783.0	122.0
205147	4.0	1.0
773	83.0	35.0
100270867	0.0	0.0
774	25.0	101.0
340508	0.0	0.0
775	245.0	416.0
776	1039.0	273.0
777	38.0	3.0
778	55.0	22.0
100505869	9.0	11.0
779	0.0	1.0
7733	1018.0	513.0
7738	920.0	517.0
7737	874.0	730.0
340501	4.0	0.0
7739	6580.0	2571.0
158078	2406.0	1332.0
7750	8956.0	4307.0
7752	606.0	471.0
100505854	1457.0	499.0
100505855	0.0	0.0
100505852	0.0	0.0
7754	2152.0	1011.0
7753	952.0	665.0
219793	0.0	1.0
219790	339.0	271.0
122060	1018.0	444.0
100270846	0.0	0.0
339512	10.0	1.0
100270847	1.0	0.0
100270848	3.0	0.0
780	18811.0	29961.0
781	4618.0	1833.0
100270853	5.0	2.0
782	465.0	826.0
339505	0.0	1.0
783	133.0	33.0
103689912	483.0	11.0
784	787.0	1798.0
103689911	20.0	4.0
785	288.0	81.0
786	0.0	3.0
100270850	3.0	0.0
100270851	3.0	2.0
788	1025.0	584.0
100270852	2.0	5.0
7745	3939.0	2047.0
789	0.0	0.0
103689918	0.0	0.0
103689917	3.0	0.0
732253	0.0	1.0
158062	35.0	28.0
7746	644.0	637.0
171024	1965.0	1155.0
7748	1363.0	1169.0
171023	8018.0	3687.0
103689913	0.0	0.0
171022	70.0	273.0
158067	492.0	181.0
103689915	2.0	1.0
7761	304.0	249.0
7760	1022.0	1210.0
7763	16436.0	9112.0
5100	82.0	154.0
7762	253.0	225.0
5101	781.0	795.0
7764	5732.0	5914.0
100270839	6.0	4.0
339500	1358.0	596.0
100270835	0.0	0.0
339501	0.0	0.0
100270836	0.0	0.0
790	3717.0	2631.0
100270837	0.0	0.0
100270838	0.0	0.0
793	17.0	7.0
794	4.0	6.0
100270844	1.0	1.0
795	0.0	0.0
796	16.0	2.0
797	4.0	7.0
100270840	25.0	17.0
798	0.0	0.0
799	4.0	14.0
100270841	6.0	5.0
7756	10280.0	6788.0
7755	538.0	814.0
7757	194.0	163.0
101929580	58.0	25.0
158011	0.0	0.0
100505806	659.0	290.0
7770	1034.0	512.0
101929581	6.0	3.0
7772	1141.0	649.0
7771	479.0	328.0
5110	5261.0	3863.0
101929582	0.0	0.0
5111	4675.0	3925.0
7773	488.0	325.0
7776	1514.0	759.0
7775	1044.0	899.0
101929589	0.0	1.0
100419416	0.0	0.0
100270832	13.0	10.0
100270833	7.0	1.0
100270834	0.0	0.0
100420406	1.0	0.0
100420405	0.0	0.0
5104	604.0	5.0
7767	739.0	629.0
5105	21.0	1.0
7766	103.0	87.0
5106	2632.0	1909.0
7769	1811.0	1032.0
100420401	8.0	5.0
7768	393.0	246.0
5108	19695.0	10219.0
101929590	1.0	0.0
101929591	23.0	0.0
7781	25.0	53.0
7780	703.0	10256.0
7783	3.0	1.0
7782	1785.0	884.0
5121	3591.0	2689.0
5122	18.0	13.0
7784	112.0	70.0
5125	1092.0	889.0
7786	651.0	543.0
90423	530.0	250.0
100419426	0.0	0.0
100419427	0.0	0.0
100419423	0.0	0.0
100270823	1.0	0.0
100420415	57.0	46.0
5116	3885.0	2037.0
100420414	5.0	16.0
100505826	21.0	11.0
90417	2941.0	1311.0
5118	1475.0	2079.0
90416	1514.0	844.0
7779	6112.0	3315.0
100420412	0.0	0.0
5119	6235.0	5956.0
158035	13.0	5.0
100420410	0.0	0.0
7791	11375.0	10684.0
5130	3676.0	3522.0
5132	9.0	2.0
90411	22333.0	10791.0
5133	874.0	208.0
5134	3504.0	1956.0
90410	1891.0	1131.0
7798	3798.0	2491.0
5136	3683.0	6305.0
146053	38.0	41.0
146050	1635.0	984.0
146057	1954.0	727.0
103091864	40.0	42.0
103091863	0.0	0.0
5126	4689.0	17549.0
7789	559.0	266.0
5127	5809.0	7206.0
5128	2473.0	1661.0
100505812	357.0	189.0
5129	1548.0	1506.0
90407	1127.0	2546.0
5140	320.0	174.0
100422971	1.0	1.0
5141	1992.0	860.0
100422972	0.0	1.0
5142	5798.0	1123.0
100422973	0.0	0.0
5143	88.0	2245.0
100422974	4.0	2.0
5144	5274.0	639.0
100422975	0.0	0.0
5145	5.0	14.0
5146	28.0	12.0
100422977	0.0	0.0
101929530	0.0	0.0
5147	1231.0	693.0
100422978	0.0	0.0
100422979	4.0	0.0
101929539	52.0	16.0
100419324	1.0	0.0
254128	582.0	258.0
254122	51.0	17.0
5137	159.0	211.0
7799	12300.0	3512.0
5138	1231.0	658.0
5139	350.0	224.0
100422970	0.0	0.0
5151	2729.0	1145.0
100422982	0.0	0.0
5152	424.0	1682.0
100422983	0.0	0.0
5153	250.0	114.0
100422984	0.0	0.0
5154	425.0	1153.0
100422985	0.0	0.0
5155	749.0	938.0
100422986	3.0	0.0
5156	1239.0	1278.0
100422987	0.0	0.0
5157	3444.0	2866.0
100422988	0.0	0.0
5158	1321.0	484.0
100422989	2.0	0.0
100419337	0.0	0.0
101929548	7.0	4.0
5150	5391.0	1417.0
100049076	9.0	3.0
5148	95.0	29.0
5149	0.0	1.0
100422980	2.0	1.0
100422981	0.0	0.0
5162	3690.0	2774.0
100422993	0.0	0.0
5163	1819.0	1459.0
100422994	0.0	0.0
5164	2619.0	3085.0
100422995	0.0	0.0
5165	420.0	270.0
100422996	0.0	0.0
5166	5633.0	1958.0
100422997	8.0	0.0
5167	16455.0	2864.0
5168	3507.0	971.0
5169	220.0	102.0
101929559	1.0	1.0
101929557	5.0	1.0
5160	4904.0	3339.0
5161	0.0	0.0
256764	9751.0	1916.0
254100	119.0	52.0
254102	2938.0	3614.0
5159	3507.0	3181.0
100422990	1.0	0.0
100422991	0.0	0.0
100422992	1.0	0.0
5173	0.0	7.0
100420341	138.0	88.0
5174	27.0	9.0
5175	10886.0	9433.0
5176	3355.0	3581.0
5178	4039.0	444.0
5179	25.0	5.0
5170	3408.0	2151.0
5172	52218.0	899.0
100420342	0.0	0.0
5184	4796.0	3337.0
5187	16254.0	4305.0
5188	1171.0	713.0
5189	2749.0	1347.0
254173	12.0	2.0
254170	3431.0	1055.0
100420359	1.0	0.0
100420358	12.0	10.0
100420356	0.0	32.0
100420354	0.0	0.0
5195	1265.0	1224.0
5196	0.0	1.0
5197	0.0	0.0
5198	1962.0	1132.0
5199	251.0	71.0
254187	83.0	20.0
5190	3777.0	2685.0
5191	894.0	745.0
5192	1065.0	1109.0
5193	867.0	585.0
5194	4249.0	2144.0
100270790	2.0	0.0
100420368	0.0	0.0
100420364	0.0	0.0
100420374	0.0	0.0
100420373	0.0	0.0
768239	0.0	0.0
105375380	0.0	0.0
53400	0.0	0.0
53405	2755.0	3512.0
100420377	0.0	0.0
53409	0.0	0.0
100420376	0.0	0.0
53407	1660.0	1374.0
100419392	2.0	1.0
100419391	6.0	2.0
101929520	0.0	0.0
768219	0.0	0.0
768218	0.0	1.0
768222	0.0	0.0
254158	24.0	5.0
53410	1.0	4.0
768220	1.0	0.0
100420393	3.0	2.0
100420392	0.0	0.0
112609	18.0	15.0
28457	454.0	681.0
28458	2338.0	6324.0
28452	103.0	173.0
28450	3920.0	7117.0
28455	339.0	1070.0
28453	16.0	15.0
28454	493.0	1066.0
90390	812.0	326.0
28468	23776.0	12064.0
653458	0.0	0.0
28469	19.0	43.0
101340251	4.0	1.0
101340250	0.0	0.0
101340252	1.0	1.0
28462	6.0	63.0
28463	844.0	168.0
28461	1372.0	3035.0
28466	86.0	224.0
28467	1422.0	5303.0
653464	348.0	261.0
28464	683.0	1062.0
28465	2569.0	5108.0
653489	38.0	17.0
28438	0.0	0.0
28435	2.0	0.0
28439	5145.0	10798.0
653492	0.0	1.0
28430	7.0	26.0
28433	2.0	1.0
28434	2779.0	4739.0
28431	8.0	10.0
28432	102.0	134.0
28448	1682.0	6518.0
28449	133.0	597.0
28446	33.0	100.0
28447	7.0	21.0
28440	5.0	1.0
28441	20.0	51.0
653483	88.0	84.0
28444	3553.0	7777.0
28445	340.0	748.0
28442	9926.0	15339.0
653486	0.0	0.0
28443	24.0	33.0
28415	34.0	78.0
28416	31.0	70.0
28413	11.0	18.0
28414	274.0	644.0
28419	8.0	7.0
28417	42.0	88.0
28418	0.0	0.0
124626	22.0	2.0
388503	1.0	0.0
28411	101.0	141.0
28412	254.0	1026.0
28410	650.0	1005.0
388507	290.0	243.0
653499	2.0	1.0
28426	57.0	471.0
28427	15.0	19.0
28424	431.0	957.0
28425	11.0	79.0
28428	52.0	114.0
28429	49.0	140.0
28422	2.0	6.0
28423	1701.0	3474.0
28420	770.0	1773.0
28421	28.0	169.0
102723099	10.0	20.0
388524	7.0	3.0
124602	139.0	54.0
388523	13.0	91.0
112611	740.0	553.0
28405	3.0	14.0
28408	3325.0	6199.0
28409	4257.0	4119.0
112616	1535.0	1306.0
28406	16.0	66.0
28407	8.0	35.0
388514	14.0	23.0
28400	364.0	971.0
388512	658.0	9.0
28401	121.0	463.0
134359	481.0	381.0
158326	105.0	70.0
339263	273.0	191.0
401730	0.0	0.0
146336	0.0	0.0
401725	0.0	0.0
401720	7.0	4.0
90557	282.0	593.0
90550	1234.0	1695.0
158314	8.0	91.0
106478999	0.0	0.0
106478998	1.0	0.0
106478997	1.0	0.0
106478996	0.0	0.0
106478995	0.0	0.0
106478994	0.0	0.0
391850	0.0	0.0
106478993	0.0	0.0
339256	0.0	0.0
106478992	0.0	0.0
339257	0.0	1.0
106478991	15.0	1.0
339258	0.0	0.0
106478990	0.0	0.0
800	19468.0	16523.0
801	19751.0	15884.0
802	0.0	0.0
342892	201.0	99.0
804	0.0	0.0
805	37279.0	32325.0
342898	0.0	0.0
342897	149.0	63.0
806	72.0	23.0
401718	8.0	3.0
807	1.0	1.0
401717	5.0	8.0
808	17731.0	13600.0
158345	42.0	60.0
339240	0.0	0.0
90586	9.0	4.0
339241	0.0	0.0
90589	24.0	22.0
378884	93.0	114.0
339244	0.0	0.0
653404	0.0	0.0
90580	696.0	817.0
391825	0.0	0.0
391827	2.0	1.0
810	0.0	7.0
811	113220.0	42031.0
340221	1.0	1.0
813	9818.0	11271.0
814	468.0	93.0
815	1.0	5.0
816	2559.0	1899.0
401708	0.0	0.0
817	5767.0	4921.0
818	2256.0	1210.0
819	3379.0	2904.0
90576	202.0	168.0
339230	951.0	751.0
339231	1228.0	1023.0
339229	600.0	624.0
122335	0.0	0.0
124997	2013.0	1897.0
340217	0.0	0.0
124995	2500.0	2228.0
378881	0.0	0.0
820	24.0	4.0
821	99848.0	38185.0
822	11832.0	21837.0
823	16319.0	19758.0
824	16468.0	23662.0
825	77.0	87.0
826	16860.0	19709.0
827	2144.0	20.0
134391	0.0	0.0
829	10809.0	8122.0
106478969	0.0	0.0
106478968	0.0	0.0
106478967	35.0	8.0
106478966	0.0	1.0
106478965	1.0	1.0
161931	5.0	0.0
106478964	0.0	0.0
106478963	2.0	0.0
339221	7.0	6.0
106478962	4.0	6.0
653423	0.0	0.0
106478961	0.0	0.0
106478960	0.0	0.0
653427	3.0	0.0
340205	149.0	50.0
340206	0.0	8.0
388228	963.0	646.0
830	9615.0	8077.0
831	20254.0	35830.0
832	14685.0	10886.0
833	3860.0	2731.0
834	738.0	750.0
835	3362.0	2012.0
836	1773.0	1329.0
837	1616.0	950.0
838	1.0	8.0
342865	4.0	0.0
340204	1.0	1.0
839	746.0	1052.0
90594	880.0	430.0
100505993	0.0	0.0
106478959	0.0	0.0
106478958	1.0	1.0
100505994	599.0	192.0
106478957	7.0	3.0
106478956	0.0	0.0
641451	1.0	0.0
106478955	0.0	0.0
106478954	4.0	3.0
106478953	0.0	0.0
100505996	0.0	0.0
106478952	0.0	0.0
339210	96.0	38.0
106478951	2.0	0.0
106478950	0.0	0.0
146310	2.0	3.0
90592	1002.0	449.0
7809	0.0	0.0
840	992.0	974.0
841	1889.0	1182.0
842	1790.0	821.0
843	1390.0	1551.0
844	32.0	8.0
136991	0.0	0.0
845	124.0	18.0
342850	1.0	0.0
846	3.0	2.0
7802	5131.0	650.0
847	17263.0	10597.0
7804	6916.0	2483.0
7803	17698.0	9002.0
7805	26799.0	9629.0
106478949	0.0	0.0
106478989	0.0	0.0
106478988	0.0	0.0
106478987	1.0	0.0
376267	905.0	1630.0
106478986	0.0	0.0
106478985	5.0	2.0
106478984	0.0	0.0
388254	0.0	1.0
106478983	1.0	0.0
388255	53.0	114.0
106478982	2.0	0.0
339201	677.0	568.0
653447	804.0	544.0
106478981	0.0	0.0
106478980	0.0	0.0
28594	8.0	3.0
7818	5376.0	4414.0
28595	6.0	5.0
148979	16.0	15.0
28592	13.0	2.0
28593	3.0	0.0
28599	0.0	0.0
401744	1.0	0.0
28597	8.0	3.0
401742	0.0	0.0
641455	0.0	0.0
7813	2409.0	1974.0
857	40435.0	27004.0
641457	1.0	0.0
7812	62435.0	36151.0
858	19934.0	17129.0
641456	2.0	1.0
859	0.0	0.0
28591	2.0	1.0
106478979	0.0	0.0
106478978	0.0	0.0
106478977	4.0	0.0
106478976	2.0	1.0
106478975	0.0	1.0
106478974	5.0	0.0
106478973	23.0	13.0
106478972	9.0	4.0
653435	0.0	0.0
106478971	12.0	7.0
653436	0.0	2.0
106478970	0.0	0.0
653437	0.0	0.0
146330	2011.0	2003.0
146325	0.0	0.0
860	407.0	618.0
861	1216.0	6012.0
862	939.0	157.0
653440	349.0	265.0
863	986.0	275.0
653441	147.0	45.0
864	2154.0	485.0
865	4473.0	3194.0
866	0.0	0.0
867	4086.0	2622.0
868	3149.0	1638.0
869	63.0	3465.0
134353	412.0	305.0
641467	35.0	31.0
7827	0.0	0.0
106478926	0.0	0.0
101929495	0.0	0.0
106478925	0.0	0.0
106478924	15.0	10.0
219402	2490.0	1392.0
106478923	0.0	0.0
7840	3854.0	1662.0
106478922	1.0	0.0
100505964	0.0	0.0
106478921	0.0	0.0
106478920	2.0	1.0
7841	3239.0	3090.0
388276	0.0	0.0
388275	6.0	1.0
388272	637.0	365.0
871	4289.0	6803.0
873	2556.0	1672.0
874	121.0	281.0
875	120.0	63.0
7832	38349.0	12424.0
100505967	0.0	0.0
7837	664.0	1212.0
106478919	0.0	1.0
106478918	0.0	0.0
106478917	0.0	0.0
106478916	0.0	0.0
106478915	0.0	0.0
106478914	0.0	1.0
106478913	5.0	3.0
106478912	0.0	0.0
7851	957.0	1034.0
106478911	0.0	0.0
100505953	2.0	0.0
7850	110.0	53.0
106478910	0.0	0.0
7852	12339.0	1565.0
100270754	0.0	0.0
881	5.0	6.0
100270755	0.0	1.0
883	502.0	324.0
885	5.0	0.0
886	0.0	0.0
887	49.0	4.0
100270753	0.0	0.0
7844	2674.0	1882.0
889	4067.0	1707.0
7846	4597.0	7313.0
106478909	0.0	0.0
219409	0.0	0.0
7849	74518.0	34347.0
220416	7.0	3.0
106478948	0.0	0.0
106478947	0.0	0.0
106478946	0.0	0.0
106478945	0.0	0.0
7862	1978.0	1504.0
106478944	0.0	0.0
100174857	0.0	0.0
106478943	19.0	48.0
5201	3356.0	3766.0
106478942	3.0	7.0
5202	1699.0	1704.0
106478941	0.0	0.0
106478940	0.0	0.0
890	1145.0	154.0
891	2016.0	671.0
892	6138.0	3192.0
894	16309.0	21050.0
342808	0.0	1.0
895	0.0	0.0
896	8316.0	8414.0
388289	1.0	6.0
897	4.0	1.0
898	219.0	222.0
899	641.0	198.0
7855	4176.0	1222.0
7857	18.0	88.0
171392	686.0	558.0
100505989	0.0	0.0
106478939	7.0	0.0
219417	0.0	0.0
106478938	0.0	0.0
219438	0.0	0.0
106478937	0.0	0.0
219437	0.0	0.0
106478936	0.0	0.0
7871	7750.0	2665.0
219436	0.0	0.0
106478935	0.0	0.0
106478934	0.0	0.0
100505970	15.0	7.0
5210	335.0	232.0
7873	7935.0	3128.0
100505975	25.0	4.0
106478933	0.0	0.0
5211	8707.0	8377.0
106478932	0.0	0.0
219432	0.0	0.0
5212	481.0	3.0
106478931	0.0	0.0
5213	5038.0	2144.0
219431	0.0	0.0
7874	12820.0	5469.0
106478930	0.0	0.0
388284	259.0	39.0
171389	43.0	11.0
100420508	2.0	0.0
100420505	44.0	9.0
105377595	12.0	7.0
5203	786.0	652.0
7866	2446.0	2245.0
100420503	2.0	1.0
5204	19004.0	14349.0
100420502	11.0	3.0
5205	6523.0	4623.0
100420501	0.0	0.0
7867	6275.0	13097.0
5207	68.0	8.0
7869	2597.0	2612.0
5208	16950.0	3854.0
106478929	0.0	0.0
5209	4508.0	1091.0
219429	0.0	0.0
106478928	0.0	0.0
219428	0.0	0.0
106478927	0.0	0.0
219447	0.0	0.0
7881	5880.0	164.0
7884	3578.0	2638.0
219445	0.0	0.0
5222	63.0	4.0
90523	100.0	48.0
5223	1996.0	1480.0
5224	0.0	0.0
90522	1036.0	1358.0
100419521	5.0	1.0
220433	36.0	34.0
146378	0.0	0.0
100420519	4.0	3.0
5214	8706.0	10758.0
158373	225.0	105.0
7879	18406.0	21163.0
5216	26514.0	23583.0
100420512	0.0	0.0
5217	10944.0	6398.0
5218	3969.0	2432.0
158376	31.0	17.0
100505929	0.0	0.0
158358	4274.0	2406.0
5230	22259.0	13465.0
220429	1.0	0.0
5232	0.0	0.0
5233	4.0	3.0
101929467	4.0	1.0
219453	0.0	0.0
100270709	0.0	0.0
146395	4.0	2.0
100505919	0.0	0.0
100420527	15.0	6.0
100420526	3.0	1.0
5225	0.0	0.0
5226	9670.0	6575.0
100505911	160.0	52.0
5228	6445.0	1392.0
90507	3392.0	2522.0
5229	2432.0	1053.0
90506	150.0	127.0
5241	135.0	436.0
219469	0.0	0.0
101929471	0.0	0.0
5243	502.0	211.0
5244	232.0	45.0
101929478	0.0	0.0
5245	5462.0	4384.0
219464	0.0	0.0
5246	1.0	0.0
5236	3864.0	3489.0
5238	3608.0	2572.0
5239	1089.0	288.0
100505945	2.0	3.0
158399	692.0	133.0
5250	24393.0	18091.0
101929484	2.0	21.0
5251	228.0	542.0
5252	9154.0	5353.0
219479	0.0	0.0
5253	6317.0	3960.0
5255	2043.0	1810.0
219477	0.0	0.0
5256	3221.0	1864.0
5257	9413.0	4970.0
220441	840.0	294.0
100419558	0.0	1.0
100419554	0.0	0.0
90525	607.0	838.0
158383	15.0	4.0
100420546	10.0	2.0
90527	5628.0	3159.0
158381	28.0	6.0
100505933	80.0	11.0
90529	844.0	918.0
5261	1975.0	1557.0
5264	3716.0	2327.0
5265	3031.0	155408.0
5266	4.0	10.0
5267	0.0	0.0
219487	0.0	0.0
5268	0.0	4.0
101929410	21.0	9.0
219484	0.0	0.0
219482	0.0	0.0
5260	46.0	36.0
5258	0.0	0.0
5259	0.0	0.0
5272	4016.0	1075.0
5273	3.0	1.0
5274	746.0	409.0
28509	0.0	0.0
5275	0.0	0.0
5276	4.0	3.0
5277	2485.0	771.0
101929423	243.0	57.0
5279	1690.0	1433.0
28503	4.0	3.0
28504	1.0	0.0
28501	6.0	7.0
28502	3.0	1.0
219493	0.0	0.0
28507	2.0	2.0
28508	1.0	0.0
5270	4544.0	1309.0
28505	6.0	2.0
101929428	0.0	0.0
5271	1698.0	1267.0
28506	2.0	6.0
256435	2280.0	1168.0
28500	75.0	24.0
5269	6480.0	4891.0
105377617	0.0	0.0
5283	1565.0	753.0
5284	79.0	490.0
100420450	2.0	2.0
5286	10865.0	4398.0
5287	3802.0	1082.0
5288	28.0	0.0
5289	4202.0	2386.0
101929437	1.0	0.0
5280	108.0	75.0
5281	956.0	571.0
5282	2.0	1.0
102723166	20.0	33.0
102723167	179.0	28.0
102723165	0.0	0.0
100420458	1.0	1.0
5294	2549.0	500.0
100420462	1.0	0.0
5295	6106.0	4447.0
100419472	0.0	1.0
5296	38.0	42.0
5297	7264.0	5101.0
5298	9334.0	5082.0
100419471	0.0	1.0
5290	3271.0	2088.0
100419477	0.0	0.0
5291	8548.0	4549.0
5292	4836.0	2497.0
5293	4022.0	1269.0
100420473	0.0	0.0
100101932	0.0	1.0
100101938	0.0	0.0
256472	9.0	11.0
256471	1652.0	904.0
100419489	1.0	6.0
100101935	0.0	0.0
100270680	3.0	1.0
100420477	0.0	2.0
100420476	58.0	7.0
100420484	0.0	3.0
100270679	0.0	0.0
100270673	0.0	0.0
106614088	2.0	5.0
101929402	19.0	6.0
100270648	0.0	1.0
101929407	217.0	22.0
105375013	8.0	14.0
641365	0.0	0.0
641364	12.0	6.0
401696	0.0	1.0
28578	1.0	0.0
28579	1.0	0.0
401692	0.0	0.0
124944	138.0	138.0
28572	24.0	7.0
28573	19.0	5.0
28570	0.0	0.0
28571	1.0	1.0
28576	28.0	31.0
28577	17.0	4.0
653354	0.0	13.0
28574	30.0	4.0
401687	0.0	0.0
28575	3.0	0.0
641372	4.0	0.0
641371	125.0	94.0
112950	2506.0	2153.0
641373	0.0	0.0
28589	74.0	20.0
28583	72.0	56.0
28584	25.0	6.0
28581	49.0	6.0
28582	4.0	5.0
28587	0.0	0.0
124930	236.0	233.0
28588	0.0	0.0
28585	5.0	4.0
28586	21.0	14.0
28580	12.0	2.0
124935	3075.0	2215.0
124936	2354.0	831.0
378805	1113.0	433.0
641380	0.0	0.0
112942	5515.0	3454.0
378807	10.0	2.0
641382	0.0	0.0
641384	2.0	0.0
401675	0.0	0.0
28558	105.0	15.0
28559	811.0	233.0
