id	5e010a9a-7f65-434b-ae4c-43948461187c	84f304ea-8b50-41e9-89c8-bfca6668b746
221060	12.0	6.0
221061	4128.0	720.0
100996520	0.0	0.0
106480200	0.0	0.0
106480202	0.0	0.0
106480201	0.0	0.0
100874139	0.0	0.0
100874138	0.0	0.0
646956	1.0	3.0
414201	0.0	0.0
100874137	1.0	0.0
100874136	0.0	0.0
730755	1.0	1.0
414200	1.0	2.0
100874163	1.0	4.0
100874161	0.0	0.0
100874168	0.0	0.0
100874167	0.0	0.0
257044	61.0	54.0
729727	0.0	2.0
100874160	0.0	0.0
402220	0.0	0.0
100996511	110.0	108.0
729723	74.0	80.0
221092	6646.0	2984.0
284656	79.0	9.0
402216	0.0	1.0
102725045	0.0	6.0
284654	847.0	8.0
100874169	0.0	0.0
221091	294.0	88.0
646982	18.0	15.0
100874153	0.0	0.0
646981	0.0	1.0
100874152	0.0	0.0
100286979	2.0	2.0
100874151	0.0	5.0
100874150	0.0	2.0
115908	956.0	4139.0
100874157	0.0	0.0
100874156	0.0	12.0
100874155	0.0	4.0
100874154	0.0	1.0
221079	2763.0	2417.0
92370	1243.0	2794.0
100286971	0.0	0.0
221078	513.0	696.0
100996501	1.0	1.0
100996500	0.0	0.0
284649	19.0	50.0
729708	74.0	396.0
100874159	0.0	0.0
644315	93.0	192.0
100874158	7.0	2.0
646993	16.0	32.0
100874186	2.0	1.0
100874185	0.0	4.0
100874184	1.0	0.0
100874183	0.0	0.0
100286965	0.0	0.0
100286964	0.0	0.0
646996	0.0	0.0
100874189	0.0	0.0
100874188	17.0	1.0
644333	0.0	0.0
100874187	0.0	0.0
729747	4.0	28.0
100874182	0.0	0.0
100874180	0.0	0.0
257019	1237.0	166.0
644325	0.0	5.0
343413	817.0	22.0
92399	1940.0	3955.0
100874175	0.0	0.0
100874174	0.0	0.0
100874173	14.0	0.0
100874172	0.0	0.0
100874179	3.0	0.0
100286954	0.0	0.0
100874178	1.0	1.0
100874176	0.0	0.0
343409	0.0	0.0
343406	0.0	0.0
644338	1.0	1.0
103911	1.0	4.0
103910	41240.0	24027.0
350297	0.0	0.0
79530	0.0	0.0
79533	0.0	0.0
55561	5882.0	2197.0
79532	0.0	0.0
55568	9971.0	2822.0
55567	1205.0	144.0
79534	0.0	0.0
79537	0.0	0.0
55565	300.0	253.0
651452	0.0	0.0
79538	0.0	0.0
158572	164.0	87.0
55571	2957.0	4122.0
171523	143.0	25.0
55573	18544.0	10684.0
55572	1394.0	2369.0
79521	0.0	0.0
55578	3312.0	1842.0
79523	0.0	0.0
55577	4460.0	2299.0
79526	0.0	0.0
55576	658.0	74.0
79525	0.0	0.0
79528	0.0	0.0
100037417	57.0	54.0
79529	0.0	0.0
92521	2525.0	1841.0
374286	11.0	58.0
122592	0.0	0.0
55582	368.0	307.0
79550	0.0	0.0
55586	0.0	10.0
55585	8244.0	7191.0
55584	8.0	26.0
55589	1209.0	579.0
171559	1.0	4.0
55588	6603.0	4658.0
171558	156.0	2.0
374291	2637.0	3223.0
55593	6287.0	4102.0
205428	3608.0	7976.0
55592	374.0	171.0
55591	5534.0	5299.0
79540	0.0	1.0
55596	1870.0	1983.0
79541	1.0	0.0
79544	0.0	0.0
79546	0.0	0.0
55599	612.0	741.0
171546	5539.0	3790.0
79547	0.0	0.0
92507	7.0	4.0
79549	0.0	0.0
158586	1558.0	856.0
158584	401.0	383.0
158521	0.0	0.0
134553	6673.0	1874.0
79571	2917.0	1948.0
79570	5.0	99.0
146540	756.0	330.0
79573	1256.0	1227.0
79572	8320.0	10663.0
79575	1475.0	373.0
79574	14.0	8.0
79577	4228.0	3968.0
79576	2027.0	1265.0
158511	1.0	3.0
146542	783.0	521.0
79568	915.0	1219.0
79567	19214.0	8783.0
146547	184.0	104.0
92565	477.0	278.0
79591	3738.0	2353.0
79590	2609.0	4176.0
146562	468.0	221.0
79595	3212.0	3051.0
79594	3901.0	3112.0
146556	12259.0	20.0
100302652	0.0	4.0
79596	872.0	893.0
79598	1054.0	1116.0
92552	0.0	0.0
92558	480.0	718.0
79582	925.0	730.0
79581	2838.0	5447.0
79583	2028.0	734.0
79586	8447.0	20521.0
100302640	47.0	34.0
79585	1332.0	870.0
79587	2923.0	2335.0
79589	2279.0	1375.0
340895	126.0	12.0
102723346	2.0	0.0
100289137	10.0	19.0
100289133	2.0	6.0
340888	0.0	132.0
100289131	0.0	0.0
100170229	26.0	57.0
339894	9.0	8.0
339896	17.0	3.0
339897	0.0	2.0
100302666	58.0	12.0
100289124	0.0	0.0
102723332	3.0	1.0
100652796	0.0	0.0
339881	0.0	1.0
339883	20.0	14.0
102723320	9.0	56.0
339879	70.0	33.0
55502	250.0	401.0
100302692	264.0	80.0
55501	3416.0	2841.0
100302691	3.0	41.0
55500	4210.0	2088.0
55506	1210.0	2296.0
55505	3739.0	7678.0
55504	4680.0	631.0
55503	138.0	24.0
55509	258.0	122.0
55508	1746.0	1491.0
55507	121.0	2142.0
9810	6396.0	2959.0
9811	7021.0	2383.0
102723318	0.0	0.0
100302689	0.0	0.0
102723314	0.0	0.0
100289102	0.0	0.0
55512	743.0	62.0
55511	0.0	3.0
55510	148.0	5.0
9804	17020.0	30867.0
55515	10.0	53.0
9801	2145.0	2519.0
9802	36279.0	27431.0
9807	7577.0	2481.0
9808	11.0	0.0
9805	7838.0	10103.0
9806	81873.0	786.0
9821	6107.0	7907.0
9820	3747.0	5763.0
55520	584.0	737.0
55521	237.0	85.0
9814	1385.0	934.0
9815	3856.0	1411.0
55527	399.0	293.0
9812	7368.0	2438.0
55526	2013.0	1912.0
9813	21017.0	10101.0
9818	5766.0	3520.0
9819	3931.0	4779.0
9816	1115.0	1275.0
9817	6066.0	14036.0
55529	1036.0	408.0
9832	468.0	167.0
9833	100.0	3332.0
9830	5142.0	2970.0
9831	2744.0	3683.0
339855	18.0	6.0
55531	60.0	20.0
339845	0.0	0.0
55530	7.0	10.0
202	5023.0	5028.0
203	2262.0	825.0
55534	2657.0	439.0
204	8037.0	8415.0
171568	5313.0	3389.0
205	534.0	4438.0
55532	0.0	12.0
9825	1980.0	1206.0
55539	1.0	1.0
206	7.0	27.0
9826	8568.0	3916.0
207	17031.0	14249.0
208	7584.0	6238.0
9823	3032.0	338.0
55536	1175.0	2591.0
9824	352.0	1810.0
9829	604.0	161.0
100652759	0.0	0.0
9827	5772.0	5502.0
9828	13948.0	1858.0
171560	1.0	10.0
9840	570.0	53.0
9843	5635.0	989.0
9844	7468.0	1055.0
9841	1187.0	1097.0
9842	4040.0	2362.0
100652781	1.0	1.0
339843	2.0	0.0
339834	101.0	15.0
210	6187.0	4060.0
211	8858.0	2938.0
55540	463.0	159.0
212	11.0	5.0
213	55.0	101.0
79513	0.0	0.0
214	24815.0	14956.0
55545	11.0	1.0
79512	0.0	5.0
215	2059.0	937.0
55544	3145.0	2513.0
79515	0.0	0.0
216	20920.0	7608.0
79514	0.0	0.0
217	39879.0	6499.0
9836	1199.0	1631.0
9837	184.0	3359.0
218	1538.0	66298.0
219	2364.0	1723.0
9834	83.0	81.0
79518	0.0	0.0
254428	5914.0	2943.0
254427	1132.0	1205.0
9839	18063.0	1481.0
9851	1376.0	1210.0
9854	2561.0	804.0
9855	3379.0	2113.0
9852	3715.0	1234.0
9853	6727.0	1901.0
352905	0.0	0.0
100652770	8.0	26.0
55553	591.0	509.0
220	1410.0	974.0
221	15706.0	409.0
55552	383.0	389.0
222	129.0	3636.0
223	9018.0	4909.0
171586	1227.0	6353.0
340811	0.0	9.0
224	15046.0	8510.0
100652772	1361.0	1333.0
55556	1752.0	808.0
225	176.0	16.0
79501	0.0	0.0
339829	566.0	95.0
226	55326.0	110061.0
79504	0.0	0.0
55554	0.0	3.0
9847	2776.0	2202.0
228	2.0	7.0
229	32.0	18.0
9848	762.0	275.0
55559	115.0	91.0
79508	0.0	0.0
9846	8941.0	827.0
55558	3489.0	3306.0
352909	523.0	50.0
254439	0.0	3.0
9849	1764.0	693.0
9861	4397.0	3754.0
9862	5936.0	4396.0
7200	13.0	2.0
9860	1906.0	1622.0
9865	1202.0	196.0
9866	1192.0	577.0
7201	0.0	1.0
7204	8999.0	7920.0
9863	1107.0	487.0
7203	11479.0	26998.0
101927477	0.0	0.0
339942	98.0	85.0
230	1428.0	3276.0
231	8407.0	9150.0
100133330	1.0	0.0
100289099	0.0	0.0
100289095	2.0	1.0
236	1.0	0.0
238	23.0	59.0
239	198.0	656.0
9858	3628.0	1636.0
9859	3050.0	1226.0
100289092	21.0	30.0
9856	230.0	1273.0
9857	4103.0	3076.0
100652846	30.0	5.0
9873	7584.0	1827.0
9870	4444.0	3426.0
9871	5582.0	2729.0
9877	9953.0	7557.0
9874	4002.0	9765.0
101927487	1.0	0.0
9875	3139.0	3500.0
101927489	2.0	5.0
240	14813.0	665.0
241	10014.0	942.0
242	6.0	211.0
100652831	1.0	3.0
243	0.0	0.0
100289087	0.0	0.0
245	42.0	146.0
246	2984.0	11.0
339926	0.0	0.0
247	8247.0	74.0
248	0.0	0.0
249	16842.0	503.0
339929	370.0	408.0
9869	3359.0	2544.0
7205	5050.0	8558.0
9867	17995.0	7122.0
9868	5084.0	6806.0
7220	559.0	865.0
9883	4263.0	5089.0
9884	20.0	6.0
7222	202.0	14.0
9881	5860.0	593.0
9882	4121.0	2059.0
7221	65.0	4.0
7224	2.0	4.0
9887	7980.0	11000.0
7223	160.0	86.0
9885	4434.0	3137.0
7226	936.0	252.0
101927498	0.0	13.0
9886	3528.0	686.0
7225	4049.0	330.0
250	163.0	2.0
9880	1132.0	794.0
251	26.0	0.0
340900	0.0	1.0
100652865	46.0	9.0
257	1.0	0.0
258	0.0	1.0
259	36.0	7.0
7216	916.0	244.0
9878	7156.0	6422.0
9879	5035.0	2826.0
9894	2266.0	1837.0
9895	3751.0	2405.0
9892	8.0	139.0
9898	13919.0	14077.0
9899	212.0	50.0
9896	3160.0	1086.0
9897	5194.0	5594.0
100422407	0.0	0.0
9890	1058.0	225.0
9891	6909.0	2688.0
262	6354.0	9424.0
263	0.0	0.0
100652853	65.0	55.0
265	0.0	0.0
266	0.0	0.0
267	11413.0	17198.0
100652856	0.0	1.0
268	16.0	10.0
269	22.0	1.0
339906	3.0	0.0
7227	1423.0	2333.0
9889	1951.0	2884.0
100652857	0.0	0.0
100422411	0.0	1.0
7248	3386.0	2939.0
7247	6154.0	9840.0
101927433	0.0	0.0
270	87.0	12.0
271	3114.0	4248.0
100289059	0.0	1.0
272	1374.0	1830.0
273	153.0	46.0
274	3606.0	3961.0
275	607.0	104.0
276	1.0	1.0
277	0.0	0.0
278	0.0	0.0
100652801	0.0	1.0
279	0.0	0.0
100289051	0.0	0.0
7253	10.0	13.0
7252	11.0	1.0
7257	2709.0	2654.0
7259	12171.0	8227.0
7258	0.0	0.0
280	214.0	163.0
281	0.0	0.0
101927449	0.0	1.0
283	926.0	243.0
7251	5433.0	7253.0
284	9955.0	571.0
285	740.0	794.0
286	180.0	80.0
287	2123.0	111.0
288	4784.0	3564.0
102723378	0.0	0.0
7249	8551.0	3459.0
7264	3839.0	6973.0
7263	2439.0	3517.0
7266	5032.0	4759.0
7265	3750.0	2536.0
7268	231.0	465.0
7267	11135.0	8003.0
100422437	1.0	0.0
290	5482.0	1285.0
101927455	13.0	0.0
291	3998.0	1998.0
292	18858.0	31971.0
101927457	0.0	1.0
7260	1582.0	3183.0
293	35832.0	95971.0
352852	2.0	1.0
101927459	0.0	0.0
7262	387.0	1330.0
100289034	2.0	5.0
100652824	287.0	5.0
100422431	0.0	0.0
7275	1638.0	984.0
7274	52.0	2.0
7277	4062.0	18970.0
100422445	0.0	0.0
7276	18.0	3.0
7278	0.0	0.0
101927465	9.0	0.0
376818	0.0	0.0
100289028	0.0	0.0
7270	1491.0	1879.0
100289027	0.0	0.0
7273	643.0	208.0
7272	86.0	2176.0
102723356	7.0	878.0
7286	2218.0	4929.0
376844	2.0	0.0
100529257	33.0	14.0
7288	20.0	4.0
7287	7.0	21.0
7289	2058.0	2211.0
134510	3090.0	1942.0
79490	0.0	0.0
7280	833.0	2386.0
79492	0.0	0.0
79491	0.0	0.0
100529251	38.0	26.0
79494	0.0	0.0
7284	13197.0	10197.0
7283	2360.0	4158.0
79498	0.0	0.0
122525	351.0	227.0
79499	0.0	1.0
100422450	1.0	0.0
100422452	0.0	0.0
7297	5286.0	3604.0
7296	11114.0	57282.0
7299	0.0	2.0
134526	1.0	1.0
7298	606.0	1578.0
100422469	0.0	0.0
7291	46.0	1214.0
100529261	9.0	6.0
7290	1662.0	1705.0
100529262	0.0	0.0
7293	325.0	114.0
79483	0.0	0.0
7292	251.0	244.0
100529264	5.0	1.0
79482	0.0	0.0
7295	5371.0	63351.0
352887	70.0	203.0
7294	226.0	20.0
79488	0.0	0.0
388818	0.0	0.0
100292680	4.0	72.0
388815	419.0	14.0
158506	0.0	0.0
100529239	3.0	7.0
92483	6.0	3.0
352896	1.0	67.0
92482	860.0	592.0
122509	452.0	607.0
388849	59.0	7.0
134548	45.0	20.0
101927423	33.0	39.0
101927422	2.0	0.0
100529240	0.0	2.0
134549	1625.0	545.0
100529241	3.0	6.0
388830	0.0	3.0
408050	153.0	57.0
100422486	8.0	6.0
100529215	31.0	17.0
100529211	59.0	89.0
100422496	0.0	0.0
122553	2683.0	1700.0
100133307	0.0	0.0
100133308	14.0	10.0
100133309	1.0	9.0
100133310	0.0	0.0
100133311	65.0	9.0
388886	610.0	1090.0
100133314	0.0	1.0
134505	8.0	2.0
100133321	0.0	0.0
100529209	25.0	29.0
65003	1895.0	3493.0
65005	2359.0	4358.0
65008	913.0	1500.0
171419	0.0	0.0
65009	5450.0	13801.0
55681	4760.0	5462.0
55680	1415.0	1157.0
79650	4600.0	9082.0
79652	7332.0	824.0
79651	3245.0	3179.0
146456	63.0	34.0
55684	7785.0	11241.0
55683	8118.0	5836.0
79654	4928.0	2979.0
79656	424.0	160.0
55689	4823.0	13333.0
171416	1.0	1.0
79658	3021.0	842.0
55687	949.0	2109.0
79657	1671.0	2520.0
55686	1381.0	2178.0
374395	4178.0	3896.0
79659	2224.0	842.0
374393	172.0	1292.0
65010	609.0	1082.0
374378	10806.0	4869.0
65012	43.0	15.0
92610	1145.0	581.0
122481	1006.0	517.0
65018	3497.0	988.0
55692	1533.0	1273.0
55691	3797.0	403.0
55690	13016.0	8691.0
79641	2093.0	7829.0
55696	4488.0	2676.0
55695	1305.0	2558.0
79640	1918.0	1201.0
79643	2258.0	1451.0
79642	1268.0	1508.0
55693	116.0	154.0
79645	1278.0	277.0
55699	8908.0	12215.0
79644	1794.0	2619.0
55698	1270.0	114.0
79647	6191.0	3341.0
55697	4448.0	4357.0
79646	5359.0	3390.0
79649	1762.0	1066.0
374383	145.0	402.0
79648	1660.0	2304.0
92609	3269.0	6173.0
134490	0.0	0.0
134492	1568.0	950.0
100302738	0.0	0.0
100302737	0.0	0.0
100302736	30.0	33.0
146481	0.0	0.0
79670	2683.0	3529.0
79672	2926.0	2462.0
79671	2616.0	3133.0
79674	4378.0	57.0
79673	1524.0	726.0
79676	125.0	162.0
79675	869.0	1443.0
79677	2198.0	2530.0
79679	267.0	2373.0
158471	1985.0	175.0
349391	1.0	0.0
79661	719.0	598.0
79660	3597.0	2547.0
79663	757.0	1133.0
171424	10.0	0.0
171423	323.0	152.0
79665	4120.0	3687.0
171422	0.0	0.0
79664	3392.0	4175.0
171421	0.0	0.0
79667	129.0	124.0
79666	3054.0	2571.0
171427	38.0	28.0
79669	822.0	595.0
171425	435.0	319.0
79668	2876.0	736.0
171420	0.0	0.0
158401	21.0	86.0
92667	877.0	4072.0
158405	905.0	692.0
349386	0.0	0.0
79690	1921.0	3385.0
79692	447.0	249.0
79691	3593.0	1668.0
79694	1432.0	1767.0
79693	1368.0	2251.0
79696	401.0	89.0
100302751	2.0	5.0
79695	1964.0	849.0
79698	13.0	3.0
205564	2803.0	9177.0
79697	1029.0	933.0
79699	4950.0	1803.0
92659	223.0	489.0
65055	955.0	1558.0
65057	1547.0	3704.0
65056	7221.0	4040.0
65059	1301.0	368.0
349372	0.0	0.0
100302743	2.0	2.0
79680	2071.0	3534.0
79683	2216.0	743.0
100302742	0.0	0.0
79682	160.0	1861.0
100302741	0.0	0.0
79685	6046.0	2228.0
79684	654.0	448.0
100216001	7.0	736.0
79689	15268.0	221.0
146429	2777.0	15.0
65065	1374.0	400.0
92689	6055.0	9462.0
90025	269.0	338.0
158427	1344.0	1133.0
408263	0.0	1.0
92682	78.0	55.0
146434	893.0	36.0
146433	573.0	82.0
146439	838.0	324.0
90019	824.0	476.0
65062	1702.0	3574.0
158431	203.0	248.0
65061	115.0	21.0
90011	11.0	2.0
92675	2175.0	5189.0
65078	393.0	1542.0
134466	215.0	23.0
90007	11725.0	9176.0
65072	70.0	8.0
100289019	256.0	616.0
100289017	0.0	0.0
100133172	22.0	20.0
55601	5208.0	677.0
55600	134.0	0.0
55605	1580.0	3213.0
55604	4201.0	1629.0
55603	3652.0	794.0
55602	2195.0	2245.0
55609	311.0	647.0
55608	4446.0	2312.0
55607	1615.0	14.0
254528	0.0	0.0
349334	1.0	0.0
9910	5482.0	2728.0
100133180	4.0	1.0
641924	1.0	0.0
9908	13846.0	10171.0
9909	5050.0	2739.0
55612	412.0	23991.0
55611	6038.0	10390.0
55610	2057.0	2085.0
254531	1892.0	3400.0
9902	38178.0	5132.0
55616	4007.0	1086.0
171482	0.0	1.0
9903	4648.0	8437.0
55615	613.0	1500.0
55614	3676.0	8516.0
9900	863.0	380.0
55613	82.0	45.0
340990	0.0	8.0
9901	781.0	428.0
9906	211.0	119.0
55619	2985.0	305.0
9907	2818.0	7201.0
9904	2230.0	7791.0
171484	0.0	0.0
55617	1036.0	1325.0
9905	4323.0	1882.0
641922	1.0	1.0
171483	0.0	0.0
9920	1597.0	91.0
9921	17713.0	12823.0
100133190	721.0	1309.0
102723449	0.0	0.0
100133193	0.0	0.0
9919	12559.0	9123.0
55623	5143.0	2031.0
55622	1456.0	1816.0
55621	1392.0	1558.0
55620	1054.0	3829.0
9913	3344.0	2678.0
55627	4040.0	7235.0
340980	1.0	0.0
9914	1734.0	166.0
55626	4504.0	2060.0
9911	790.0	2107.0
55625	8312.0	2663.0
9912	5408.0	87.0
55624	6490.0	7854.0
9917	9142.0	7597.0
9918	4922.0	11662.0
9915	4364.0	1015.0
55629	8696.0	2784.0
55628	1840.0	1002.0
9931	5538.0	2542.0
55630	1797.0	3626.0
301	42291.0	62211.0
55634	945.0	760.0
55633	1793.0	2155.0
302	88298.0	168738.0
55632	995.0	1374.0
303	21.0	26.0
55631	1235.0	1756.0
304	1008.0	1496.0
9924	2077.0	1918.0
55638	1360.0	756.0
305	3.0	9.0
306	14267.0	2905.0
9925	1842.0	1406.0
340970	0.0	21.0
9922	11831.0	2043.0
55636	2388.0	1530.0
307	14164.0	7774.0
55635	62.0	1003.0
308	42826.0	17020.0
9923	3603.0	1639.0
9928	62.0	878.0
309	32943.0	3711.0
9929	7340.0	12330.0
9926	5408.0	5004.0
9927	14946.0	15102.0
9942	201.0	219.0
9943	5541.0	3195.0
266553	0.0	8.0
101927396	0.0	0.0
9940	728.0	37.0
101927399	0.0	0.0
9941	631.0	315.0
339983	47.0	23.0
102723423	0.0	0.0
102723426	0.0	3.0
339977	18.0	27.0
55640	2273.0	213.0
310	12866.0	13608.0
311	27189.0	15230.0
312	75.0	36.0
79612	1079.0	589.0
55644	2161.0	1039.0
79611	2921.0	90.0
313	2442.0	166.0
314	161.0	41.0
55643	6419.0	10562.0
79613	1663.0	1199.0
494197	0.0	0.0
79616	1350.0	77.0
316	2833.0	70.0
9935	5650.0	4537.0
317	2334.0	570.0
9936	4652.0	85.0
9933	1604.0	1927.0
55647	2597.0	387.0
79618	1669.0	865.0
318	804.0	1930.0
55646	1278.0	1922.0
9934	1065.0	47.0
319	0.0	1.0
9939	7292.0	9650.0
9937	1169.0	1336.0
9938	4316.0	606.0
9950	4344.0	6331.0
9953	588.0	585.0
9951	8.0	0.0
339970	1.0	7.0
339976	1.0	1.0
55652	4013.0	3724.0
320	659.0	866.0
55651	1928.0	2022.0
339967	2.0	391.0
321	904.0	773.0
55650	1506.0	1914.0
322	5261.0	910.0
323	8030.0	1943.0
55656	1790.0	2912.0
55655	131.0	15.0
324	4721.0	1205.0
79600	2882.0	1821.0
494188	2.0	1.0
79603	3633.0	3935.0
325	1.0	0.0
55654	15269.0	8376.0
79602	10024.0	9327.0
55653	620.0	1680.0
326	2.0	2.0
327	7400.0	4346.0
79605	616.0	640.0
9946	1608.0	924.0
55659	481.0	518.0
328	7970.0	11623.0
9947	3.0	1.0
55658	1989.0	5712.0
329	4507.0	3828.0
79607	2039.0	824.0
9945	1632.0	615.0
55657	533.0	1079.0
79609	298.0	623.0
79608	248.0	105.0
9948	35248.0	25094.0
9949	1000.0	1627.0
9960	2953.0	2321.0
9961	30270.0	8058.0
7301	2405.0	2189.0
651302	49.0	21.0
7300	0.0	0.0
9965	0.0	57.0
9962	5229.0	3578.0
9963	171.0	7.0
7302	3.0	1.0
339965	110.0	23.0
330	2989.0	222.0
55663	617.0	599.0
79630	1016.0	509.0
331	6900.0	3622.0
55662	6136.0	4719.0
332	215.0	3441.0
79632	1111.0	68.0
55661	3622.0	5305.0
333	1049.0	304.0
79631	1769.0	1806.0
55660	7181.0	11370.0
334	141039.0	61318.0
55667	6150.0	1320.0
79634	1622.0	2893.0
335	170.0	19.0
55666	10248.0	9510.0
79633	5443.0	148.0
55665	4056.0	3728.0
336	5.0	2.0
55664	1824.0	897.0
337	0.0	0.0
79635	527.0	217.0
340947	3.0	2.0
9957	755.0	544.0
338	122.0	33.0
339	0.0	0.0
79637	2033.0	2070.0
9958	3838.0	3986.0
9955	167.0	161.0
55669	2863.0	7967.0
55668	3130.0	2029.0
9956	1410.0	55.0
79639	1062.0	634.0
641977	604.0	727.0
9971	7.0	1.0
9972	5576.0	4623.0
7310	3.0	1.0
9970	35.0	20.0
100422600	0.0	0.0
9975	7712.0	3141.0
9976	1892.0	1000.0
7311	28362.0	38661.0
100422602	0.0	0.0
7314	53317.0	29734.0
9973	1571.0	1380.0
100422603	30.0	21.0
100422605	0.0	0.0
100422608	0.0	0.0
55670	4846.0	3801.0
341	8895.0	486.0
342	6.0	0.0
343	10.0	5.0
79621	1355.0	1863.0
55672	1281.0	646.0
55671	6346.0	6114.0
344	45.0	5.0
345	6.0	0.0
79623	157.0	1842.0
254552	179.0	1866.0
79622	1234.0	1189.0
55677	4302.0	3823.0
346	1.0	0.0
55676	3023.0	3314.0
79625	27613.0	86.0
347	2562.0	826.0
348	14348.0	2053.0
79624	2688.0	1938.0
7305	15660.0	1354.0
79627	6062.0	4481.0
9968	6696.0	2477.0
9969	7427.0	4479.0
79626	1052.0	136.0
79629	1525.0	459.0
7307	103.0	55.0
9966	1849.0	196.0
9967	14788.0	9621.0
55679	18121.0	1479.0
7306	1151.0	110.0
79628	118.0	369.0
254559	83.0	492.0
9982	241.0	26322.0
7321	1471.0	1360.0
9980	2673.0	1375.0
7320	4497.0	3134.0
101927350	0.0	2.0
7323	22620.0	13995.0
9986	1227.0	2060.0
7322	6398.0	5905.0
9987	13483.0	11687.0
101927352	34.0	11.0
9984	1036.0	739.0
7325	3298.0	1395.0
9985	1245.0	151.0
7324	5251.0	3389.0
350	903.0	6.0
351	121809.0	85391.0
353	4592.0	5424.0
100133210	0.0	0.0
354	0.0	1.0
355	2836.0	667.0
100133212	0.0	0.0
356	427.0	31.0
357	2593.0	1132.0
358	154472.0	1302.0
359	6.0	0.0
7316	60709.0	70336.0
7315	27.0	37.0
7318	7411.0	560.0
9978	3492.0	5053.0
7317	29844.0	26068.0
7319	5194.0	6996.0
9993	16278.0	15277.0
101927360	0.0	0.0
9994	1705.0	1903.0
9991	9402.0	17337.0
7332	6992.0	10578.0
9992	19.0	26.0
9997	911.0	1713.0
7334	6373.0	8991.0
101927364	35.0	0.0
7333	1.0	3.0
7336	2890.0	6448.0
9995	0.0	0.0
100422505	0.0	0.0
7335	684.0	638.0
494150	5.0	4.0
9990	5001.0	7873.0
360	16686.0	5228.0
361	44056.0	11.0
362	963.0	2.0
363	12.0	6.0
100133220	3.0	2.0
364	145.0	1.0
366	1420.0	107.0
367	2501.0	71.0
368	2187.0	271.0
369	7894.0	4933.0
494143	84.0	315.0
7327	7926.0	3966.0
7326	4351.0	4980.0
7329	7947.0	8316.0
9988	2483.0	3735.0
9989	10568.0	5891.0
7328	15342.0	13637.0
7341	5774.0	6498.0
7343	13071.0	7874.0
7342	7963.0	3765.0
7345	419.0	1386.0
100422514	0.0	0.0
7347	271.0	1144.0
100422517	0.0	1.0
372	16622.0	13579.0
373	1667.0	580.0
374	3237.0	3652.0
375	41085.0	42218.0
377	24502.0	11120.0
100133234	1.0	1.0
378	16799.0	10988.0
379	879.0	3932.0
100652740	6.0	3.0
7337	6386.0	7822.0
7339	1.0	2.0
100652748	502.0	422.0
101927380	2.0	6.0
100652749	0.0	0.0
7352	142.0	48.0
7351	11794.0	981.0
101927381	5.0	3.0
7353	3613.0	7981.0
100422523	1.0	0.0
7356	94443.0	29.0
7355	2786.0	3095.0
7358	3489.0	14225.0
7357	4978.0	6653.0
100422527	0.0	0.0
380	1.0	1.0
381	7949.0	11965.0
382	11430.0	12391.0
7350	10.0	3.0
383	29.0	6.0
384	186.0	527.0
387	65084.0	24447.0
388	37626.0	7305.0
389	19827.0	23749.0
100652730	2.0	1.0
7349	33.0	23.0
7348	30.0	50.0
100652736	12.0	37.0
100652739	3.0	0.0
101927390	0.0	0.0
7363	327.0	4.0
100422531	1.0	1.0
100422532	12.0	2.0
352954	855.0	950.0
7365	0.0	0.0
100422533	1.0	1.0
352957	1.0	0.0
7364	24.0	2.0
7367	12.0	20.0
100422535	0.0	0.0
7366	3.0	1.0
100422536	1.0	2.0
7369	3.0	0.0
7368	153.0	456.0
390	5680.0	10910.0
391	6783.0	4620.0
392	16238.0	12743.0
393	4363.0	620.0
394	8200.0	5431.0
100133251	0.0	0.0
395	3192.0	43.0
7360	10027.0	5790.0
396	23247.0	18514.0
397	32489.0	3385.0
494115	2269.0	1598.0
398	27.0	3.0
399	814.0	151.0
100133259	0.0	0.0
388906	18.0	88.0
388907	39.0	48.0
494119	0.0	0.0
494118	0.0	0.0
7374	2073.0	4957.0
352966	30.0	3.0
7373	16657.0	298.0
352965	72.0	30.0
7376	7980.0	6366.0
7375	6530.0	3119.0
352967	0.0	0.0
100422545	0.0	0.0
7378	2109.0	5450.0
101927320	1.0	0.0
100422546	1.0	0.0
101929983	0.0	0.0
100422547	0.0	0.0
7379	46.0	14.0
101927324	2.0	5.0
101927323	9.0	7.0
352962	733.0	366.0
101927327	1.0	2.0
7372	1941.0	3234.0
352964	11.0	3.0
100133262	0.0	0.0
7371	1391.0	3864.0
352963	2.0	0.0
100133265	0.0	0.0
100133268	0.0	0.0
105377532	11.0	0.0
102723495	0.0	0.0
100422540	0.0	1.0
7385	11455.0	9066.0
7384	9502.0	13448.0
7386	3398.0	5795.0
7389	4263.0	3579.0
376940	1415.0	863.0
7388	4290.0	11061.0
100422558	2.0	2.0
101927332	0.0	4.0
7381	8941.0	11557.0
102723489	237.0	264.0
7380	26.0	0.0
102723487	1.0	0.0
102723483	3.0	3.0
100422550	0.0	0.0
388925	0.0	4.0
7398	3597.0	4031.0
7399	8.0	7.0
7390	2308.0	1472.0
101927347	0.0	1.0
7392	10141.0	9155.0
7391	4086.0	2794.0
100133285	1.0	0.0
102723475	15.0	2.0
388910	0.0	0.0
102723472	0.0	0.0
352999	17.0	3.0
352990	14.0	2.0
374308	3.0	0.0
122402	222.0	17.0
122409	0.0	0.0
388948	6.0	1.0
388946	0.0	0.0
